id,year,industryType,companyCount,ownerMaleRate,ownerFemaleRate,singlePropCompanyRate,multiBusinessCompanyRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,U100D300CompanyRate,U300CompanyRate,workerCount,workerMaleRate,workerFemaleRate,singlePropWorkerRate,multiBusinessWorkerRate,selfEmpFamilyWorkerRate,fulltimeWorkerRate,dayWorkerRate,etcWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,U100D300WorkerRate,U300WorkerRate,avgAge,avgServYear,avgWorkDay,avgTotalWorkTime,avgRegularWorkDay,avgOverWorkDay,avgSalary,avgFixedSalary,avgOvertimeSalary,avgBonusSalary
80,2013,부동산업시설관리지원임대,179587,0.692,0.308,0.908,0.092,0.779,0.111,0.055,0.034,0.01,0.008,0.003,1404687,0.571,0.429,0.633,0.367,0.093,0.733,0.129,0.044,0.172,0.091,0.093,0.129,0.089,0.168,0.257,43.7,4.6,20.1,178.6,166.8,11.8,2093.1,1942.5,150.6,2523.2
81,2013,전문과학및기술서비스업,87868,0.871,0.129,0.859,0.141,0.639,0.211,0.08,0.045,0.014,0.007,0.003,865241,0.693,0.307,0.494,0.506,0.067,0.887,0.039,0.007,0.141,0.135,0.106,0.137,0.098,0.121,0.261,38.1,6.5,19.4,158.5,154.2,4.3,3423,3351,73,5940
82,2013,교육서비스업,173740,0.463,0.537,0.943,0.057,0.755,0.107,0.052,0.042,0.035,0.007,0.001,1498539,0.379,0.621,0.72,0.28,0.102,0.678,0.15,0.071,0.156,0.079,0.081,0.151,0.288,0.098,0.147,41.6,8.2,19.1,154.3,149.7,4.6,3056,3002,55,3392
83,2013,보건업및사회복지서비스업,127925,0.547,0.453,0.939,0.061,0.483,0.319,0.119,0.051,0.018,0.008,0.002,1367805,0.209,0.791,0.74,0.26,0.077,0.817,0.086,0.02,0.136,0.187,0.145,0.143,0.117,0.121,0.15,38.9,4.7,21,170.9,162.2,8.7,2334,2214,121,2825
84,2013,오락문화및운동관련서비스업,104222,0.573,0.427,0.982,0.018,0.902,0.061,0.019,0.011,0.003,0.003,0,359129,0.534,0.466,0.832,0.168,0.332,0.347,0.243,0.077,0.459,0.111,0.072,0.095,0.066,0.138,0.06,38.9,5.2,21.1,175.2,160.4,14.8,2249,2049,200,3082
85,2013,기타공공수리및개인서비스업,385672,0.56,0.44,0.97,0.03,0.929,0.045,0.017,0.007,0.001,0,0,857978,0.517,0.483,0.895,0.105,0.377,0.463,0.1,0.061,0.61,0.127,0.098,0.097,0.038,0.022,0.007,42.3,5,21.6,173.6,166.4,7.2,2141,2051,91,2866
86,2014,전체,3800743,0.622,0.378,0.941,0.059,0.815,0.109,0.042,0.023,0.007,0.003,0.001,19250731,0.574,0.426,0.697,0.303,0.197,0.635,0.121,0.046,0.29,0.136,0.108,0.137,0.099,0.105,0.124,40.4,6,20.7,175.9,161.2,14.7,2754,2545,209,5777
87,2014,농업임업및어업,3159,0.877,0.123,0.789,0.211,0.399,0.286,0.164,0.122,0.021,0.008,0,36034,0.741,0.259,0.647,0.353,0,0.717,0.194,0.089,0.08,0.167,0.192,0.322,0.126,0.091,0.022,44.9,8.4,21,175.7,170.1,5.6,2625,2556,69,6017
88,2014,광업,2002,0.892,0.108,0.907,0.093,0.678,0.15,0.087,0.072,0.008,0.002,0.001,15642,0.872,0.128,0.665,0.335,0.126,0.793,0.072,0.008,0.211,0.129,0.158,0.269,0.075,0.04,0.117,48.4,7.9,21.7,190,163.3,26.7,3046,2669,377,5554
89,2014,제조업,409232,0.803,0.197,0.939,0.061,0.638,0.193,0.084,0.059,0.016,0.009,0.002,3981938,0.741,0.259,0.626,0.374,0.096,0.839,0.061,0.005,0.135,0.13,0.115,0.182,0.114,0.139,0.184,39.4,6.5,21.4,187.7,161.8,25.8,2819,2461,359,8345
90,2014,전기가스수도하수,9668,0.866,0.134,0.789,0.211,0.446,0.225,0.137,0.13,0.043,0.015,0.003,154575,0.85,0.15,0.507,0.493,0.021,0.935,0.04,0.004,0.066,0.092,0.117,0.252,0.184,0.15,0.139,44,10.3,20.8,177.7,161.8,15.9,3406.8,3083.7,323.2,8151.1
91,2014,건설업,129667,0.834,0.166,0.942,0.058,0.615,0.216,0.102,0.047,0.011,0.007,0.002,1103794,0.867,0.133,0.78,0.22,0.072,0.545,0.353,0.03,0.153,0.164,0.158,0.161,0.088,0.13,0.146,42.3,5.1,20.8,170.9,161.9,9,2909,2762,146,3456
92,2014,도매및소매업,993971,0.591,0.409,0.937,0.063,0.885,0.079,0.024,0.01,0.002,0.001,0,3007745,0.541,0.459,0.767,0.233,0.361,0.482,0.104,0.053,0.53,0.163,0.102,0.091,0.04,0.051,0.023,38.9,4.9,21,174.4,165.7,8.7,2587,2463,124,4496
93,2014,운수및창고업,379044,0.937,0.063,0.971,0.029,0.943,0.024,0.014,0.011,0.005,0.003,0,1049058,0.88,0.12,0.729,0.271,0.34,0.523,0.04,0.097,0.373,0.055,0.067,0.119,0.114,0.192,0.079,46.5,7.6,21.2,185.3,165.8,19.5,2484,2203,281,5205
94,2014,숙박및음식점업,702596,0.371,0.629,0.976,0.024,0.878,0.098,0.019,0.005,0.001,0,0,2067166,0.36,0.64,0.891,0.109,0.47,0.246,0.271,0.012,0.623,0.204,0.08,0.045,0.024,0.012,0.011,39,2.9,21.8,188,176.1,11.9,1775,1647,128,1470
95,2014,정보통신업,40304,0.837,0.163,0.899,0.101,0.576,0.197,0.106,0.074,0.026,0.017,0.004,528102,0.704,0.296,0.637,0.363,0.027,0.901,0.055,0.017,0.092,0.097,0.107,0.17,0.137,0.204,0.193,36.3,6.1,19.6,161.8,154.8,7,3325,3214,111,5057
96,2014,금융및보험업,41969,0.857,0.143,0.265,0.735,0.291,0.243,0.256,0.164,0.034,0.009,0.004,705824,0.456,0.544,0.109,0.891,0.008,0.62,0.027,0.345,0.039,0.1,0.202,0.3,0.129,0.084,0.146,38.4,10.8,19.2,157.5,152.2,5.3,3844,3722,122,13698
97,2014,부동산업시설관리지원임대,192831,0.687,0.313,0.91,0.09,0.781,0.114,0.052,0.033,0.01,0.007,0.003,1470640,0.571,0.429,0.631,0.369,0.094,0.739,0.123,0.044,0.178,0.096,0.09,0.127,0.091,0.165,0.253,44.2,4.2,20.1,178.6,166.2,12.4,2224.6,2072.8,151.3,2482.9
98,2014,전문과학및기술서비스업,96865,0.862,0.138,0.861,0.139,0.647,0.21,0.078,0.043,0.013,0.007,0.003,930441,0.692,0.308,0.49,0.51,0.067,0.892,0.033,0.008,0.145,0.138,0.106,0.132,0.089,0.123,0.265,38.1,6.4,19.7,161.1,155.8,5.3,3472,3387,86,6715
99,2014,교육서비스업,175606,0.461,0.539,0.941,0.059,0.757,0.106,0.052,0.043,0.034,0.007,0.001,1513769,0.376,0.624,0.723,0.277,0.101,0.678,0.149,0.073,0.156,0.078,0.082,0.156,0.282,0.097,0.148,41.7,8,19.1,153.6,149.1,4.5,3124,3070,54,3848
100,2014,보건업및사회복지서비스업,134208,0.539,0.461,0.935,0.065,0.471,0.323,0.122,0.054,0.019,0.009,0.002,1466397,0.204,0.796,0.741,0.259,0.074,0.82,0.083,0.023,0.13,0.185,0.146,0.151,0.118,0.121,0.148,39.5,4.5,20.7,168.5,160.2,8.3,2268,2143,125,2342
101,2014,오락문화및운동관련서비스업,103977,0.571,0.429,0.979,0.021,0.897,0.065,0.02,0.011,0.003,0.003,0,362955,0.531,0.469,0.829,0.171,0.32,0.356,0.239,0.085,0.449,0.117,0.076,0.096,0.063,0.138,0.061,39.3,5.2,20.9,173.8,161.9,11.9,2341,2166,175,2816
102,2014,기타공공수리및개인서비스업,385644,0.556,0.444,0.97,0.03,0.929,0.046,0.017,0.007,0.001,0,0,856651,0.518,0.482,0.893,0.107,0.377,0.472,0.096,0.055,0.609,0.13,0.098,0.097,0.038,0.023,0.005,43.9,4.9,21.1,164,155.8,8.2,2114,1990,124,3212
103,2015,전체,3861792,0.624,0.376,0.942,0.058,0.809,0.112,0.043,0.024,0.008,0.004,0.001,20201270,0.576,0.424,0.697,0.303,0.192,0.635,0.125,0.048,0.277,0.137,0.107,0.139,0.103,0.108,0.13,41.1,6.2,22.4,184.2,175.2,9,2820,2607,212,5389
104,2015,농업임업및어업,3289,0.865,0.135,0.787,0.213,0.395,0.283,0.161,0.127,0.026,0.008,0.001,39490,0.741,0.259,0.647,0.353,0,0.714,0.206,0.08,0.074,0.157,0.182,0.321,0.149,0.085,0.03,45.1,8.5,23.1,184.8,180.7,4.1,2669,2593,76,6210
105,2015,광업,2006,0.891,0.109,0.91,0.09,0.684,0.138,0.088,0.074,0.012,0.001,0.001,15663,0.868,0.132,0.664,0.336,0.133,0.791,0.06,0.016,0.2,0.119,0.156,0.268,0.11,0.031,0.117,49.2,8.3,23.5,197.3,180.9,16.4,3319,2971,348,5686
106,2015,제조업,428643,0.801,0.199,0.945,0.055,0.643,0.193,0.081,0.056,0.016,0.008,0.002,4102259,0.741,0.259,0.636,0.364,0.098,0.833,0.061,0.007,0.139,0.134,0.114,0.177,0.114,0.138,0.184,40.4,6.9,22.9,194.1,175.4,18.7,2912,2537,375,7878
107,2015,전기가스수도하수,9918,0.856,0.144,0.794,0.206,0.456,0.217,0.132,0.132,0.044,0.016,0.003,159347,0.85,0.15,0.511,0.489,0.022,0.93,0.044,0.004,0.066,0.089,0.112,0.255,0.184,0.163,0.13,44.2,10.3,22.3,181.9,174.9,7,3500.1,3197.7,302.3,7951.9
108,2015,건설업,133797,0.824,0.176,0.954,0.046,0.601,0.211,0.105,0.057,0.015,0.008,0.002,1317337,0.87,0.13,0.799,0.201,0.063,0.497,0.412,0.028,0.129,0.139,0.141,0.171,0.102,0.142,0.176,43.2,5.1,22.6,183.1,177,6.1,2900,2760,140,2844
109,2015,도매및소매업,1015117,0.591,0.409,0.941,0.059,0.881,0.081,0.024,0.01,0.002,0.001,0,3129601,0.543,0.457,0.767,0.233,0.354,0.49,0.1,0.056,0.52,0.164,0.102,0.091,0.042,0.053,0.027,39.3,5.1,22.6,184.4,180,4.4,2659,2538,121,4144
110,2015,운수및창고업,379388,0.937,0.063,0.971,0.029,0.942,0.023,0.014,0.012,0.005,0.004,0,1096051,0.882,0.118,0.715,0.285,0.326,0.558,0.04,0.076,0.356,0.053,0.065,0.126,0.116,0.192,0.091,46.9,7.7,22.2,183.4,172.4,10.9,2597,2313,283,4581
111,2015,숙박및음식점업,710248,0.379,0.621,0.974,0.026,0.869,0.104,0.02,0.005,0.001,0,0,2114297,0.364,0.636,0.883,0.117,0.468,0.271,0.248,0.014,0.598,0.215,0.085,0.049,0.029,0.014,0.01,39.6,3,22.5,184.5,179.3,5.2,1800,1677,123,1228
112,2015,정보통신업,42425,0.834,0.166,0.901,0.099,0.575,0.194,0.109,0.075,0.027,0.016,0.004,562946,0.701,0.299,0.64,0.36,0.027,0.895,0.058,0.02,0.09,0.094,0.109,0.172,0.139,0.199,0.197,36.6,6,22,176.9,174.3,2.7,3415,3317,98,4667
113,2015,금융및보험업,42192,0.859,0.141,0.236,0.764,0.274,0.269,0.239,0.169,0.036,0.009,0.004,745257,0.443,0.557,0.093,0.907,0.007,0.599,0.03,0.363,0.035,0.105,0.179,0.3,0.132,0.085,0.164,38.7,10.9,21.8,174.9,174,0.9,3856,3746,109,14145
114,2015,부동산업시설관리지원임대,197747,0.681,0.319,0.908,0.092,0.772,0.117,0.054,0.034,0.011,0.008,0.004,1591993,0.572,0.428,0.628,0.372,0.089,0.736,0.128,0.046,0.167,0.094,0.088,0.127,0.095,0.169,0.26,44.9,4.5,21.8,186.2,179.7,6.5,2270.4,2133.3,137.1,2538.1
115,2015,전문과학및기술서비스업,102866,0.857,0.143,0.866,0.134,0.641,0.209,0.081,0.045,0.013,0.007,0.003,998123,0.685,0.315,0.504,0.496,0.066,0.879,0.044,0.012,0.143,0.137,0.11,0.135,0.09,0.125,0.259,38.5,6.6,22,177.5,174.6,2.8,3650,3517,133,6057
116,2015,교육서비스업,175800,0.457,0.543,0.943,0.057,0.748,0.109,0.054,0.046,0.035,0.007,0.002,1563848,0.368,0.632,0.717,0.283,0.099,0.681,0.148,0.072,0.148,0.078,0.083,0.159,0.279,0.1,0.153,42,7.8,21.1,165.1,163.9,1.1,3107,3057,50,3009
117,2015,보건업및사회복지서비스업,132553,0.553,0.447,0.931,0.069,0.45,0.335,0.129,0.054,0.02,0.009,0.002,1503360,0.201,0.799,0.731,0.269,0.072,0.82,0.085,0.023,0.118,0.186,0.15,0.143,0.124,0.127,0.152,40.3,4.6,22.3,176.2,173.3,2.9,2323,2198,126,2350
118,2015,오락문화및운동관련서비스업,101055,0.567,0.433,0.976,0.024,0.887,0.071,0.022,0.012,0.004,0.003,0,366766,0.525,0.475,0.823,0.177,0.315,0.373,0.223,0.089,0.428,0.123,0.081,0.101,0.068,0.139,0.06,39.4,5.1,21.9,176.3,169.9,6.5,2306,2124,181,2639
119,2015,기타공공수리및개인서비스업,384748,0.55,0.45,0.969,0.031,0.924,0.047,0.018,0.01,0.002,0,0,894932,0.499,0.501,0.888,0.112,0.358,0.464,0.11,0.068,0.569,0.127,0.1,0.121,0.052,0.024,0.007,44.8,4.7,22.9,171.2,167.5,3.6,2074,1984,90,2345
120,2016,전체,3937715,0.62,0.38,0.94,0.06,0.805,0.115,0.044,0.024,0.008,0.004,0.001,20567856,0.57,0.43,0.699,0.301,0.189,0.635,0.129,0.047,0.277,0.14,0.111,0.135,0.099,0.106,0.131,41.5,6.4,21.7,182,169,13,2892,2686,207,5508
121,2016,농업임업및어업,3627,0.86,0.14,0.796,0.204,0.44,0.278,0.149,0.101,0.023,0.008,0.001,39650,0.723,0.277,0.634,0.366,0,0.734,0.203,0.063,0.092,0.167,0.182,0.281,0.149,0.096,0.033,45.2,8.3,22.4,181.5,175.4,6.1,2746,2659,87,6437
122,2016,광업,2012,0.892,0.108,0.91,0.09,0.694,0.127,0.085,0.079,0.012,0.001,0.001,15861,0.869,0.131,0.661,0.339,0.131,0.809,0.048,0.011,0.196,0.111,0.152,0.288,0.106,0.031,0.116,49.8,8.3,23,194,175.3,18.7,3395,3116,279,5286
123,2016,제조업,430948,0.798,0.202,0.944,0.056,0.639,0.202,0.076,0.057,0.016,0.008,0.002,4097338,0.74,0.26,0.638,0.362,0.101,0.835,0.058,0.006,0.141,0.142,0.109,0.18,0.115,0.138,0.175,40.7,7,22.2,193.3,169.7,23.7,2984,2618,366,7544
124,2016,전기가스수도하수,10105,0.853,0.147,0.794,0.206,0.466,0.211,0.132,0.128,0.045,0.014,0.003,161266,0.842,0.158,0.504,0.496,0.023,0.93,0.044,0.003,0.069,0.087,0.113,0.25,0.193,0.146,0.142,44.5,10.4,22,186.3,172.9,13.5,3622.6,3312.3,309.9,9855.2
125,2016,건설업,137220,0.821,0.179,0.956,0.044,0.551,0.23,0.142,0.052,0.013,0.009,0.003,1392554,0.859,0.141,0.819,0.181,0.064,0.474,0.43,0.031,0.114,0.143,0.182,0.15,0.086,0.138,0.186,43.5,5.3,21.9,180.2,171.5,8.6,3050,2890,160,2876
126,2016,도매및소매업,1017340,0.589,0.411,0.934,0.066,0.879,0.083,0.025,0.01,0.002,0.001,0,3141900,0.537,0.463,0.761,0.239,0.338,0.501,0.104,0.057,0.515,0.168,0.104,0.091,0.043,0.052,0.028,39.9,5.5,21.9,180.8,173,7.8,2722,2608,114,4250
127,2016,운수및창고업,385968,0.936,0.064,0.972,0.028,0.939,0.024,0.017,0.011,0.005,0.004,0,1111060,0.869,0.131,0.727,0.273,0.328,0.54,0.051,0.081,0.356,0.055,0.077,0.119,0.116,0.193,0.083,47.6,8.1,21.9,184.3,167.3,17,2679,2393,286,4745
128,2016,숙박및음식점업,729175,0.383,0.617,0.972,0.028,0.868,0.105,0.02,0.005,0.001,0,0,2162823,0.363,0.637,0.883,0.117,0.453,0.278,0.256,0.013,0.603,0.217,0.085,0.046,0.027,0.012,0.009,40.3,3,22.5,189.1,177.7,11.4,1884,1746,139,1039
129,2016,정보통신업,42539,0.83,0.17,0.902,0.098,0.571,0.2,0.111,0.072,0.025,0.017,0.004,567284,0.695,0.305,0.635,0.365,0.027,0.887,0.067,0.02,0.09,0.097,0.11,0.165,0.127,0.209,0.203,37,6.4,21,171.4,166.4,5,3494,3398,95,5488
130,2016,금융및보험업,42809,0.848,0.152,0.254,0.746,0.279,0.257,0.252,0.166,0.033,0.01,0.004,730963,0.447,0.553,0.103,0.897,0.008,0.602,0.025,0.365,0.037,0.103,0.195,0.3,0.125,0.088,0.153,39,11,20.9,171.1,166.2,5,4092,3974,118,16622
131,2016,부동산업시설관리지원임대,210698,0.671,0.329,0.911,0.089,0.786,0.112,0.051,0.03,0.01,0.007,0.004,1650942,0.564,0.436,0.602,0.398,0.094,0.745,0.118,0.043,0.175,0.092,0.086,0.115,0.085,0.152,0.294,44.8,4.8,21,181.5,172.1,9.4,2388.1,2244.4,143.7,2566.1
132,2016,전문과학및기술서비스업,103223,0.854,0.146,0.863,0.137,0.64,0.21,0.084,0.043,0.013,0.008,0.003,1002371,0.673,0.327,0.506,0.494,0.068,0.869,0.056,0.007,0.142,0.14,0.112,0.129,0.088,0.127,0.26,39.2,7,21.1,173,166.7,6.3,3659,3557,102,8030
133,2016,교육서비스업,180595,0.447,0.553,0.942,0.058,0.752,0.107,0.053,0.046,0.034,0.006,0.002,1559558,0.371,0.629,0.719,0.281,0.099,0.683,0.144,0.074,0.152,0.079,0.084,0.165,0.275,0.095,0.152,42.3,7.9,20.7,164.8,160.3,4.5,3200,3138,62,2587
134,2016,보건업및사회복지서비스업,141372,0.545,0.455,0.932,0.068,0.426,0.344,0.136,0.06,0.022,0.01,0.002,1674556,0.197,0.803,0.741,0.259,0.069,0.807,0.096,0.028,0.107,0.184,0.151,0.153,0.126,0.128,0.151,40.9,4.8,21.7,173.3,165.9,7.4,2354,2229,125,2278
135,2016,오락문화및운동관련서비스업,110230,0.568,0.432,0.976,0.024,0.883,0.078,0.021,0.011,0.003,0.003,0,394913,0.522,0.478,0.827,0.173,0.323,0.358,0.235,0.084,0.438,0.137,0.076,0.09,0.067,0.133,0.058,40.8,5.4,21.9,178.7,168.8,9.9,2451,2284,167,2062
136,2016,기타공공수리및개인서비스업,389854,0.538,0.462,0.969,0.031,0.927,0.048,0.016,0.007,0.001,0,0,864817,0.517,0.483,0.888,0.112,0.384,0.478,0.086,0.052,0.61,0.137,0.096,0.088,0.037,0.026,0.005,44.8,4.9,22,167.1,160.7,6.4,2158,2066,92,2526
137,2017,전체,4007384,0.616,0.384,0.938,0.062,0.805,0.116,0.044,0.023,0.007,0.004,0.001,20920124,0.566,0.434,0.696,0.304,0.189,0.636,0.129,0.046,0.279,0.142,0.11,0.134,0.095,0.105,0.134,41.6,6.3,21.6,180.8,168,12.7,3002,2779,222,5338
138,2017,농업임업및어업,3880,0.853,0.147,0.804,0.196,0.461,0.273,0.143,0.094,0.023,0.007,0.001,40642,0.721,0.279,0.649,0.351,0,0.774,0.167,0.059,0.098,0.171,0.184,0.27,0.152,0.094,0.031,44.4,6.8,22.7,183.8,178.5,5.4,2638,2564,73,5286
139,2017,광업,2001,0.891,0.109,0.904,0.096,0.693,0.133,0.083,0.078,0.009,0.002,0.001,15421,0.863,0.137,0.669,0.331,0.135,0.803,0.056,0.006,0.202,0.118,0.154,0.302,0.075,0.043,0.105,50.6,8,23.3,198.3,174.7,23.6,3526,3129,397,5728
140,2017,제조업,433684,0.794,0.206,0.941,0.059,0.635,0.205,0.08,0.055,0.016,0.008,0.002,4103986,0.74,0.26,0.636,0.364,0.098,0.832,0.065,0.005,0.142,0.147,0.113,0.174,0.115,0.133,0.175,41.1,7.1,22.2,193.3,169,24.4,3054,2648,406,7253
141,2017,전기가스수도하수,10362,0.841,0.159,0.795,0.205,0.482,0.198,0.132,0.129,0.041,0.015,0.003,164598,0.845,0.155,0.498,0.502,0.023,0.938,0.035,0.004,0.071,0.081,0.113,0.255,0.174,0.158,0.148,44.3,10.3,22,185.1,171.5,13.6,3717.8,3395.4,322.4,9485.2
142,2017,건설업,138478,0.816,0.184,0.953,0.047,0.558,0.227,0.139,0.053,0.012,0.009,0.003,1438640,0.865,0.135,0.808,0.192,0.063,0.455,0.445,0.037,0.123,0.144,0.174,0.147,0.076,0.136,0.2,43.8,5.1,21.8,177.8,170.9,7,3197,2997,200,2965
143,2017,도매및소매업,1022739,0.588,0.412,0.93,0.07,0.877,0.086,0.024,0.01,0.002,0.001,0,3173320,0.532,0.468,0.756,0.244,0.338,0.509,0.103,0.049,0.518,0.172,0.1,0.088,0.042,0.05,0.029,40.1,5.1,21.9,180,172.4,7.6,2924,2800,124,3909
144,2017,운수및창고업,386919,0.934,0.066,0.971,0.029,0.939,0.024,0.016,0.012,0.005,0.004,0,1115990,0.869,0.131,0.717,0.283,0.326,0.526,0.054,0.095,0.354,0.054,0.076,0.126,0.11,0.195,0.085,47.7,8,21.6,182.7,166.5,16.2,2857,2566,290,4968
145,2017,숙박및음식점업,747577,0.387,0.613,0.971,0.029,0.869,0.107,0.019,0.005,0.001,0,0,2214879,0.366,0.634,0.885,0.115,0.464,0.28,0.246,0.009,0.617,0.221,0.078,0.044,0.019,0.011,0.01,39.5,2.7,21.9,182.6,172,10.6,1915,1776,139,1077
146,2017,정보통신업,42887,0.826,0.174,0.893,0.107,0.589,0.187,0.105,0.073,0.024,0.017,0.004,575886,0.694,0.306,0.619,0.381,0.025,0.898,0.059,0.018,0.089,0.09,0.104,0.166,0.124,0.204,0.223,36.5,6.2,20.9,171.1,164.8,6.3,3639,3497,142,6032
147,2017,금융및보험업,43514,0.836,0.164,0.271,0.729,0.305,0.244,0.246,0.161,0.032,0.009,0.003,726907,0.435,0.565,0.107,0.893,0.008,0.606,0.021,0.365,0.04,0.1,0.195,0.297,0.121,0.09,0.156,39.6,11.5,20.8,170.4,165.8,4.6,4072,3967,105,15903
148,2017,부동산업시설관리지원임대,220260,0.664,0.336,0.914,0.086,0.796,0.107,0.049,0.029,0.009,0.007,0.003,1672886,0.563,0.437,0.581,0.419,0.094,0.756,0.112,0.038,0.178,0.09,0.085,0.112,0.081,0.152,0.301,43.9,4.6,21.1,179.9,171.3,8.6,2479.9,2338.8,141.1,2544.3
149,2017,전문과학및기술서비스업,104252,0.85,0.15,0.861,0.139,0.644,0.208,0.083,0.042,0.012,0.007,0.003,1010154,0.672,0.328,0.503,0.497,0.065,0.875,0.051,0.008,0.14,0.137,0.112,0.128,0.087,0.123,0.271,39,6.5,20.9,170.3,165.5,4.8,3805,3709,96,7788
150,2017,교육서비스업,185275,0.444,0.556,0.941,0.059,0.743,0.115,0.054,0.047,0.032,0.007,0.002,1596963,0.366,0.634,0.725,0.275,0.099,0.684,0.138,0.078,0.157,0.084,0.085,0.169,0.26,0.097,0.148,42.8,8.3,20.6,163.2,159.6,3.6,3446,3389,58,3306
151,2017,보건업및사회복지서비스업,145909,0.54,0.46,0.932,0.068,0.41,0.349,0.141,0.065,0.022,0.01,0.002,1782672,0.191,0.809,0.745,0.255,0.065,0.808,0.096,0.03,0.098,0.182,0.152,0.16,0.124,0.128,0.155,41.5,4.5,21.5,170.7,163.7,6.9,2476,2352,125,2105
152,2017,오락문화및운동관련서비스업,118797,0.569,0.431,0.975,0.025,0.881,0.081,0.022,0.01,0.003,0.003,0,416781,0.517,0.483,0.826,0.174,0.315,0.366,0.235,0.085,0.433,0.144,0.081,0.088,0.065,0.132,0.058,40.7,5.2,21.8,180.1,168.2,11.9,2648,2427,221,2530
153,2017,기타공공수리및개인서비스업,400850,0.527,0.473,0.969,0.031,0.93,0.046,0.016,0.007,0.001,0,0,870399,0.511,0.489,0.887,0.113,0.384,0.482,0.081,0.053,0.612,0.134,0.095,0.092,0.035,0.028,0.005,44.6,5.2,21.9,170.6,164.2,6.4,2371,2270,101,2777
154,2018,전체,4090651,0.615,0.385,0.937,0.063,0.8,0.12,0.045,0.024,0.007,0.003,0.001,21500210,0.564,0.436,0.692,0.308,0.186,0.637,0.131,0.045,0.273,0.146,0.112,0.134,0.096,0.103,0.135,42,6.5,20.2,167.5,155.7,11.8,3137,2911,225,5475
155,2018,농업임업및어업,4261,0.854,0.146,0.809,0.191,0.496,0.258,0.13,0.089,0.018,0.008,0.001,42324,0.718,0.282,0.653,0.347,0,0.767,0.164,0.07,0.112,0.171,0.179,0.27,0.125,0.106,0.039,44.6,7.7,21.3,169.8,165.2,4.6,2853,2777,76,5875
156,2018,광업,1916,0.89,0.11,0.896,0.104,0.697,0.133,0.072,0.084,0.01,0.002,0.002,14998,0.862,0.138,0.625,0.375,0.124,0.813,0.056,0.007,0.185,0.119,0.132,0.317,0.09,0.025,0.132,51,8.3,22.5,187.7,166.9,20.7,3716,3308,408,5548
157,2018,제조업,437024,0.791,0.209,0.937,0.063,0.633,0.209,0.077,0.056,0.016,0.008,0.002,4105871,0.742,0.258,0.629,0.371,0.095,0.835,0.064,0.005,0.141,0.151,0.111,0.179,0.114,0.129,0.175,41.6,7.3,20.8,179.9,157.4,22.5,3217,2806,411,7608
158,2018,전기가스수도하수,11315,0.833,0.167,0.801,0.199,0.496,0.201,0.125,0.12,0.04,0.015,0.003,172972,0.84,0.16,0.497,0.503,0.023,0.938,0.037,0.003,0.071,0.086,0.111,0.249,0.177,0.158,0.148,44.5,10.4,20.5,172.7,160.1,12.6,3936.5,3598.5,338,9218
159,2018,건설업,142840,0.809,0.191,0.95,0.05,0.547,0.234,0.138,0.057,0.013,0.008,0.003,1481673,0.86,0.14,0.801,0.199,0.062,0.448,0.451,0.039,0.121,0.148,0.174,0.159,0.083,0.132,0.183,44.5,5.5,20.2,165.5,158,7.5,3342,3156,186,2937
160,2018,도매및소매업,1027109,0.586,0.414,0.929,0.071,0.87,0.091,0.026,0.01,0.002,0.001,0,3250867,0.529,0.471,0.752,0.248,0.333,0.512,0.106,0.05,0.5,0.179,0.107,0.091,0.043,0.048,0.033,40.5,5.4,20.6,166.6,160.2,6.4,3082,2967,116,4024
161,2018,운수및창고업,400282,0.932,0.068,0.971,0.029,0.939,0.025,0.016,0.012,0.005,0.003,0,1145752,0.866,0.134,0.701,0.299,0.327,0.522,0.052,0.099,0.355,0.057,0.073,0.124,0.109,0.183,0.098,48.2,8.2,20.8,167.6,152,15.6,2895,2582,313,4753
162,2018,숙박및음식점업,766315,0.394,0.606,0.969,0.031,0.857,0.114,0.023,0.005,0.001,0,0,2326716,0.369,0.631,0.882,0.118,0.452,0.292,0.248,0.008,0.59,0.232,0.095,0.046,0.016,0.01,0.011,41,3,21.4,174.5,164.3,10.2,2084,1929,155,968
163,2018,정보통신업,43888,0.822,0.178,0.892,0.108,0.588,0.188,0.106,0.072,0.025,0.017,0.004,599006,0.688,0.312,0.615,0.385,0.025,0.908,0.05,0.017,0.087,0.089,0.103,0.16,0.125,0.205,0.23,37.1,6.6,19.2,158.7,151.3,7.4,3890,3710,180,5629
164,2018,금융및보험업,43568,0.826,0.174,0.281,0.719,0.318,0.248,0.241,0.148,0.031,0.01,0.004,711494,0.44,0.56,0.109,0.891,0.009,0.633,0.024,0.335,0.043,0.105,0.195,0.276,0.121,0.096,0.164,39.8,11.8,18.9,155.1,150.6,4.5,4227,4099,128,17167
165,2018,부동산업시설관리지원임대,230694,0.657,0.343,0.913,0.087,0.799,0.107,0.048,0.028,0.008,0.007,0.003,1708577,0.56,0.44,0.567,0.433,0.097,0.75,0.113,0.04,0.181,0.093,0.086,0.111,0.078,0.155,0.297,43.9,4.8,19.6,164.8,156.4,8.4,2628.7,2491.3,137.4,2414.8
