p130101,p130107,p130110,p130350,p131642
2,25,5,314.0,145.0
1,43,7,513.0,500.0
2,37,7,311.0,250.0
1,68,4,912.0,100.0
1,33,7,313.0,180.0
1,70,3,911.0,75.0
1,36,7,220.0,400.0
1,59,4,712.0,130.0
2,51,4,930.0,110.0
2,29,7,120.0,316.0
2,27,7,315.0,200.0
2,24,6,271.0,120.0
2,22,5,314.0,110.0
1,42,6,132.0,370.0
1,53,4,262.0,250.0
1,49,7,262.0,400.0
2,52,5,315.0,100.0
1,53,4,941.0,72.0
2,40,5,315.0,150.0
1,40,5,733.0,235.0
1,48,4,721.0,170.0
2,47,3,753.0,80.0
2,21,5,915.0,80.0
1,44,5,753.0,150.0
2,44,4,422.0,150.0
1,29,6,512.0,130.0
2,28,6,315.0,150.0
1,26,6,316.0,120.0
2,60,4,421.0,95.0
2,41,5,315.0,120.0
1,53,7,311.0,250.0
1,35,8,135.0,320.0
1,69,5,912.0,90.0
2,60,3,714.0,70.0
1,37,6,315.0,300.0
2,57,4,911.0,75.0
1,35,5,911.0,90.0
1,45,7,315.0,583.0
1,80,5,432.0,20.0
1,21,6,422.0,100.0
2,45,7,323.0,180.0
1,46,7,315.0,650.0
2,26,7,323.0,200.0
1,31,7,156.0,300.0
1,29,8,144.0,150.0
1,40,5,314.0,340.0
1,37,7,156.0,270.0
1,45,6,253.0,220.0
1,40,6,315.0,500.0
2,40,5,315.0,125.0
1,54,4,741.0,150.0
2,54,4,911.0,50.0
1,22,6,821.0,140.0
1,45,5,316.0,200.0
1,51,4,712.0,100.0
2,25,6,143.0,200.0
1,38,5,713.0,140.0
2,50,7,315.0,120.0
1,53,4,941.0,80.0
1,37,5,752.0,250.0
2,47,3,743.0,80.0
2,24,7,311.0,300.0
2,55,3,911.0,100.0
1,43,5,713.0,130.0
2,42,5,915.0,40.0
1,19,5,422.0,130.0
1,40,5,441.0,290.0
2,36,6,143.0,100.0
1,53,3,512.0,175.0
2,44,4,911.0,80.0
2,39,5,315.0,200.0
1,50,5,311.0,240.0
2,47,5,753.0,170.0
2,53,4,930.0,150.0
1,26,7,252.0,40.0
1,32,7,511.0,150.0
1,42,4,712.0,50.0
2,47,4,911.0,97.0
2,48,4,753.0,100.0
1,60,5,712.0,100.0
1,35,5,941.0,80.0
1,33,6,941.0,100.0
2,28,5,431.0,270.0
1,49,5,713.0,100.0
1,45,4,913.0,150.0
2,29,7,252.0,280.0
1,74,5,915.0,20.0
1,35,5,712.0,200.0
1,65,4,714.0,100.0
1,35,7,231.0,200.0
1,33,5,262.0,300.0
2,29,8,152.0,190.0
1,50,6,712.0,270.0
2,44,5,23.0,240.0
1,67,5,912.0,100.0
2,62,4,421.0,50.0
1,31,5,521.0,130.0
1,56,5,262.0,220.0
1,34,5,422.0,300.0
1,63,5,712.0,180.0
2,58,3,911.0,80.0
1,31,6,913.0,170.0
1,42,5,183.0,230.0
1,38,7,311.0,280.0
2,43,6,322.0,147.0
1,35,5,942.0,130.0
1,34,7,311.0,315.0
2,45,5,512.0,110.0
2,20,5,317.0,120.0
1,33,8,151.0,240.0
1,30,7,829.0,240.0
2,72,3,911.0,40.0
2,36,8,153.0,250.0
1,68,4,912.0,100.0
2,62,3,930.0,80.0
1,68,3,912.0,129.0
1,41,5,826.0,200.0
2,36,5,512.0,250.0
1,27,5,415.0,120.0
2,40,5,832.0,110.0
2,37,7,311.0,120.0
1,25,6,235.0,140.0
1,45,5,821.0,200.0
2,42,4,754.0,115.0
1,39,6,732.0,300.0
2,35,7,312.0,170.0
2,33,7,152.0,260.0
1,56,7,323.0,300.0
1,36,6,822.0,250.0
1,60,5,842.0,150.0
2,52,4,911.0,120.0
2,32,7,311.0,150.0
2,31,6,314.0,200.0
1,62,7,23.0,541.0
2,35,7,152.0,200.0
1,53,4,712.0,160.0
1,29,7,165.0,200.0
2,20,5,271.0,150.0
2,32,8,152.0,230.0
2,56,7,152.0,480.0
2,44,5,512.0,95.0
2,25,7,133.0,150.0
1,44,9,132.0,450.0
2,41,7,312.0,300.0
2,43,5,282.0,120.0
1,48,5,733.0,250.0
2,41,5,512.0,120.0
2,50,5,911.0,110.0
1,55,5,842.0,240.0
1,24,6,712.0,100.0
1,56,7,152.0,500.0
2,25,7,315.0,350.0
1,23,5,252.0,200.0
1,55,5,315.0,320.0
1,54,6,23.0,500.0
1,35,6,311.0,350.0
1,72,3,131.0,50.0
2,47,6,311.0,100.0
2,28,5,241.0,160.0
2,31,6,315.0,170.0
2,29,7,314.0,150.0
1,42,7,313.0,340.0
2,53,6,152.0,300.0
2,56,5,411.0,50.0
2,28,6,133.0,180.0
2,35,6,322.0,170.0
1,74,5,842.0,96.0
1,62,5,23.0,700.0
2,31,7,315.0,220.0
1,28,7,165.0,230.0
2,55,6,411.0,110.0
1,28,7,132.0,250.0
1,37,5,823.0,210.0
1,34,6,421.0,250.0
1,41,5,316.0,300.0
2,30,7,156.0,100.0
2,25,5,323.0,200.0
2,56,8,322.0,260.0
1,51,6,829.0,200.0
1,52,5,313.0,320.0
1,49,5,842.0,283.0
1,62,7,23.0,680.0
1,27,7,712.0,320.0
1,42,8,312.0,300.0
2,38,7,120.0,180.0
1,39,5,322.0,250.0
1,48,6,262.0,250.0
2,43,6,321.0,150.0
2,57,7,512.0,100.0
1,40,5,311.0,270.0
1,38,8,751.0,250.0
2,37,5,315.0,100.0
1,46,5,262.0,250.0
2,51,5,513.0,155.0
2,47,5,316.0,120.0
1,23,7,913.0,170.0
2,50,5,911.0,130.0
2,20,6,422.0,30.0
1,30,6,165.0,400.0
1,60,5,311.0,170.0
2,45,5,262.0,250.0
2,51,5,422.0,150.0
1,27,7,832.0,120.0
1,47,4,912.0,200.0
2,42,4,942.0,70.0
1,66,5,842.0,170.0
2,29,5,930.0,100.0
2,62,3,911.0,61.0
1,36,5,832.0,300.0
1,55,7,713.0,200.0
1,29,8,132.0,350.0
1,45,7,312.0,395.0
1,55,5,131.0,300.0
2,22,6,183.0,100.0
1,55,7,161.0,430.0
1,56,5,313.0,440.0
1,42,7,220.0,400.0
1,55,5,441.0,450.0
2,53,5,911.0,50.0
1,30,6,183.0,150.0
2,51,5,511.0,90.0
2,29,7,156.0,200.0
1,42,7,311.0,150.0
1,41,5,713.0,250.0
2,44,5,911.0,100.0
2,38,6,252.0,80.0
1,37,7,262.0,285.0
2,27,7,414.0,200.0
2,22,6,120.0,110.0
1,45,5,753.0,250.0
1,68,3,912.0,70.0
2,38,5,323.0,100.0
1,33,7,233.0,200.0
1,31,5,311.0,120.0
1,40,8,272.0,70.0
1,40,7,131.0,400.0
1,44,5,422.0,220.0
2,42,5,421.0,280.0
1,43,5,131.0,200.0
1,47,5,912.0,120.0
2,49,4,911.0,80.0
2,22,6,511.0,120.0
1,41,8,156.0,380.0
1,59,4,311.0,280.0
1,43,7,733.0,300.0
1,51,5,842.0,160.0
1,63,5,825.0,180.0
1,55,3,613.0,100.0
2,33,8,271.0,100.0
1,50,5,912.0,120.0
2,45,5,271.0,60.0
2,22,6,317.0,160.0
1,29,7,131.0,180.0
1,37,6,220.0,250.0
1,75,5,912.0,90.0
2,57,5,311.0,170.0
1,39,9,151.0,300.0
1,35,7,120.0,350.0
2,62,4,911.0,90.0
1,60,4,311.0,200.0
2,58,4,911.0,140.0
2,49,5,411.0,60.0
2,30,5,512.0,100.0
2,45,4,911.0,100.0
2,24,5,241.0,130.0
1,23,6,120.0,160.0
2,27,7,316.0,150.0
1,52,5,753.0,150.0
2,55,4,753.0,250.0
2,23,6,315.0,100.0
1,41,7,132.0,300.0
2,70,2,911.0,67.0
2,38,5,832.0,70.0
2,55,4,911.0,110.0
2,32,7,271.0,130.0
1,43,8,182.0,900.0
1,54,5,713.0,300.0
2,52,4,512.0,100.0
2,27,6,315.0,200.0
2,69,2,911.0,80.0
2,46,5,743.0,80.0
1,70,4,911.0,55.0
2,64,3,911.0,60.0
1,36,5,311.0,350.0
1,44,8,132.0,500.0
1,40,4,842.0,150.0
2,38,5,321.0,80.0
2,54,7,411.0,100.0
1,55,7,311.0,250.0
2,60,3,262.0,120.0
2,34,6,252.0,40.0
1,30,6,282.0,150.0
1,55,4,753.0,50.0
2,54,4,512.0,50.0
2,74,3,914.0,50.0
2,42,5,512.0,200.0
1,41,4,311.0,300.0
1,61,7,941.0,100.0
1,36,5,511.0,145.0
1,49,3,941.0,100.0
1,47,3,941.0,100.0
1,37,5,712.0,-1.0
1,56,5,318.0,290.0
1,51,5,911.0,143.0
2,44,5,512.0,130.0
1,53,4,713.0,120.0
2,54,3,941.0,90.0
2,24,5,315.0,118.0
1,42,7,316.0,400.0
1,37,8,120.0,430.0
1,36,6,262.0,180.0
1,55,3,941.0,100.0
1,43,7,131.0,150.0
1,63,5,912.0,90.0
1,33,7,311.0,180.0
1,49,7,315.0,590.0
1,67,4,842.0,150.0
1,32,5,816.0,150.0
1,39,5,262.0,80.0
2,37,5,271.0,150.0
1,35,6,315.0,300.0
2,33,8,152.0,300.0
1,43,7,316.0,310.0
1,41,6,842.0,200.0
1,60,3,733.0,130.0
1,59,6,912.0,100.0
2,52,5,911.0,100.0
2,27,7,241.0,110.0
1,40,7,714.0,450.0
1,57,5,712.0,330.0
2,53,8,151.0,350.0
2,50,4,411.0,58.0
1,27,6,832.0,150.0
1,56,7,316.0,300.0
2,49,6,512.0,150.0
1,56,4,920.0,100.0
2,29,6,315.0,230.0
2,27,5,311.0,200.0
2,49,5,262.0,200.0
1,22,7,323.0,-1.0
1,45,5,712.0,290.0
2,42,5,143.0,80.0
2,32,6,241.0,230.0
1,65,5,912.0,100.0
1,29,6,323.0,100.0
2,49,4,512.0,80.0
1,70,5,912.0,20.0
2,40,7,152.0,250.0
2,38,7,313.0,150.0
2,43,5,321.0,130.0
2,20,6,512.0,45.0
1,39,6,316.0,350.0
2,26,7,282.0,170.0
2,28,7,312.0,150.0
1,51,5,30.0,500.0
1,57,8,21.0,500.0
1,57,5,313.0,300.0
1,33,6,242.0,210.0
1,28,6,314.0,150.0
1,35,5,721.0,150.0
1,53,4,754.0,150.0
1,61,3,712.0,104.0
1,56,5,816.0,140.0
2,51,5,512.0,100.0
1,53,7,315.0,800.0
1,38,7,164.0,450.0
2,46,5,422.0,110.0
1,41,5,842.0,30.0
2,39,5,322.0,130.0
1,40,5,823.0,230.0
1,38,5,941.0,130.0
2,41,7,314.0,400.0
1,44,9,132.0,450.0
1,43,5,829.0,145.0
1,66,4,912.0,80.0
2,38,6,314.0,150.0
2,37,6,421.0,50.0
1,33,7,184.0,450.0
1,48,5,183.0,200.0
2,46,4,753.0,200.0
1,64,5,913.0,200.0
1,33,5,321.0,200.0
1,39,5,316.0,400.0
1,36,5,821.0,200.0
1,48,7,311.0,400.0
1,47,7,829.0,200.0
2,47,6,220.0,300.0
2,39,7,313.0,283.0
1,45,7,313.0,350.0
2,66,2,911.0,70.0
1,33,5,829.0,150.0
2,23,6,183.0,110.0
1,53,3,914.0,300.0
2,36,8,311.0,350.0
1,25,4,913.0,130.0
1,68,4,912.0,85.0
1,39,7,311.0,230.0
2,46,5,422.0,150.0
1,49,7,311.0,245.0
2,50,7,311.0,130.0
1,26,7,731.0,170.0
1,54,5,184.0,340.0
2,43,5,184.0,250.0
2,70,5,911.0,75.0
2,28,7,271.0,117.0
1,54,3,721.0,50.0
2,43,4,421.0,110.0
1,54,5,815.0,150.0
1,26,5,512.0,150.0
1,23,5,422.0,100.0
1,43,5,913.0,270.0
1,47,7,321.0,400.0
1,41,5,316.0,220.0
2,39,4,422.0,50.0
1,46,5,711.0,150.0
2,49,5,753.0,60.0
1,71,7,313.0,40.0
2,39,6,512.0,200.0
2,78,2,313.0,43.0
1,34,8,132.0,500.0
2,31,8,156.0,200.0
1,60,6,912.0,200.0
2,54,5,911.0,150.0
2,28,6,154.0,130.0
1,49,5,843.0,235.0
2,46,5,831.0,200.0
1,44,7,231.0,300.0
1,52,7,312.0,450.0
2,25,7,315.0,150.0
2,22,6,315.0,190.0
1,41,7,262.0,400.0
1,44,5,915.0,300.0
1,40,8,132.0,450.0
1,64,3,912.0,80.0
1,40,5,831.0,235.0
2,59,4,911.0,120.0
1,30,7,120.0,170.0
1,27,8,231.0,230.0
1,42,4,753.0,200.0
2,49,4,911.0,130.0
1,69,4,912.0,110.0
1,36,5,733.0,200.0
1,52,6,237.0,176.0
2,27,6,183.0,180.0
1,35,6,421.0,210.0
1,50,5,721.0,200.0
2,41,5,271.0,154.0
2,30,5,315.0,100.0
2,40,5,512.0,100.0
2,40,6,753.0,155.0
1,37,7,313.0,200.0
1,65,3,912.0,80.0
1,39,7,235.0,200.0
1,27,7,316.0,200.0
1,42,5,842.0,200.0
1,33,6,262.0,100.0
2,75,3,930.0,60.0
1,68,5,713.0,200.0
1,40,6,913.0,200.0
1,52,7,312.0,340.0
2,49,8,311.0,430.0
2,21,5,323.0,78.0
1,48,8,161.0,500.0
1,42,5,161.0,400.0
1,43,5,318.0,200.0
1,44,7,311.0,380.0
2,42,6,292.0,220.0
2,58,5,422.0,155.0
1,29,7,120.0,130.0
1,47,7,23.0,400.0
2,23,6,292.0,100.0
2,33,5,422.0,150.0
1,56,3,721.0,200.0
1,26,5,721.0,150.0
2,40,5,753.0,120.0
1,57,5,712.0,150.0
1,28,6,183.0,130.0
1,26,6,512.0,170.0
1,51,5,731.0,170.0
2,49,5,513.0,100.0
2,26,7,156.0,130.0
1,43,7,263.0,400.0
2,56,4,930.0,80.0
2,31,7,154.0,130.0
2,32,6,143.0,130.0
1,29,5,511.0,130.0
1,38,5,829.0,250.0
2,55,5,411.0,190.0
2,29,6,315.0,170.0
2,28,6,120.0,85.0
1,53,4,712.0,240.0
1,46,4,941.0,70.0
1,37,7,262.0,170.0
2,46,4,421.0,150.0
2,49,4,411.0,74.0
1,54,5,713.0,200.0
2,46,5,832.0,100.0
1,54,5,825.0,280.0
2,54,4,262.0,100.0
2,30,7,156.0,150.0
1,26,7,444.0,250.0
1,47,7,825.0,200.0
2,50,3,714.0,100.0
2,44,8,152.0,450.0
1,46,9,151.0,450.0
1,54,6,912.0,100.0
2,28,8,156.0,120.0
1,26,7,316.0,140.0
1,55,4,714.0,130.0
2,50,4,411.0,85.0
1,31,5,825.0,117.0
2,40,6,311.0,50.0
2,69,2,914.0,32.0
2,41,5,832.0,100.0
1,50,8,316.0,340.0
1,34,7,237.0,250.0
1,42,5,712.0,280.0
2,42,5,911.0,30.0
1,45,4,421.0,140.0
2,48,5,315.0,100.0
1,35,7,314.0,220.0
1,68,4,842.0,100.0
2,62,3,911.0,60.0
1,40,7,513.0,230.0
1,28,5,522.0,195.0
1,42,5,732.0,295.0
2,51,5,512.0,150.0
1,38,6,120.0,170.0
1,37,7,315.0,470.0
2,74,2,914.0,20.0
2,44,5,911.0,150.0
2,23,5,311.0,125.0
1,62,7,132.0,360.0
2,33,6,271.0,110.0
1,56,4,753.0,160.0
1,45,5,262.0,180.0
2,40,5,512.0,185.0
2,31,7,152.0,300.0
2,37,7,131.0,200.0
2,43,5,753.0,90.0
2,47,4,512.0,90.0
1,45,7,292.0,300.0
2,44,6,271.0,100.0
2,34,5,314.0,150.0
1,28,6,311.0,150.0
2,30,7,156.0,100.0
1,29,5,415.0,170.0
1,27,5,823.0,170.0
1,42,7,120.0,300.0
1,45,5,752.0,150.0
1,28,5,135.0,160.0
2,20,5,321.0,115.0
1,26,5,262.0,170.0
1,64,5,915.0,65.0
2,51,5,411.0,90.0
2,24,7,172.0,150.0
1,39,7,236.0,720.0
2,47,7,315.0,100.0
1,53,7,314.0,400.0
1,52,7,733.0,450.0
2,45,4,911.0,130.0
1,37,6,165.0,264.0
1,43,5,842.0,280.0
2,56,5,511.0,150.0
1,62,9,151.0,60.0
2,49,9,151.0,120.0
1,46,4,733.0,150.0
2,37,6,311.0,250.0
2,63,3,411.0,120.0
1,39,5,814.0,200.0
1,71,5,311.0,172.0
1,58,3,712.0,200.0
2,54,4,915.0,80.0
2,38,6,315.0,250.0
2,55,5,241.0,354.0
1,34,7,733.0,300.0
2,32,6,317.0,200.0
2,38,7,292.0,150.0
2,42,7,152.0,400.0
2,61,5,411.0,56.0
1,35,7,261.0,500.0
2,33,7,291.0,600.0
1,50,5,912.0,130.0
2,44,3,411.0,90.0
2,26,7,156.0,170.0
1,46,9,151.0,650.0
2,42,8,271.0,73.0
1,45,8,141.0,800.0
2,43,9,161.0,400.0
2,47,7,252.0,100.0
2,20,7,252.0,13.0
1,25,6,165.0,130.0
1,38,6,312.0,392.0
1,52,7,132.0,1250.0
1,42,5,422.0,230.0
2,40,5,512.0,130.0
1,52,7,262.0,500.0
1,47,5,30.0,300.0
2,45,5,162.0,200.0
1,62,7,912.0,190.0
1,64,5,511.0,130.0
1,33,7,316.0,390.0
1,63,7,316.0,150.0
1,36,7,182.0,230.0
2,28,7,511.0,60.0
1,27,6,522.0,150.0
2,34,5,322.0,150.0
1,63,4,842.0,100.0
2,26,7,312.0,250.0
1,52,9,151.0,495.0
1,39,6,713.0,400.0
1,45,7,311.0,500.0
1,46,7,152.0,300.0
2,39,7,271.0,320.0
1,39,5,751.0,150.0
1,54,5,312.0,300.0
1,28,5,316.0,150.0
1,28,5,733.0,150.0
2,54,4,911.0,125.0
1,33,7,131.0,290.0
2,59,3,911.0,80.0
1,61,5,842.0,150.0
2,51,5,911.0,78.0
2,26,7,311.0,250.0
1,33,6,733.0,300.0
1,30,6,733.0,230.0
1,37,6,120.0,270.0
1,39,6,913.0,150.0
1,36,7,183.0,200.0
1,34,6,733.0,200.0
2,42,7,321.0,76.0
1,50,8,152.0,450.0
1,41,5,721.0,150.0
2,40,5,930.0,80.0
1,59,4,721.0,225.0
2,55,3,832.0,60.0
1,32,6,832.0,170.0
2,29,7,323.0,160.0
1,43,7,315.0,500.0
1,43,7,262.0,450.0
1,77,7,156.0,50.0
1,43,5,712.0,200.0
2,36,7,120.0,300.0
1,39,5,714.0,200.0
1,42,5,831.0,410.0
2,33,5,323.0,150.0
1,44,7,131.0,420.0
2,42,7,823.0,100.0
1,34,6,220.0,170.0
1,32,7,262.0,245.0
2,31,6,315.0,180.0
1,43,8,120.0,1000.0
1,51,7,161.0,300.0
1,49,8,316.0,500.0
2,25,7,172.0,130.0
1,43,7,316.0,450.0
2,27,5,314.0,100.0
2,39,5,262.0,100.0
1,64,7,317.0,100.0
2,61,7,322.0,200.0
1,72,7,912.0,500.0
1,46,7,315.0,500.0
1,56,4,842.0,270.0
2,27,5,143.0,170.0
2,22,6,154.0,140.0
2,36,5,753.0,120.0
1,54,8,252.0,500.0
1,41,7,262.0,430.0
1,66,7,912.0,104.0
1,32,7,312.0,150.0
2,53,4,753.0,110.0
1,29,7,120.0,230.0
2,27,6,183.0,250.0
1,32,6,316.0,150.0
2,30,6,271.0,130.0
2,56,5,911.0,100.0
1,31,5,915.0,100.0
2,64,3,911.0,80.0
1,40,5,512.0,300.0
2,40,7,120.0,450.0
1,38,7,262.0,180.0
1,34,5,733.0,130.0
1,28,7,165.0,500.0
1,70,8,23.0,600.0
1,34,7,312.0,300.0
2,41,5,930.0,40.0
2,58,5,911.0,170.0
1,33,5,930.0,50.0
2,34,7,311.0,130.0
1,30,5,832.0,200.0
1,35,7,133.0,180.0
1,57,8,183.0,275.0
1,63,5,444.0,60.0
2,63,5,411.0,100.0
1,32,5,422.0,100.0
2,30,6,315.0,150.0
1,36,7,262.0,380.0
2,54,5,913.0,150.0
1,30,7,415.0,120.0
1,28,7,231.0,200.0
1,33,7,120.0,285.0
2,52,7,421.0,40.0
1,57,5,237.0,300.0
1,29,8,293.0,230.0
2,52,7,272.0,30.0
1,41,7,311.0,160.0
2,64,3,911.0,60.0
1,38,9,132.0,550.0
2,40,5,318.0,80.0
2,35,6,143.0,200.0
2,29,6,156.0,150.0
2,31,7,314.0,200.0
2,30,7,741.0,230.0
2,51,4,911.0,80.0
1,62,6,912.0,120.0
1,27,6,512.0,200.0
1,49,5,444.0,400.0
1,46,5,712.0,200.0
1,52,3,721.0,200.0
1,26,6,754.0,130.0
1,40,5,842.0,180.0
1,46,7,714.0,200.0
1,55,4,941.0,130.0
1,28,6,262.0,200.0
2,61,3,411.0,70.0
1,34,5,316.0,140.0
2,37,7,316.0,500.0
2,24,7,183.0,153.0
1,32,8,120.0,350.0
2,58,3,751.0,40.0
1,30,7,120.0,200.0
2,46,7,172.0,70.0
1,51,7,152.0,350.0
1,64,3,842.0,180.0
2,37,7,23.0,570.0
2,45,5,422.0,70.0
1,61,4,311.0,150.0
2,44,5,915.0,8.0
1,57,7,313.0,410.0
1,29,7,316.0,135.0
1,27,7,120.0,128.0
1,57,7,153.0,550.0
2,50,8,153.0,500.0
2,25,7,915.0,100.0
2,34,6,143.0,170.0
1,30,5,262.0,145.0
1,39,6,513.0,150.0
1,50,7,151.0,100.0
2,50,6,915.0,130.0
1,43,5,712.0,210.0
2,42,5,321.0,100.0
1,30,7,131.0,250.0
2,64,5,911.0,75.0
1,40,6,262.0,240.0
1,61,7,132.0,380.0
1,58,8,23.0,250.0
2,30,7,315.0,170.0
2,27,6,252.0,170.0
1,36,7,220.0,300.0
2,35,7,152.0,220.0
2,49,4,911.0,66.0
1,52,7,431.0,450.0
2,55,6,143.0,200.0
2,59,7,411.0,50.0
2,32,8,315.0,250.0
1,56,8,173.0,90.0
1,29,7,323.0,150.0
1,27,7,235.0,150.0
1,21,7,252.0,40.0
2,38,5,422.0,160.0
1,28,6,825.0,170.0
2,26,5,412.0,200.0
1,45,7,131.0,300.0
1,44,4,913.0,100.0
1,54,5,842.0,400.0
2,53,4,753.0,70.0
2,42,5,318.0,150.0
1,39,7,252.0,80.0
1,36,6,220.0,250.0
2,37,5,512.0,120.0
1,74,3,912.0,75.0
1,38,6,262.0,200.0
1,32,5,314.0,200.0
1,29,5,183.0,150.0
1,40,9,151.0,470.0
2,39,7,242.0,250.0
1,37,7,733.0,350.0
1,58,3,712.0,210.0
2,59,5,421.0,80.0
2,43,5,832.0,110.0
2,61,4,711.0,200.0
2,38,7,315.0,150.0
1,48,7,237.0,195.0
2,46,6,262.0,150.0
1,52,5,912.0,120.0
1,56,4,712.0,150.0
2,53,4,512.0,100.0
1,29,7,237.0,170.0
1,45,7,311.0,500.0
1,59,5,262.0,300.0
