p040101,p040107,p040110,p040350,p041642
2,41,4,911.0,80.0
2,27,6,315.0,113.0
1,46,5,842.0,160.0
2,34,7,141.0,330.0
1,35,6,183.0,167.0
2,49,4,411.0,60.0
2,19,5,314.0,80.0
1,49,4,712.0,150.0
1,46,4,842.0,65.0
2,22,6,220.0,85.0
1,55,3,415.0,75.0
2,31,7,317.0,98.0
2,44,5,321.0,50.0
1,32,7,315.0,180.0
2,25,6,317.0,92.0
2,29,7,315.0,130.0
2,48,4,913.0,100.0
2,23,7,321.0,45.0
2,52,2,911.0,100.0
1,31,7,271.0,150.0
2,24,5,321.0,130.0
1,31,5,316.0,160.0
2,45,5,826.0,90.0
2,28,7,318.0,60.0
1,38,4,741.0,140.0
1,43,5,941.0,130.0
2,44,5,911.0,90.0
1,29,7,120.0,120.0
2,26,7,153.0,110.0
1,32,8,292.0,240.0
2,31,7,143.0,120.0
2,28,5,512.0,112.0
1,33,7,313.0,140.0
1,60,3,914.0,50.0
2,56,2,911.0,50.0
1,33,5,316.0,150.0
2,31,7,183.0,80.0
2,33,6,143.0,100.0
1,54,5,313.0,230.0
2,52,5,513.0,180.0
2,27,7,156.0,50.0
2,25,6,-1.0,75.0
2,25,6,165.0,120.0
1,28,6,915.0,140.0
1,57,3,713.0,100.0
1,48,5,261.0,350.0
1,52,7,261.0,180.0
2,48,5,156.0,60.0
2,19,5,321.0,85.0
1,45,5,262.0,200.0
1,35,5,511.0,150.0
1,52,4,842.0,90.0
2,22,6,271.0,30.0
2,35,4,930.0,0.0
1,66,3,911.0,60.0
1,37,4,752.0,160.0
2,26,5,512.0,90.0
2,42,3,753.0,100.0
1,38,3,753.0,80.0
1,35,3,753.0,60.0
2,18,5,311.0,60.0
2,52,3,911.0,100.0
1,53,4,914.0,110.0
2,25,7,315.0,110.0
2,23,5,183.0,80.0
1,35,5,842.0,140.0
1,47,7,152.0,250.0
1,49,5,444.0,110.0
2,45,5,411.0,80.0
2,23,7,315.0,75.0
1,41,5,415.0,70.0
1,56,7,842.0,72.0
2,53,4,513.0,15.0
1,35,5,712.0,250.0
1,38,5,156.0,330.0
1,25,5,713.0,100.0
1,22,5,913.0,80.0
1,54,7,826.0,140.0
1,24,5,733.0,150.0
1,56,3,941.0,60.0
2,20,5,829.0,69.0
1,50,5,913.0,80.0
2,22,5,315.0,85.0
2,18,5,315.0,85.0
1,35,7,262.0,340.0
1,59,8,23.0,230.0
1,51,5,712.0,75.0
2,45,2,753.0,60.0
1,52,5,842.0,130.0
2,50,4,753.0,100.0
1,38,7,441.0,135.0
2,36,6,292.0,140.0
1,35,4,713.0,98.0
1,59,3,712.0,150.0
1,33,4,235.0,94.0
2,32,5,422.0,80.0
1,47,3,913.0,100.0
2,58,3,513.0,80.0
1,63,3,912.0,55.0
1,30,7,315.0,130.0
2,54,3,513.0,80.0
1,34,5,842.0,90.0
1,75,7,30.0,245.0
1,66,3,912.0,72.0
1,35,7,23.0,230.0
2,31,7,311.0,180.0
1,48,8,132.0,400.0
1,62,5,314.0,100.0
2,41,5,422.0,100.0
1,56,3,912.0,70.0
1,27,5,812.0,110.0
1,37,5,753.0,120.0
1,47,7,712.0,120.0
2,40,4,753.0,95.0
2,82,2,915.0,20.0
1,53,7,30.0,250.0
2,36,5,262.0,120.0
1,30,7,311.0,-1.0
2,28,7,314.0,150.0
1,29,7,261.0,157.0
1,34,7,513.0,130.0
1,39,5,829.0,140.0
1,48,6,733.0,300.0
2,20,5,311.0,71.0
2,50,4,513.0,100.0
1,36,7,262.0,90.0
1,61,3,911.0,50.0
2,29,5,915.0,80.0
1,27,7,220.0,80.0
1,50,4,712.0,130.0
2,42,4,930.0,86.0
2,20,6,120.0,87.0
2,53,3,753.0,70.0
1,27,7,316.0,140.0
1,44,4,262.0,150.0
2,40,4,930.0,50.0
1,40,7,733.0,240.0
2,36,5,753.0,25.0
1,44,4,731.0,130.0
1,31,5,733.0,200.0
1,63,5,912.0,80.0
2,28,7,-1.0,140.0
1,39,4,721.0,-1.0
1,28,6,-1.0,170.0
2,24,7,311.0,110.0
2,51,3,512.0,80.0
2,48,4,421.0,50.0
1,36,7,23.0,375.0
1,29,6,512.0,140.0
1,42,7,316.0,200.0
1,37,7,315.0,280.0
1,29,6,512.0,100.0
1,64,3,941.0,50.0
1,31,5,314.0,150.0
1,28,7,156.0,180.0
1,36,6,253.0,100.0
1,31,6,315.0,140.0
2,31,5,321.0,114.0
1,59,3,941.0,100.0
2,54,3,513.0,20.0
2,25,7,235.0,82.0
2,23,6,131.0,100.0
1,45,4,741.0,150.0
2,45,4,832.0,55.0
2,29,5,753.0,60.0
1,42,4,712.0,136.0
2,37,4,753.0,40.0
2,61,3,513.0,100.0
1,29,5,713.0,45.0
2,41,7,411.0,50.0
2,64,3,911.0,68.0
1,44,4,941.0,36.0
2,31,5,143.0,80.0
1,28,5,512.0,200.0
1,62,5,713.0,48.0
1,67,5,842.0,50.0
1,41,5,262.0,150.0
2,38,3,753.0,95.0
1,26,5,733.0,120.0
1,52,3,721.0,79.0
2,46,3,911.0,100.0
2,24,7,321.0,90.0
2,22,7,311.0,90.0
1,34,5,312.0,170.0
2,33,5,422.0,81.0
2,33,3,-1.0,80.0
1,41,3,-1.0,60.0
1,31,5,441.0,190.0
1,41,5,311.0,220.0
2,38,5,753.0,35.0
1,70,3,914.0,22.0
2,44,4,753.0,100.0
1,18,5,415.0,40.0
1,25,5,713.0,110.0
1,23,7,511.0,100.0
1,33,4,712.0,120.0
2,32,5,321.0,70.0
1,51,5,712.0,120.0
2,49,4,753.0,100.0
1,26,5,941.0,80.0
2,39,5,753.0,80.0
1,36,5,842.0,130.0
1,40,5,713.0,200.0
2,44,4,753.0,100.0
1,51,5,914.0,17.0
2,46,4,911.0,90.0
1,41,6,422.0,170.0
1,39,5,913.0,90.0
2,35,5,753.0,28.0
1,42,4,712.0,270.0
1,54,7,151.0,450.0
1,26,5,753.0,120.0
2,54,3,411.0,110.0
1,26,8,733.0,150.0
1,41,4,714.0,150.0
1,41,7,512.0,150.0
1,52,5,913.0,40.0
2,47,5,512.0,80.0
1,58,5,912.0,70.0
2,53,4,422.0,87.0
1,26,6,512.0,70.0
2,54,4,421.0,100.0
1,32,8,132.0,220.0
1,25,5,422.0,100.0
1,54,5,712.0,120.0
1,26,5,913.0,90.0
2,24,5,751.0,60.0
1,33,5,183.0,130.0
1,35,7,312.0,140.0
1,26,5,942.0,80.0
2,36,4,753.0,50.0
1,54,3,911.0,120.0
2,50,3,911.0,100.0
2,39,4,753.0,150.0
2,63,3,911.0,50.0
1,30,7,182.0,150.0
2,27,7,153.0,130.0
1,59,4,912.0,65.0
1,26,6,832.0,120.0
2,24,7,312.0,110.0
1,59,3,912.0,88.0
2,53,3,513.0,45.0
1,32,5,826.0,80.0
1,53,4,421.0,130.0
2,51,4,422.0,90.0
2,23,7,120.0,100.0
2,59,3,911.0,50.0
1,39,7,312.0,350.0
1,36,5,821.0,100.0
1,28,7,152.0,200.0
1,30,6,732.0,150.0
2,28,6,292.0,120.0
2,26,7,312.0,80.0
1,47,7,312.0,180.0
1,47,4,942.0,90.0
1,27,6,822.0,80.0
1,51,5,842.0,60.0
2,43,4,911.0,80.0
2,23,7,318.0,100.0
2,22,5,321.0,90.0
1,57,4,912.0,100.0
1,25,5,183.0,100.0
2,43,3,911.0,80.0
1,39,3,183.0,100.0
2,44,5,513.0,120.0
2,47,7,152.0,200.0
2,65,4,911.0,45.0
1,35,9,112.0,180.0
2,32,7,312.0,170.0
1,31,5,512.0,132.0
1,32,7,312.0,210.0
2,26,7,252.0,100.0
2,41,5,513.0,200.0
1,46,5,842.0,120.0
1,47,7,152.0,240.0
1,46,5,315.0,160.0
2,39,5,315.0,70.0
1,38,7,156.0,300.0
2,28,5,315.0,170.0
2,27,7,252.0,80.0
1,63,3,131.0,230.0
2,26,6,521.0,100.0
1,39,5,316.0,200.0
2,22,6,292.0,100.0
1,33,7,313.0,150.0
1,60,3,941.0,100.0
2,59,3,911.0,56.0
2,25,7,252.0,80.0
1,21,5,415.0,110.0
2,44,6,152.0,220.0
2,40,5,513.0,70.0
1,62,4,842.0,80.0
1,28,5,751.0,75.0
1,35,5,942.0,140.0
2,39,5,411.0,45.0
1,53,5,511.0,320.0
1,40,7,316.0,150.0
1,47,7,161.0,250.0
1,49,7,511.0,100.0
1,48,8,743.0,250.0
2,45,5,311.0,230.0
1,54,5,30.0,170.0
1,25,6,421.0,120.0
1,32,5,316.0,92.0
2,42,4,422.0,66.0
1,46,5,832.0,160.0
2,31,6,315.0,130.0
2,47,8,322.0,160.0
1,42,6,829.0,130.0
1,43,5,313.0,120.0
2,40,5,411.0,15.0
1,40,5,842.0,120.0
1,53,7,22.0,360.0
1,33,8,312.0,190.0
2,29,7,314.0,130.0
1,43,6,315.0,210.0
2,40,5,513.0,170.0
1,39,6,262.0,210.0
1,46,4,912.0,70.0
2,41,3,421.0,80.0
1,18,5,832.0,60.0
1,68,7,829.0,120.0
1,49,3,913.0,130.0
2,45,3,753.0,60.0
1,31,5,-1.0,130.0
2,25,7,235.0,140.0
2,28,5,315.0,60.0
2,24,5,317.0,52.0
1,37,5,262.0,132.0
2,40,5,513.0,200.0
2,67,3,911.0,40.0
2,38,5,512.0,80.0
1,42,7,23.0,220.0
2,39,5,512.0,70.0
2,41,5,911.0,58.0
1,26,6,733.0,120.0
2,21,5,512.0,80.0
1,23,5,826.0,70.0
1,51,5,311.0,110.0
2,23,6,183.0,70.0
1,39,5,842.0,140.0
2,36,5,513.0,130.0
1,46,5,262.0,180.0
1,63,3,842.0,140.0
1,42,2,911.0,50.0
2,42,5,422.0,80.0
1,38,4,941.0,90.0
1,57,5,512.0,120.0
2,49,4,411.0,40.0
1,26,6,165.0,100.0
1,59,2,713.0,50.0
1,26,5,262.0,90.0
1,61,5,242.0,65.0
1,35,6,315.0,220.0
1,36,7,312.0,200.0
1,46,5,23.0,180.0
1,38,6,312.0,180.0
1,46,7,161.0,190.0
1,47,5,313.0,230.0
2,44,5,825.0,120.0
1,61,7,912.0,70.0
1,33,7,220.0,220.0
1,46,5,441.0,200.0
1,36,7,315.0,300.0
2,42,5,511.0,80.0
1,33,7,232.0,100.0
1,32,5,713.0,240.0
1,41,7,842.0,130.0
1,47,3,713.0,130.0
1,46,5,522.0,100.0
1,28,7,262.0,140.0
1,40,7,316.0,200.0
1,61,5,713.0,50.0
1,31,7,131.0,100.0
2,29,6,154.0,70.0
1,34,7,312.0,115.0
1,35,5,842.0,150.0
2,47,3,914.0,45.0
1,38,5,23.0,160.0
1,50,4,311.0,170.0
1,34,7,733.0,115.0
2,53,3,832.0,30.0
1,46,3,613.0,100.0
1,56,7,912.0,70.0
2,54,5,512.0,100.0
2,48,5,311.0,140.0
2,24,6,431.0,160.0
1,26,7,232.0,100.0
2,53,4,411.0,16.0
2,49,4,911.0,120.0
2,21,5,-1.0,80.0
1,44,5,713.0,150.0
1,41,5,842.0,120.0
1,43,5,733.0,170.0
2,41,5,753.0,100.0
2,50,4,422.0,70.0
1,46,5,512.0,100.0
2,46,4,753.0,100.0
1,32,7,316.0,130.0
1,26,5,-1.0,90.0
1,46,4,421.0,180.0
1,26,5,311.0,100.0
1,36,8,156.0,1500.0
1,33,7,262.0,280.0
1,34,7,182.0,320.0
1,45,5,713.0,250.0
2,43,4,832.0,65.0
2,37,5,930.0,30.0
1,61,4,712.0,90.0
2,58,3,411.0,50.0
1,47,3,415.0,150.0
2,44,4,753.0,100.0
2,26,5,162.0,80.0
1,30,6,262.0,130.0
1,52,5,415.0,160.0
1,27,5,311.0,100.0
1,59,4,712.0,100.0
1,31,4,842.0,100.0
2,63,4,914.0,14.0
1,38,5,826.0,150.0
2,44,3,911.0,100.0
2,45,7,513.0,30.0
2,51,3,262.0,60.0
2,26,6,183.0,100.0
2,25,6,154.0,60.0
1,46,4,753.0,100.0
2,23,5,315.0,120.0
1,24,5,311.0,100.0
2,32,4,183.0,75.0
1,32,4,831.0,95.0
1,34,5,825.0,160.0
1,52,7,711.0,150.0
1,29,5,120.0,60.0
1,47,5,318.0,150.0
1,42,5,512.0,130.0
2,35,5,741.0,15.0
1,19,5,733.0,50.0
1,46,3,-1.0,70.0
2,48,4,513.0,100.0
1,54,5,912.0,62.0
1,24,7,311.0,84.0
2,22,5,512.0,100.0
1,44,7,316.0,174.0
2,41,6,512.0,108.0
1,40,7,315.0,300.0
1,30,5,262.0,100.0
1,26,6,315.0,300.0
2,24,7,314.0,140.0
1,34,7,316.0,180.0
1,32,6,842.0,150.0
1,33,5,441.0,180.0
1,51,3,733.0,80.0
1,25,5,232.0,100.0
1,31,7,714.0,280.0
1,48,5,712.0,150.0
2,44,8,151.0,100.0
1,39,5,913.0,130.0
2,35,4,743.0,10.0
1,47,7,23.0,280.0
2,40,6,512.0,94.0
1,47,4,825.0,105.0
2,20,5,315.0,80.0
2,40,5,513.0,200.0
1,32,4,821.0,170.0
1,36,6,30.0,260.0
1,54,5,912.0,90.0
1,47,7,23.0,200.0
2,41,5,513.0,145.0
1,48,8,292.0,300.0
1,37,7,316.0,300.0
1,40,7,262.0,250.0
1,48,5,313.0,170.0
2,48,4,411.0,80.0
1,24,6,512.0,80.0
1,26,5,262.0,85.0
1,28,5,713.0,90.0
2,25,5,512.0,75.0
2,21,6,311.0,70.0
1,45,5,829.0,250.0
1,38,5,512.0,150.0
1,47,5,816.0,160.0
2,42,5,512.0,50.0
1,44,7,315.0,250.0
1,46,8,182.0,250.0
2,42,9,151.0,250.0
1,32,5,262.0,180.0
1,31,5,823.0,130.0
1,29,5,231.0,160.0
2,32,7,314.0,200.0
1,35,9,111.0,50.0
2,28,7,311.0,120.0
1,57,4,912.0,80.0
2,29,5,314.0,120.0
2,28,5,314.0,75.0
1,39,5,316.0,130.0
2,37,4,316.0,130.0
1,37,5,183.0,240.0
1,59,3,941.0,100.0
1,27,5,821.0,110.0
1,39,7,311.0,280.0
1,55,7,712.0,120.0
1,55,7,311.0,200.0
2,27,7,512.0,100.0
1,36,7,313.0,100.0
2,29,7,252.0,93.0
1,54,7,131.0,270.0
2,42,9,141.0,300.0
1,46,8,153.0,250.0
2,43,5,322.0,50.0
2,25,5,311.0,120.0
1,45,5,712.0,150.0
2,57,2,911.0,43.0
1,40,5,312.0,185.0
1,62,8,173.0,200.0
2,27,8,156.0,108.0
1,28,5,753.0,150.0
2,34,7,-1.0,180.0
1,51,5,30.0,200.0
1,40,7,316.0,185.0
2,41,5,311.0,130.0
1,44,7,315.0,230.0
1,34,5,913.0,140.0
2,30,5,512.0,30.0
1,59,4,942.0,90.0
1,32,7,23.0,110.0
1,38,7,321.0,200.0
1,32,5,753.0,95.0
2,30,4,753.0,20.0
1,37,5,712.0,150.0
2,40,5,753.0,30.0
1,40,7,511.0,170.0
2,30,6,753.0,20.0
1,42,6,822.0,120.0
1,51,5,813.0,160.0
2,47,4,911.0,50.0
2,22,7,321.0,40.0
1,33,5,513.0,60.0
1,25,8,132.0,150.0
1,51,6,912.0,80.0
2,45,5,911.0,84.0
1,40,5,825.0,200.0
1,35,7,133.0,200.0
1,42,5,827.0,200.0
1,43,5,312.0,200.0
1,32,7,311.0,210.0
1,53,5,816.0,99.0
2,28,7,271.0,99.0
1,25,6,733.0,119.0
1,35,5,915.0,120.0
1,55,3,912.0,65.0
2,29,5,292.0,99.0
2,50,4,714.0,70.0
2,45,3,714.0,70.0
1,33,4,753.0,138.0
2,33,5,753.0,79.0
1,68,3,914.0,20.0
2,64,2,911.0,100.0
1,60,4,912.0,89.0
1,32,7,-1.0,200.0
1,27,5,262.0,100.0
1,43,6,812.0,30.0
1,19,6,733.0,60.0
2,21,7,311.0,100.0
2,28,6,156.0,70.0
2,21,5,315.0,79.0
1,40,7,913.0,118.0
2,31,6,317.0,50.0
2,29,7,262.0,193.0
1,31,7,315.0,240.0
1,55,4,912.0,71.0
1,56,3,912.0,55.0
1,30,7,235.0,119.0
2,27,7,317.0,38.0
2,24,7,311.0,98.0
2,23,6,171.0,69.0
2,24,5,315.0,64.0
2,29,5,513.0,69.0
1,24,6,262.0,50.0
2,66,3,930.0,23.0
1,34,6,262.0,99.0
1,51,4,825.0,150.0
2,46,4,753.0,60.0
2,21,5,315.0,74.0
1,31,6,733.0,115.0
2,28,5,422.0,40.0
2,40,7,311.0,231.0
1,39,8,161.0,250.0
1,37,6,311.0,155.0
1,33,5,161.0,190.0
1,35,5,311.0,180.0
2,33,5,292.0,180.0
1,41,5,833.0,100.0
2,37,4,911.0,37.0
1,29,5,831.0,99.0
1,47,3,721.0,90.0
2,31,5,753.0,85.0
1,27,5,262.0,109.0
1,48,5,712.0,130.0
1,42,5,731.0,-1.0
1,34,7,263.0,120.0
2,47,4,826.0,65.0
2,22,7,251.0,40.0
1,54,5,441.0,260.0
2,23,6,311.0,118.0
2,21,6,317.0,106.0
2,59,3,911.0,50.0
1,29,5,829.0,49.0
2,46,5,411.0,60.0
2,64,2,914.0,23.0
1,70,2,941.0,50.0
1,37,4,713.0,80.0
1,28,7,511.0,79.0
2,26,7,252.0,79.0
1,38,5,713.0,100.0
2,40,4,317.0,57.0
1,53,5,912.0,75.0
1,33,5,941.0,120.0
2,37,5,832.0,55.0
1,45,5,825.0,129.0
2,21,7,311.0,69.0
1,55,7,152.0,180.0
2,22,6,311.0,59.0
1,36,7,316.0,150.0
1,45,6,316.0,250.0
1,46,4,714.0,120.0
1,35,4,712.0,80.0
2,31,6,411.0,60.0
2,60,2,914.0,30.0
2,26,7,317.0,90.0
2,24,6,323.0,45.0
2,23,7,143.0,90.0
2,36,6,321.0,60.0
1,40,7,262.0,350.0
1,41,8,316.0,170.0
1,55,4,721.0,100.0
1,53,5,733.0,75.0
1,58,5,713.0,100.0
2,25,5,512.0,100.0
1,36,4,753.0,150.0
1,39,6,312.0,180.0
2,52,5,512.0,90.0
2,23,7,315.0,170.0
2,53,3,411.0,70.0
1,31,7,272.0,50.0
2,27,6,156.0,100.0
2,25,5,241.0,100.0
1,62,4,821.0,120.0
1,29,6,120.0,120.0
2,23,5,512.0,100.0
1,28,7,315.0,170.0
1,53,7,132.0,240.0
2,24,5,271.0,80.0
2,37,4,422.0,60.0
2,19,7,422.0,25.0
1,30,7,131.0,180.0
2,28,7,131.0,100.0
1,39,5,913.0,120.0
2,38,4,512.0,100.0
1,36,7,292.0,150.0
1,26,6,184.0,130.0
2,27,7,315.0,40.0
2,25,5,422.0,60.0
1,18,5,823.0,50.0
1,33,7,120.0,200.0
1,36,5,752.0,200.0
2,51,5,911.0,50.0
1,34,7,131.0,250.0
1,49,7,232.0,350.0
2,37,7,183.0,210.0
2,42,5,411.0,60.0
1,28,6,165.0,100.0
1,34,5,842.0,105.0
1,26,7,-1.0,99.0
2,63,4,911.0,80.0
1,59,5,253.0,95.0
1,49,3,712.0,150.0
2,29,6,315.0,110.0
1,32,7,311.0,170.0
2,46,5,241.0,150.0
2,29,7,292.0,90.0
1,56,7,315.0,250.0
2,24,7,291.0,155.0
1,41,4,721.0,100.0
2,35,3,930.0,40.0
1,19,5,412.0,50.0
1,36,8,30.0,400.0
2,34,7,292.0,200.0
1,45,5,712.0,200.0
2,51,5,753.0,60.0
2,26,7,312.0,100.0
2,24,6,315.0,65.0
1,43,7,164.0,450.0
1,32,5,316.0,250.0
1,33,5,911.0,170.0
2,31,5,513.0,100.0
1,38,5,822.0,180.0
2,36,5,162.0,140.0
1,53,7,912.0,100.0
1,27,7,312.0,110.0
2,23,6,315.0,80.0
1,33,8,252.0,140.0
2,31,6,143.0,130.0
2,25,5,315.0,80.0
2,22,5,281.0,40.0
2,20,5,912.0,90.0
1,48,7,315.0,400.0
2,30,7,312.0,146.0
1,43,9,151.0,330.0
1,30,6,262.0,100.0
2,70,3,-1.0,50.0
1,63,4,753.0,70.0
1,37,7,152.0,150.0
1,33,5,713.0,120.0
2,30,5,321.0,55.0
1,43,4,753.0,100.0
2,29,5,753.0,80.0
2,45,4,911.0,79.0
1,18,5,721.0,50.0
1,54,7,161.0,150.0
2,26,7,156.0,100.0
1,24,7,131.0,80.0
1,52,5,842.0,130.0
2,42,5,911.0,62.0
1,43,9,151.0,400.0
1,21,5,316.0,69.0
1,28,6,120.0,200.0
1,33,5,721.0,150.0
1,27,5,913.0,90.0
1,67,5,712.0,150.0
1,30,5,714.0,100.0
2,27,5,315.0,80.0
1,41,8,152.0,200.0
2,38,7,313.0,200.0
1,32,5,721.0,150.0
1,50,4,-1.0,150.0
2,46,3,829.0,55.0
2,20,7,422.0,14.0
2,33,7,262.0,80.0
1,34,7,262.0,220.0
1,34,5,712.0,120.0
2,26,5,-1.0,107.0
2,24,5,271.0,63.0
1,35,7,131.0,140.0
1,25,6,311.0,80.0
1,32,5,513.0,100.0
1,42,7,161.0,200.0
1,40,8,316.0,150.0
1,34,7,316.0,180.0
1,27,5,421.0,100.0
2,30,5,832.0,15.0
1,36,5,421.0,160.0
2,25,7,312.0,90.0
1,50,9,151.0,400.0
1,63,7,23.0,400.0
1,37,7,315.0,250.0
2,34,7,512.0,70.0
1,46,5,842.0,120.0
2,43,5,832.0,80.0
1,47,4,753.0,90.0
1,46,7,262.0,400.0
1,25,7,133.0,80.0
1,45,8,252.0,400.0
1,32,7,262.0,240.0
2,32,7,318.0,220.0
2,44,4,753.0,80.0
1,41,5,441.0,180.0
2,37,5,753.0,50.0
1,55,5,712.0,50.0
2,49,4,911.0,30.0
1,23,6,316.0,-1.0
2,44,4,911.0,30.0
2,55,3,911.0,39.0
2,30,5,512.0,95.0
1,28,4,512.0,70.0
2,49,3,421.0,110.0
1,28,8,412.0,100.0
2,51,3,913.0,100.0
1,29,7,262.0,100.0
1,25,5,912.0,100.0
1,40,5,316.0,190.0
1,36,8,220.0,400.0
1,33,7,232.0,200.0
1,69,2,911.0,65.0
2,30,8,314.0,190.0
2,26,7,311.0,150.0
1,64,7,912.0,20.0
1,27,5,751.0,60.0
2,43,5,315.0,55.0
1,61,8,313.0,380.0
2,33,7,252.0,65.0
1,27,6,311.0,90.0
1,24,5,422.0,45.0
1,55,5,23.0,140.0
1,47,8,22.0,280.0
1,26,7,262.0,80.0
1,39,5,842.0,100.0
1,62,4,232.0,50.0
2,54,5,911.0,50.0
2,21,6,422.0,15.0
1,64,5,912.0,50.0
1,49,7,261.0,300.0
2,24,7,252.0,50.0
2,22,7,422.0,20.0
1,19,7,184.0,20.0
2,48,5,241.0,90.0
2,22,6,311.0,110.0
1,48,5,237.0,200.0
2,45,5,421.0,130.0
2,47,4,512.0,50.0
1,20,7,911.0,13.0
1,20,7,911.0,13.0
2,24,6,323.0,80.0
1,30,7,732.0,150.0
2,26,6,143.0,95.0
2,46,7,323.0,50.0
2,44,5,512.0,100.0
2,42,4,753.0,20.0
1,33,8,314.0,130.0
2,31,8,113.0,230.0
1,40,5,444.0,250.0
2,42,5,311.0,90.0
1,37,5,712.0,150.0
1,58,3,713.0,120.0
1,43,3,721.0,150.0
2,40,3,-1.0,50.0
1,31,5,842.0,150.0
1,37,7,714.0,120.0
1,32,7,135.0,165.0
2,32,7,156.0,115.0
1,58,3,733.0,30.0
1,25,5,-1.0,105.0
2,28,5,316.0,200.0
1,49,8,132.0,350.0
1,56,9,151.0,300.0
2,48,5,513.0,80.0
1,20,7,252.0,30.0
1,42,5,131.0,165.0
1,42,7,152.0,260.0
1,55,3,842.0,120.0
2,28,6,23.0,190.0
1,26,6,422.0,116.0
2,49,7,142.0,230.0
2,36,5,421.0,150.0
2,42,5,313.0,18.0
1,52,4,311.0,100.0
1,42,5,753.0,150.0
1,48,7,313.0,240.0
2,37,8,152.0,200.0
1,48,7,153.0,200.0
2,41,7,153.0,200.0
1,37,7,261.0,600.0
2,37,8,321.0,300.0
2,49,5,743.0,60.0
2,23,5,311.0,60.0
2,21,7,252.0,90.0
1,25,6,120.0,90.0
2,25,6,143.0,130.0
2,23,5,511.0,150.0
1,30,6,315.0,130.0
2,27,6,521.0,90.0
1,63,5,912.0,68.0
1,64,5,912.0,70.0
1,34,5,712.0,155.0
1,53,8,23.0,280.0
1,21,7,913.0,60.0
2,31,6,154.0,137.0
2,29,7,271.0,123.0
2,55,5,915.0,70.0
1,52,7,30.0,450.0
2,21,7,422.0,22.0
2,18,6,422.0,30.0
1,56,5,313.0,230.0
2,26,7,152.0,140.0
1,42,5,30.0,135.0
2,40,5,315.0,93.0
1,43,7,431.0,230.0
1,47,5,912.0,80.0
2,46,6,915.0,85.0
1,43,4,316.0,280.0
1,48,8,318.0,360.0
1,54,7,120.0,500.0
2,23,7,315.0,140.0
1,40,6,829.0,270.0
1,41,6,733.0,190.0
2,40,4,421.0,130.0
1,36,6,131.0,210.0
2,31,5,262.0,20.0
1,32,7,120.0,162.0
1,30,7,312.0,180.0
1,41,7,312.0,-1.0
1,45,5,842.0,190.0
2,44,4,751.0,90.0
2,20,7,120.0,85.0
1,40,6,312.0,180.0
1,35,7,262.0,176.0
1,34,7,-1.0,140.0
1,65,3,912.0,40.0
1,40,5,713.0,90.0
1,55,5,712.0,150.0
1,29,6,120.0,110.0
1,27,7,316.0,84.0
1,26,5,292.0,130.0
1,41,7,231.0,280.0
2,44,3,826.0,20.0
2,21,5,315.0,49.0
1,20,5,512.0,100.0
2,21,7,422.0,25.0
1,38,5,721.0,160.0
2,54,4,237.0,140.0
1,31,8,251.0,150.0
2,27,7,263.0,95.0
1,28,7,234.0,120.0
1,49,3,712.0,120.0
2,57,3,930.0,20.0
2,22,7,252.0,20.0
1,35,5,741.0,130.0
2,34,5,741.0,70.0
1,40,5,441.0,240.0
2,52,4,911.0,80.0
2,29,5,315.0,75.0
