p090101,p090107,p090110,p090350,p091642
1,34,7,316.0,350.0
2,23,6,317.0,100.0
2,20,5,511.0,100.0
1,45,7,173.0,200.0
2,67,3,911.0,50.0
2,19,5,315.0,112.0
2,26,7,252.0,120.0
2,39,9,141.0,700.0
1,40,7,183.0,235.0
1,54,3,712.0,120.0
2,54,4,411.0,60.0
2,50,4,911.0,75.0
1,54,4,712.0,250.0
2,26,7,315.0,200.0
1,39,5,511.0,200.0
1,51,4,842.0,70.0
2,27,7,311.0,90.0
2,22,5,315.0,100.0
1,25,5,411.0,70.0
1,60,3,415.0,110.0
2,36,7,317.0,120.0
2,49,5,321.0,100.0
1,27,8,120.0,270.0
1,37,7,315.0,470.0
1,34,7,23.0,500.0
2,34,7,315.0,340.0
1,59,5,930.0,150.0
2,53,4,913.0,150.0
1,36,8,311.0,245.0
2,29,5,315.0,375.0
1,36,5,316.0,200.0
2,63,3,512.0,150.0
1,41,5,941.0,80.0
2,40,5,421.0,20.0
1,52,5,842.0,120.0
1,27,5,733.0,240.0
1,48,5,941.0,200.0
2,49,5,911.0,140.0
2,31,7,153.0,250.0
1,38,7,313.0,297.0
2,42,6,241.0,100.0
2,61,2,911.0,25.0
2,36,7,183.0,150.0
2,38,6,143.0,140.0
1,59,5,171.0,100.0
2,57,5,411.0,40.0
2,30,6,182.0,148.0
1,53,5,261.0,770.0
1,26,6,263.0,180.0
1,57,7,261.0,300.0
1,27,7,132.0,250.0
2,47,5,262.0,120.0
1,50,5,262.0,300.0
2,25,7,314.0,142.0
1,40,5,511.0,245.0
1,57,4,842.0,90.0
2,43,5,512.0,130.0
2,50,4,753.0,150.0
2,24,7,323.0,110.0
2,47,3,753.0,110.0
1,43,5,511.0,125.0
1,43,3,911.0,85.0
1,40,3,753.0,60.0
2,43,4,422.0,80.0
2,21,6,316.0,83.0
1,35,8,152.0,220.0
1,58,4,914.0,150.0
1,40,5,842.0,220.0
1,52,7,152.0,430.0
2,44,5,914.0,33.0
1,61,7,842.0,90.0
1,36,7,292.0,265.0
1,40,5,712.0,300.0
2,27,7,156.0,100.0
1,48,3,941.0,90.0
2,25,5,512.0,85.0
1,55,5,913.0,100.0
2,27,6,315.0,180.0
2,23,6,315.0,140.0
1,40,7,262.0,720.0
1,57,5,842.0,200.0
2,55,4,753.0,100.0
1,28,7,132.0,125.0
2,51,4,411.0,90.0
1,64,3,712.0,150.0
1,25,6,220.0,100.0
2,22,6,422.0,50.0
1,38,4,235.0,110.0
2,37,5,512.0,100.0
2,26,5,220.0,170.0
2,53,3,512.0,90.0
1,68,3,912.0,80.0
2,59,3,521.0,70.0
1,71,3,912.0,70.0
1,40,7,312.0,400.0
2,36,7,311.0,230.0
1,53,8,132.0,430.0
1,67,5,314.0,106.0
1,26,6,512.0,90.0
1,61,3,912.0,106.0
1,32,5,941.0,96.0
2,37,5,315.0,1260.0
1,38,5,312.0,180.0
1,44,5,941.0,48.0
2,38,4,753.0,100.0
2,45,4,753.0,80.0
1,41,7,314.0,200.0
2,41,5,262.0,200.0
1,35,7,311.0,200.0
1,28,6,183.0,150.0
1,34,7,261.0,230.0
2,46,4,512.0,54.0
1,39,7,513.0,300.0
1,64,4,912.0,80.0
1,53,6,733.0,500.0
2,25,5,271.0,100.0
1,29,7,131.0,150.0
1,32,7,220.0,250.0
1,55,4,712.0,150.0
2,47,4,930.0,100.0
2,25,7,120.0,145.0
2,23,7,512.0,30.0
1,38,6,132.0,320.0
1,49,4,262.0,250.0
2,45,4,930.0,75.0
1,45,7,733.0,266.0
2,45,4,422.0,125.0
2,36,5,315.0,125.0
1,36,5,733.0,270.0
1,68,5,912.0,80.0
1,30,8,132.0,285.0
1,44,4,721.0,1680.0
2,43,3,753.0,80.0
1,25,6,512.0,130.0
2,24,6,311.0,120.0
2,56,4,421.0,90.0
2,29,7,432.0,148.0
1,60,3,714.0,150.0
1,31,8,135.0,260.0
2,28,6,317.0,150.0
1,65,5,912.0,90.0
2,56,3,714.0,67.0
1,33,6,422.0,195.0
2,28,6,512.0,120.0
1,35,7,315.0,250.0
2,53,4,941.0,80.0
1,31,5,941.0,80.0
1,41,7,315.0,500.0
1,33,7,321.0,300.0
1,47,7,753.0,260.0
2,41,7,323.0,240.0
1,42,7,315.0,600.0
1,27,7,252.0,175.0
1,25,7,282.0,150.0
2,63,3,911.0,100.0
1,36,5,314.0,350.0
1,33,7,156.0,500.0
1,36,6,315.0,400.0
2,36,5,315.0,145.0
1,64,3,941.0,200.0
1,24,6,263.0,100.0
1,50,4,741.0,180.0
2,50,4,911.0,70.0
1,41,5,316.0,190.0
1,47,4,712.0,240.0
2,42,4,743.0,30.0
2,46,7,315.0,100.0
2,69,3,911.0,50.0
1,49,4,941.0,56.0
2,43,3,743.0,50.0
2,47,4,821.0,30.0
1,57,3,721.0,140.0
2,51,3,911.0,120.0
2,41,5,512.0,150.0
2,38,5,915.0,80.0
1,36,5,441.0,270.0
1,46,5,311.0,215.0
2,43,5,753.0,100.0
2,49,4,930.0,135.0
1,23,5,422.0,100.0
1,56,5,712.0,250.0
1,31,5,941.0,150.0
2,44,5,753.0,120.0
1,45,5,713.0,200.0
2,49,4,753.0,130.0
2,25,7,252.0,190.0
1,70,5,912.0,96.0
1,35,5,913.0,90.0
1,20,6,415.0,80.0
1,31,5,712.0,120.0
1,61,4,714.0,108.0
1,31,7,231.0,230.0
2,59,3,411.0,80.0
1,31,9,132.0,300.0
1,29,5,262.0,300.0
1,33,6,512.0,170.0
2,25,8,311.0,130.0
1,63,5,912.0,84.0
1,29,7,829.0,250.0
1,30,5,422.0,200.0
1,38,5,183.0,200.0
1,34,7,311.0,250.0
2,39,6,322.0,85.0
1,30,7,311.0,150.0
2,41,5,512.0,40.0
1,59,3,911.0,130.0
2,55,3,911.0,130.0
2,68,3,911.0,30.0
1,64,3,912.0,93.0
1,61,3,912.0,87.0
1,41,5,821.0,160.0
2,38,4,754.0,80.0
2,33,6,292.0,150.0
2,31,7,312.0,175.0
2,29,7,152.0,215.0
1,52,7,312.0,220.0
1,81,7,173.0,150.0
1,52,4,942.0,70.0
1,32,6,822.0,250.0
2,26,5,321.0,70.0
1,56,5,842.0,160.0
2,48,4,911.0,80.0
2,28,7,318.0,150.0
2,26,6,220.0,150.0
1,30,5,183.0,150.0
1,58,7,23.0,430.0
2,48,3,422.0,80.0
1,48,4,941.0,150.0
2,40,3,753.0,70.0
1,44,3,183.0,240.0
2,42,5,714.0,60.0
2,52,7,152.0,350.0
2,40,5,183.0,65.0
2,36,6,252.0,170.0
1,40,9,132.0,550.0
2,37,7,312.0,200.0
1,44,5,733.0,300.0
2,45,5,930.0,50.0
1,36,5,262.0,150.0
1,47,5,711.0,150.0
2,46,5,911.0,125.0
1,51,5,842.0,195.0
1,52,7,152.0,450.0
1,51,5,315.0,270.0
1,50,6,23.0,430.0
1,31,6,311.0,350.0
2,24,5,242.0,105.0
2,22,5,271.0,80.0
1,18,5,942.0,90.0
2,35,5,237.0,100.0
1,56,5,262.0,-1.0
2,27,6,315.0,165.0
1,38,7,313.0,270.0
2,52,4,421.0,130.0
2,24,6,133.0,170.0
1,40,5,913.0,150.0
2,31,6,322.0,170.0
1,70,5,842.0,100.0
1,39,5,913.0,220.0
1,36,7,120.0,-1.0
1,58,5,262.0,500.0
1,52,7,161.0,440.0
1,24,7,182.0,70.0
2,51,6,411.0,90.0
1,24,7,317.0,121.0
1,53,8,752.0,300.0
2,23,6,321.0,135.0
1,59,5,30.0,220.0
1,30,6,421.0,250.0
1,28,5,315.0,175.0
2,26,7,156.0,70.0
1,24,7,422.0,60.0
1,51,5,832.0,340.0
2,21,5,323.0,120.0
1,38,7,315.0,300.0
2,36,6,315.0,240.0
2,52,8,322.0,270.0
1,47,6,829.0,165.0
1,48,5,313.0,210.0
2,45,5,412.0,20.0
1,45,5,842.0,250.0
1,58,7,22.0,560.0
1,38,8,312.0,330.0
2,34,7,120.0,215.0
1,44,6,262.0,240.0
1,61,5,912.0,81.0
2,53,5,512.0,120.0
1,51,4,714.0,56.0
1,26,5,130.0,112.0
2,50,3,753.0,120.0
2,21,6,316.0,166.0
1,36,5,311.0,200.0
1,34,8,751.0,107.0
1,56,5,941.0,160.0
1,42,5,262.0,225.0
1,51,7,314.0,150.0
2,72,3,911.0,46.0
1,47,7,23.0,530.0
2,46,5,911.0,120.0
1,26,6,183.0,140.0
1,56,5,311.0,150.0
2,41,5,262.0,80.0
2,24,7,156.0,70.0
1,47,2,911.0,84.0
2,47,5,422.0,130.0
1,43,4,941.0,96.0
2,38,4,911.0,125.0
1,62,5,842.0,150.0
1,29,6,315.0,170.0
2,25,5,915.0,40.0
1,64,2,713.0,90.0
1,51,7,713.0,100.0
1,25,7,252.0,50.0
1,40,6,23.0,500.0
1,41,7,314.0,297.0
1,51,7,161.0,350.0
1,52,5,313.0,360.0
1,66,7,911.0,33.0
1,38,7,220.0,300.0
1,40,7,315.0,400.0
1,40,9,113.0,450.0
1,66,5,753.0,100.0
1,39,5,825.0,150.0
1,54,5,941.0,120.0
1,26,6,183.0,80.0
1,28,5,511.0,120.0
2,47,5,511.0,97.0
1,38,7,311.0,148.0
1,37,5,713.0,200.0
2,40,5,911.0,90.0
1,29,7,314.0,240.0
1,33,7,262.0,250.0
2,23,7,414.0,100.0
1,41,5,753.0,150.0
2,40,5,422.0,140.0
1,29,7,233.0,245.0
1,27,5,262.0,-1.0
1,66,5,713.0,70.0
1,40,5,422.0,230.0
1,40,5,842.0,200.0
2,52,3,911.0,62.0
1,45,5,842.0,150.0
2,38,5,421.0,97.0
1,39,5,713.0,150.0
2,45,4,911.0,120.0
1,37,8,156.0,500.0
1,55,4,311.0,245.0
1,39,5,441.0,270.0
1,39,7,733.0,177.0
1,47,5,941.0,96.0
1,59,5,825.0,135.0
1,51,3,613.0,100.0
2,47,3,422.0,100.0
1,27,6,444.0,117.0
1,46,5,912.0,90.0
1,51,4,842.0,197.0
2,28,6,183.0,147.0
1,33,6,220.0,140.0
2,31,7,156.0,100.0
1,71,5,912.0,90.0
2,53,5,311.0,180.0
1,35,9,151.0,250.0
1,56,4,812.0,400.0
2,54,4,911.0,130.0
2,46,4,826.0,130.0
2,26,5,-1.0,100.0
1,46,5,842.0,120.0
2,41,4,911.0,80.0
1,48,5,23.0,250.0
1,52,5,321.0,100.0
2,55,4,421.0,150.0
1,48,5,-1.0,190.0
2,51,4,753.0,120.0
2,19,5,317.0,70.0
1,37,7,237.0,260.0
2,66,2,911.0,110.0
1,31,5,712.0,240.0
1,51,4,421.0,160.0
1,41,8,156.0,950.0
1,38,7,262.0,670.0
2,36,8,143.0,280.0
1,39,8,182.0,420.0
1,50,5,713.0,220.0
2,23,6,315.0,120.0
2,65,2,911.0,60.0
1,66,4,911.0,50.0
1,52,3,415.0,140.0
2,25,7,317.0,97.0
1,32,5,311.0,250.0
1,29,7,312.0,190.0
1,40,8,132.0,400.0
1,64,4,512.0,90.0
2,34,5,315.0,110.0
2,50,7,513.0,110.0
1,51,7,311.0,294.0
2,45,7,315.0,244.0
2,56,3,911.0,100.0
2,31,6,252.0,100.0
2,30,6,156.0,100.0
1,26,6,282.0,130.0
1,51,4,753.0,80.0
2,28,7,411.0,130.0
1,56,3,712.0,100.0
2,38,5,512.0,150.0
2,37,4,753.0,90.0
1,37,4,714.0,100.0
1,57,7,711.0,200.0
1,52,5,318.0,320.0
1,47,5,317.0,150.0
2,40,5,741.0,20.0
2,50,3,913.0,48.0
2,20,5,321.0,60.0
1,38,7,314.0,100.0
1,65,3,912.0,70.0
1,39,7,311.0,300.0
1,35,8,112.0,300.0
1,29,7,311.0,190.0
2,27,7,317.0,110.0
2,46,6,512.0,200.0
1,45,7,315.0,500.0
1,63,4,842.0,100.0
1,31,6,315.0,250.0
2,29,7,314.0,200.0
1,39,7,24.0,350.0
1,37,6,842.0,150.0
2,32,7,164.0,360.0
1,38,5,441.0,250.0
2,35,5,521.0,100.0
1,43,6,262.0,450.0
1,55,6,311.0,150.0
2,48,5,911.0,100.0
1,36,7,714.0,400.0
1,53,5,712.0,250.0
2,49,8,151.0,250.0
1,52,7,316.0,87.0
2,45,6,512.0,97.0
1,52,4,920.0,60.0
2,25,6,315.0,170.0
2,23,5,311.0,120.0
1,41,5,712.0,150.0
2,38,5,521.0,40.0
2,28,6,241.0,130.0
1,37,4,941.0,160.0
1,61,5,912.0,82.0
2,57,4,421.0,40.0
1,31,5,311.0,194.0
2,27,5,241.0,150.0
1,41,8,23.0,450.0
2,38,7,235.0,30.0
2,45,4,512.0,100.0
2,54,5,322.0,110.0
2,36,7,152.0,170.0
2,39,5,421.0,50.0
2,16,5,422.0,20.0
1,52,7,23.0,450.0
2,24,7,312.0,100.0
1,53,8,21.0,500.0
1,42,7,316.0,700.0
1,53,5,313.0,200.0
1,29,6,242.0,170.0
1,31,5,262.0,200.0
1,35,7,262.0,240.0
1,49,4,912.0,105.0
1,52,5,816.0,125.0
2,47,5,512.0,75.0
2,23,6,315.0,110.0
1,49,7,315.0,650.0
1,36,5,823.0,180.0
1,34,5,941.0,125.0
2,37,7,314.0,300.0
1,40,9,132.0,375.0
2,33,7,311.0,135.0
1,39,5,941.0,150.0
2,38,5,513.0,150.0
1,62,4,912.0,78.0
2,34,6,314.0,200.0
1,29,7,184.0,250.0
1,44,5,316.0,150.0
2,42,4,753.0,130.0
1,60,5,913.0,155.0
1,29,5,262.0,146.0
1,35,5,316.0,235.0
1,32,5,821.0,220.0
1,43,7,829.0,150.0
2,43,6,220.0,250.0
2,35,7,313.0,200.0
1,60,7,24.0,120.0
1,29,8,132.0,250.0
1,41,7,313.0,330.0
2,47,9,141.0,500.0
1,50,5,712.0,150.0
2,62,2,911.0,56.0
1,45,5,842.0,100.0
1,49,3,914.0,240.0
1,33,7,184.0,230.0
2,32,8,311.0,240.0
1,33,5,262.0,150.0
1,35,7,316.0,240.0
2,42,5,422.0,40.0
2,46,7,751.0,60.0
1,50,5,184.0,200.0
2,39,5,184.0,200.0
1,49,7,315.0,500.0
1,38,7,322.0,370.0
1,50,3,721.0,0.0
1,50,5,842.0,180.0
1,39,5,913.0,200.0
1,43,7,321.0,180.0
2,42,5,521.0,120.0
1,37,5,753.0,85.0
1,42,5,711.0,200.0
2,45,5,753.0,15.0
1,45,7,314.0,200.0
1,26,4,913.0,150.0
2,74,2,914.0,31.0
1,47,6,822.0,250.0
2,35,5,422.0,60.0
1,30,8,132.0,358.0
2,26,8,312.0,160.0
1,56,6,912.0,110.0
2,50,5,911.0,120.0
2,35,5,315.0,100.0
1,45,5,823.0,70.0
2,42,5,829.0,90.0
1,40,7,233.0,250.0
1,48,7,312.0,400.0
1,37,7,314.0,240.0
1,58,5,816.0,140.0
1,36,8,132.0,3300.0
1,31,7,312.0,280.0
1,60,3,912.0,70.0
1,36,5,530.0,150.0
1,58,5,712.0,150.0
2,55,4,714.0,90.0
2,50,3,714.0,110.0
1,38,4,753.0,150.0
1,49,4,842.0,170.0
2,45,4,911.0,30.0
1,24,6,323.0,100.0
1,31,6,421.0,150.0
1,46,5,721.0,150.0
2,37,5,271.0,120.0
2,26,5,315.0,85.0
2,36,5,512.0,90.0
2,36,6,315.0,-1.0
2,34,7,316.0,300.0
1,36,7,315.0,320.0
1,31,6,323.0,97.0
1,33,7,313.0,150.0
1,61,3,912.0,80.0
1,38,5,842.0,250.0
1,29,6,262.0,120.0
2,71,3,930.0,50.0
2,39,7,915.0,80.0
1,64,5,713.0,350.0
1,36,6,913.0,150.0
1,44,8,161.0,500.0
1,42,6,311.0,170.0
1,38,5,161.0,330.0
1,39,5,318.0,180.0
1,40,7,311.0,440.0
2,38,5,315.0,174.0
2,54,5,911.0,100.0
1,46,5,823.0,200.0
1,34,5,913.0,170.0
1,52,3,721.0,120.0
2,36,5,753.0,105.0
1,53,5,712.0,150.0
2,51,4,911.0,80.0
1,47,5,731.0,100.0
2,45,5,317.0,-1.0
1,39,7,263.0,300.0
2,27,7,154.0,90.0
2,28,6,143.0,102.0
2,64,3,911.0,20.0
1,34,5,829.0,250.0
2,51,5,411.0,140.0
2,25,6,315.0,127.0
2,24,6,317.0,72.0
1,49,4,712.0,300.0
2,69,2,914.0,20.0
1,33,7,262.0,200.0
2,31,7,252.0,250.0
1,43,5,713.0,70.0
2,42,4,421.0,60.0
2,45,4,317.0,30.0
1,58,5,912.0,100.0
1,50,5,713.0,150.0
2,42,5,832.0,70.0
1,50,5,825.0,230.0
2,50,4,421.0,60.0
1,48,3,714.0,100.0
2,46,3,714.0,100.0
2,24,6,317.0,135.0
2,40,8,152.0,292.0
1,42,9,151.0,292.0
1,41,7,316.0,210.0
2,38,6,316.0,222.0
1,51,4,714.0,140.0
1,26,6,183.0,100.0
2,36,6,311.0,50.0
2,65,2,914.0,20.0
2,37,5,832.0,70.0
2,31,8,183.0,170.0
2,29,6,322.0,160.0
2,41,6,321.0,120.0
1,46,8,316.0,240.0
1,60,4,721.0,148.0
1,38,5,712.0,200.0
1,41,4,831.0,-1.0
2,44,5,315.0,180.0
1,31,7,314.0,160.0
1,36,7,317.0,110.0
1,35,7,251.0,200.0
1,38,5,941.0,210.0
2,47,5,512.0,180.0
1,34,6,120.0,142.0
2,28,5,512.0,140.0
1,33,7,315.0,450.0
1,48,5,941.0,72.0
2,40,5,911.0,108.0
1,58,7,132.0,335.0
2,29,6,271.0,108.0
2,27,6,120.0,144.0
1,52,4,753.0,150.0
2,24,6,422.0,40.0
1,41,5,262.0,100.0
1,33,6,512.0,130.0
2,27,7,152.0,220.0
1,35,7,131.0,300.0
2,33,7,131.0,160.0
2,39,5,422.0,50.0
1,44,5,913.0,60.0
2,43,4,512.0,90.0
1,41,7,292.0,250.0
2,30,5,314.0,120.0
1,25,5,823.0,170.0
1,38,7,120.0,350.0
1,35,7,262.0,320.0
1,41,5,752.0,160.0
2,38,5,422.0,120.0
1,24,5,422.0,100.0
1,40,7,156.0,250.0
1,54,7,132.0,450.0
2,49,7,311.0,100.0
2,24,6,311.0,266.0
2,25,6,184.0,100.0
1,22,5,512.0,100.0
1,32,6,311.0,270.0
1,35,7,236.0,500.0
2,43,7,315.0,100.0
1,49,7,314.0,330.0
1,48,7,733.0,400.0
2,41,4,911.0,72.0
2,51,3,753.0,130.0
1,33,6,165.0,180.0
1,39,5,842.0,210.0
1,39,6,132.0,340.0
2,30,5,512.0,170.0
1,31,7,165.0,250.0
1,58,9,151.0,60.0
2,32,7,183.0,200.0
2,27,7,312.0,160.0
2,45,9,151.0,78.0
1,38,7,184.0,30.0
1,42,4,733.0,200.0
2,33,6,311.0,130.0
1,64,5,253.0,170.0
2,59,3,751.0,87.0
1,67,5,311.0,90.0
1,54,3,712.0,180.0
2,50,4,915.0,51.0
2,24,7,212.0,105.0
2,34,6,315.0,241.0
1,37,7,311.0,330.0
2,51,5,241.0,320.0
1,30,7,316.0,180.0
1,31,7,261.0,190.0
2,29,7,291.0,270.0
1,46,4,753.0,150.0
1,24,5,412.0,100.0
1,41,8,141.0,958.0
2,39,9,292.0,300.0
1,50,5,712.0,150.0
2,41,4,421.0,70.0
1,34,6,312.0,260.0
1,48,7,164.0,350.0
1,37,5,316.0,330.0
1,38,5,421.0,200.0
2,36,5,915.0,80.0
1,48,7,262.0,300.0
1,43,5,822.0,146.0
2,41,5,162.0,148.0
1,58,7,912.0,150.0
1,37,7,311.0,408.0
1,60,5,511.0,105.0
2,32,5,311.0,180.0
1,38,8,156.0,150.0
2,36,6,143.0,180.0
1,59,7,316.0,120.0
1,32,7,182.0,200.0
2,28,7,172.0,120.0
2,48,7,272.0,100.0
2,24,7,120.0,100.0
1,57,4,912.0,100.0
2,27,5,912.0,125.0
2,25,5,912.0,125.0
2,32,5,415.0,45.0
1,48,9,151.0,450.0
2,45,3,422.0,74.0
1,54,3,912.0,100.0
1,20,6,942.0,115.0
1,42,7,152.0,320.0
2,35,7,271.0,250.0
1,38,5,713.0,200.0
2,35,5,321.0,85.0
1,48,4,753.0,100.0
2,50,4,911.0,88.0
1,29,7,131.0,200.0
1,57,5,842.0,130.0
2,47,5,911.0,66.0
2,22,7,422.0,40.0
1,48,9,151.0,620.0
1,57,4,941.0,100.0
1,29,6,713.0,230.0
1,26,6,316.0,200.0
1,33,6,120.0,260.0
2,35,6,154.0,120.0
1,36,7,311.0,150.0
1,30,6,733.0,120.0
2,32,5,183.0,60.0
1,46,8,152.0,437.0
2,43,7,313.0,400.0
1,37,5,721.0,100.0
2,36,5,915.0,60.0
1,55,4,721.0,180.0
2,51,3,829.0,70.0
2,25,7,271.0,120.0
1,39,7,315.0,330.0
2,38,7,512.0,95.0
1,39,7,262.0,350.0
1,39,5,712.0,200.0
2,26,7,154.0,128.0
1,38,5,831.0,380.0
2,29,5,156.0,90.0
1,27,7,513.0,150.0
1,40,7,131.0,330.0
1,30,6,511.0,120.0
1,28,7,316.0,200.0
2,56,5,156.0,60.0
1,28,6,315.0,200.0
1,39,8,120.0,600.0
1,47,7,161.0,450.0
2,44,5,315.0,65.0
1,45,8,316.0,400.0
1,40,6,315.0,270.0
1,39,7,316.0,330.0
2,23,5,512.0,80.0
2,35,5,262.0,90.0
1,60,7,23.0,500.0
2,57,7,322.0,500.0
1,32,7,165.0,200.0
1,31,8,312.0,250.0
1,35,7,314.0,300.0
1,55,9,151.0,600.0
1,36,5,753.0,200.0
1,42,7,315.0,500.0
2,39,7,311.0,100.0
2,28,7,262.0,160.0
2,27,8,133.0,250.0
1,52,4,842.0,175.0
1,26,5,412.0,100.0
2,23,5,143.0,120.0
1,51,7,262.0,500.0
2,24,7,321.0,100.0
1,34,9,151.0,50.0
2,33,7,311.0,200.0
1,50,8,252.0,600.0
1,37,7,262.0,370.0
2,46,5,321.0,120.0
1,62,7,912.0,81.0
2,56,5,513.0,100.0
2,32,7,314.0,230.0
1,28,7,415.0,84.0
1,26,7,321.0,50.0
1,55,7,231.0,125.0
2,49,4,753.0,100.0
1,25,6,120.0,130.0
2,23,6,183.0,127.0
1,46,5,441.0,300.0
2,42,5,753.0,70.0
1,60,5,941.0,120.0
1,28,6,316.0,175.0
2,27,8,141.0,180.0
1,30,7,165.0,236.0
2,52,5,911.0,40.0
2,60,3,911.0,55.0
2,54,3,421.0,120.0
1,26,5,311.0,120.0
1,45,5,316.0,400.0
2,35,8,314.0,260.0
2,55,7,271.0,100.0
2,31,7,317.0,333.0
2,48,5,315.0,60.0
1,26,7,312.0,250.0
1,24,7,741.0,200.0
1,66,8,313.0,700.0
1,32,7,263.0,250.0
1,30,7,312.0,250.0
1,39,5,842.0,320.0
2,54,5,411.0,100.0
1,29,5,842.0,100.0
1,60,5,712.0,200.0
1,32,7,512.0,100.0
1,26,5,832.0,110.0
1,52,9,22.0,600.0
1,67,4,232.0,30.0
2,59,5,411.0,80.0
2,26,6,316.0,115.0
1,40,5,714.0,200.0
1,69,5,912.0,1200.0
1,53,6,23.0,300.0
2,50,5,913.0,150.0
1,24,7,912.0,130.0
1,55,5,321.0,200.0
1,29,7,120.0,250.0
2,27,6,311.0,205.0
1,25,7,251.0,40.0
2,60,3,911.0,80.0
1,34,9,132.0,245.0
2,36,5,315.0,70.0
2,31,7,311.0,130.0
1,35,7,732.0,400.0
2,31,6,143.0,240.0
2,51,7,156.0,100.0
2,27,7,311.0,130.0
2,47,4,753.0,50.0
1,20,7,321.0,20.0
1,58,6,912.0,94.0
2,54,3,411.0,120.0
2,31,5,511.0,130.0
1,23,6,512.0,110.0
1,45,5,444.0,350.0
1,42,5,712.0,150.0
1,63,3,713.0,150.0
1,48,3,721.0,130.0
2,45,3,829.0,40.0
2,20,6,512.0,23.0
1,36,5,842.0,200.0
1,42,7,714.0,200.0
1,37,7,132.0,330.0
2,37,7,252.0,150.0
1,51,4,912.0,100.0
1,24,6,262.0,100.0
2,57,3,411.0,75.0
2,33,7,316.0,440.0
2,64,2,911.0,50.0
2,26,7,312.0,185.0
1,61,9,151.0,620.0
2,54,3,751.0,80.0
1,47,7,152.0,450.0
2,33,7,23.0,400.0
1,31,6,262.0,170.0
1,57,4,311.0,120.0
1,53,7,313.0,370.0
1,53,7,153.0,350.0
2,46,8,153.0,330.0
2,30,6,143.0,147.0
1,26,5,262.0,140.0
1,35,6,912.0,130.0
2,32,6,521.0,130.0
1,68,5,912.0,73.0
1,69,5,912.0,93.0
1,46,7,151.0,80.0
2,46,6,412.0,100.0
1,39,5,712.0,200.0
1,58,8,23.0,500.0
1,36,6,262.0,180.0
1,54,8,30.0,200.0
1,32,7,220.0,225.0
2,31,7,152.0,230.0
1,47,5,30.0,150.0
2,45,5,422.0,130.0
2,45,4,911.0,60.0
1,48,7,431.0,420.0
1,52,5,912.0,100.0
2,24,7,315.0,180.0
2,22,7,311.0,-1.0
1,59,7,120.0,850.0
2,28,7,315.0,160.0
2,38,7,271.0,118.0
1,52,8,272.0,120.0
1,45,7,829.0,380.0
2,34,5,422.0,100.0
2,22,5,412.0,120.0
1,41,6,131.0,300.0
1,40,4,913.0,130.0
1,35,7,522.0,70.0
1,50,5,842.0,250.0
2,25,7,156.0,80.0
2,23,7,317.0,96.0
2,38,5,318.0,90.0
1,35,7,262.0,120.0
1,32,6,220.0,120.0
2,24,6,143.0,150.0
1,70,3,912.0,75.0
1,34,6,262.0,250.0
2,53,4,911.0,51.0
1,31,5,292.0,310.0
1,44,5,511.0,200.0
2,42,6,30.0,350.0
2,26,5,315.0,70.0
1,25,5,183.0,130.0
