p080101,p080107,p080110,p080350,p081642
1,55,5,712.0,200.0
1,30,5,941.0,140.0
1,28,6,941.0,120.0
2,43,5,753.0,100.0
1,44,5,713.0,120.0
2,48,4,753.0,100.0
2,24,7,252.0,167.0
1,69,5,912.0,80.0
2,63,2,911.0,90.0
2,38,5,321.0,100.0
1,30,5,712.0,150.0
1,60,4,714.0,150.0
1,30,7,231.0,202.0
2,58,3,411.0,96.0
1,28,5,262.0,110.0
1,32,8,173.0,60.0
1,32,6,512.0,150.0
2,24,8,311.0,83.0
1,62,5,912.0,84.0
1,28,7,829.0,140.0
1,36,8,132.0,300.0
1,29,5,422.0,500.0
1,33,7,311.0,200.0
1,39,7,312.0,150.0
2,38,6,252.0,120.0
2,53,3,914.0,50.0
1,29,7,311.0,200.0
1,58,3,911.0,150.0
2,54,3,911.0,150.0
2,67,3,911.0,40.0
1,34,7,182.0,200.0
2,31,7,153.0,200.0
1,63,3,912.0,95.0
1,33,5,512.0,130.0
1,43,7,21.0,520.0
1,40,5,821.0,170.0
1,32,7,152.0,260.0
1,63,4,912.0,90.0
2,32,6,292.0,150.0
2,30,7,312.0,150.0
2,28,7,152.0,220.0
1,51,7,312.0,300.0
1,80,7,173.0,80.0
1,51,4,942.0,120.0
1,31,6,822.0,200.0
2,25,5,321.0,70.0
1,55,5,842.0,150.0
2,47,4,911.0,150.0
2,27,7,318.0,130.0
2,25,6,156.0,80.0
1,29,5,183.0,150.0
1,57,7,23.0,380.0
2,47,3,422.0,90.0
2,39,3,753.0,100.0
2,41,5,714.0,50.0
2,51,7,152.0,280.0
2,39,5,183.0,60.0
1,39,9,132.0,375.0
2,36,7,312.0,333.0
1,43,5,733.0,180.0
2,44,5,930.0,50.0
1,46,5,711.0,200.0
1,36,7,312.0,450.0
2,45,5,913.0,35.0
1,50,5,842.0,165.0
1,51,7,152.0,350.0
1,50,5,315.0,220.0
1,30,6,311.0,300.0
2,21,5,271.0,55.0
2,26,6,315.0,160.0
1,37,7,313.0,220.0
2,51,4,911.0,120.0
2,44,5,422.0,120.0
2,23,6,133.0,155.0
2,22,6,315.0,140.0
1,39,5,913.0,100.0
2,30,6,322.0,145.0
1,69,5,842.0,100.0
1,38,5,913.0,260.0
1,57,5,262.0,500.0
2,34,8,252.0,80.0
2,43,6,915.0,300.0
1,51,7,161.0,335.0
2,26,7,315.0,260.0
2,50,6,411.0,100.0
1,52,8,752.0,300.0
1,58,5,30.0,400.0
1,32,5,721.0,200.0
2,25,7,156.0,80.0
1,23,7,415.0,28.0
1,50,5,832.0,340.0
2,20,5,317.0,80.0
1,37,7,315.0,300.0
2,35,6,315.0,220.0
2,51,8,322.0,250.0
1,46,6,829.0,155.0
1,47,5,313.0,195.0
2,44,5,311.0,30.0
1,57,7,22.0,430.0
1,37,8,312.0,280.0
2,33,7,120.0,225.0
1,43,6,262.0,220.0
2,49,3,753.0,120.0
2,20,6,316.0,147.0
1,35,5,311.0,200.0
2,29,7,156.0,120.0
1,33,8,751.0,100.0
1,55,5,941.0,180.0
1,41,5,262.0,175.0
1,50,7,314.0,190.0
2,71,3,911.0,45.0
1,46,7,23.0,550.0
2,24,6,262.0,80.0
2,45,5,911.0,60.0
1,30,6,321.0,160.0
1,25,6,183.0,120.0
2,25,5,512.0,142.0
1,27,5,733.0,130.0
1,55,5,311.0,148.0
2,27,6,183.0,150.0
2,40,5,422.0,130.0
1,46,2,911.0,70.0
2,46,5,422.0,120.0
1,42,4,941.0,120.0
2,37,4,911.0,80.0
1,28,6,315.0,220.0
2,24,5,321.0,100.0
1,63,2,713.0,60.0
1,50,7,713.0,160.0
2,40,5,262.0,100.0
1,40,7,314.0,300.0
1,50,7,161.0,340.0
1,51,5,313.0,350.0
1,65,7,911.0,32.0
1,37,7,220.0,300.0
1,40,7,315.0,200.0
2,31,5,751.0,70.0
1,39,9,113.0,400.0
1,65,5,753.0,117.0
1,38,5,825.0,130.0
1,53,5,941.0,80.0
2,46,5,511.0,90.0
1,37,7,311.0,200.0
1,36,5,713.0,180.0
2,39,5,421.0,60.0
1,32,7,262.0,186.0
1,63,3,912.0,80.0
2,30,5,323.0,150.0
1,28,7,233.0,150.0
1,26,5,530.0,120.0
1,65,5,713.0,150.0
1,38,7,312.0,180.0
2,34,5,252.0,80.0
1,39,5,422.0,220.0
1,39,5,842.0,200.0
2,51,3,911.0,60.0
1,44,5,842.0,150.0
2,37,5,421.0,200.0
1,38,5,713.0,204.0
2,44,4,911.0,150.0
1,36,8,156.0,300.0
1,54,4,311.0,247.0
1,38,5,441.0,200.0
1,38,7,733.0,235.0
1,46,5,941.0,105.0
1,58,5,825.0,150.0
1,83,5,252.0,10.0
1,50,3,613.0,120.0
2,46,3,422.0,100.0
1,26,6,444.0,130.0
1,50,4,842.0,130.0
2,27,6,183.0,145.0
2,30,7,156.0,150.0
2,52,5,311.0,200.0
1,25,7,120.0,100.0
2,57,4,411.0,100.0
1,55,4,812.0,450.0
2,45,4,826.0,130.0
2,25,5,-1.0,100.0
1,45,5,842.0,80.0
1,47,5,23.0,250.0
1,51,5,321.0,100.0
2,54,4,421.0,150.0
1,47,5,-1.0,238.0
1,36,7,237.0,238.0
2,65,2,911.0,110.0
1,30,5,712.0,220.0
1,50,4,421.0,170.0
1,37,7,262.0,708.0
2,35,8,143.0,266.0
1,38,7,182.0,400.0
1,49,5,713.0,230.0
2,22,6,315.0,80.0
2,64,2,911.0,60.0
1,65,4,712.0,140.0
2,62,3,411.0,50.0
1,51,3,415.0,140.0
1,34,6,262.0,270.0
1,31,5,311.0,200.0
1,28,7,312.0,150.0
1,39,8,132.0,400.0
2,37,7,252.0,320.0
1,63,4,712.0,120.0
2,48,3,911.0,150.0
2,49,7,512.0,100.0
1,50,7,311.0,300.0
2,44,7,315.0,170.0
2,55,3,911.0,80.0
2,30,6,154.0,95.0
2,29,6,154.0,95.0
1,50,4,753.0,67.0
2,27,7,411.0,50.0
1,28,5,311.0,195.0
2,37,5,512.0,140.0
1,36,4,714.0,90.0
1,56,7,711.0,150.0
1,51,5,318.0,270.0
1,46,5,842.0,118.0
2,39,5,741.0,20.0
2,19,5,321.0,40.0
1,32,8,120.0,200.0
1,37,7,314.0,150.0
1,64,3,913.0,67.0
1,50,3,-1.0,100.0
2,27,7,183.0,200.0
1,28,7,311.0,120.0
2,26,7,317.0,51.0
1,44,7,315.0,500.0
1,30,6,315.0,180.0
2,28,7,314.0,128.0
1,38,7,24.0,365.0
1,36,6,842.0,150.0
1,37,5,441.0,245.0
1,42,6,262.0,430.0
1,54,6,311.0,147.0
2,47,5,753.0,124.0
2,22,7,317.0,70.0
1,35,7,714.0,480.0
1,52,5,712.0,177.0
2,48,8,151.0,150.0
1,43,5,913.0,130.0
1,51,7,316.0,154.0
2,44,6,512.0,110.0
2,24,6,315.0,158.0
2,22,5,311.0,80.0
1,40,5,712.0,108.0
2,37,5,521.0,80.0
1,36,4,941.0,120.0
1,60,5,912.0,99.0
1,30,5,311.0,200.0
2,26,5,241.0,119.0
1,40,6,23.0,400.0
2,37,7,235.0,40.0
2,53,5,322.0,90.0
2,35,7,152.0,200.0
1,51,7,23.0,360.0
1,20,7,132.0,60.0
1,19,7,234.0,100.0
1,52,5,313.0,350.0
1,28,6,242.0,150.0
2,26,7,422.0,100.0
1,30,5,262.0,150.0
1,34,7,262.0,250.0
1,48,4,753.0,100.0
1,51,5,816.0,180.0
2,46,5,512.0,73.0
2,22,6,315.0,70.0
1,48,7,315.0,650.0
1,30,6,120.0,200.0
1,35,5,823.0,200.0
1,33,5,941.0,100.0
2,36,7,314.0,270.0
1,39,9,111.0,200.0
1,38,5,941.0,120.0
2,37,5,513.0,200.0
1,61,4,912.0,90.0
2,33,6,314.0,200.0
1,28,7,184.0,300.0
1,43,5,316.0,150.0
2,41,4,753.0,120.0
1,41,5,183.0,290.0
1,34,5,316.0,260.0
1,31,5,821.0,170.0
1,42,7,829.0,170.0
2,42,6,220.0,200.0
2,34,7,313.0,200.0
1,59,7,24.0,150.0
2,31,7,521.0,55.0
1,40,7,313.0,250.0
2,33,8,156.0,150.0
2,46,9,141.0,500.0
1,50,8,153.0,400.0
2,47,5,512.0,43.0
1,49,5,712.0,200.0
2,61,2,911.0,55.0
1,28,5,832.0,130.0
1,44,5,262.0,335.0
1,48,3,914.0,225.0
1,32,7,184.0,210.0
2,31,8,311.0,200.0
1,32,5,262.0,150.0
1,34,7,316.0,180.0
2,38,5,184.0,200.0
1,48,7,315.0,500.0
2,65,5,911.0,65.0
1,36,5,842.0,130.0
1,33,5,913.0,110.0
1,49,5,842.0,150.0
1,38,5,913.0,220.0
1,63,4,942.0,90.0
1,36,7,23.0,238.0
1,42,7,321.0,200.0
2,41,5,521.0,120.0
1,36,5,753.0,149.0
2,34,4,930.0,50.0
1,41,5,712.0,180.0
2,44,5,753.0,30.0
1,44,7,314.0,230.0
1,25,4,913.0,150.0
2,73,2,914.0,28.0
1,46,6,822.0,350.0
1,37,5,421.0,200.0
1,29,8,132.0,500.0
2,25,8,165.0,120.0
1,55,6,912.0,100.0
2,49,5,911.0,130.0
2,34,5,315.0,80.0
1,44,5,829.0,220.0
1,39,7,233.0,200.0
1,47,7,312.0,350.0
1,36,7,262.0,250.0
1,57,5,816.0,130.0
1,35,8,132.0,380.0
1,30,7,312.0,260.0
1,59,3,912.0,80.0
1,35,5,530.0,150.0
1,57,5,712.0,150.0
2,54,4,714.0,100.0
1,29,5,712.0,100.0
2,49,3,714.0,80.0
1,37,4,753.0,140.0
1,36,7,-1.0,250.0
2,42,5,753.0,120.0
1,23,6,915.0,120.0
1,36,5,744.0,180.0
1,30,6,421.0,120.0
2,36,5,271.0,110.0
2,25,5,315.0,80.0
2,33,7,315.0,270.0
1,35,7,315.0,400.0
1,60,3,912.0,85.0
1,34,7,235.0,150.0
1,37,5,842.0,220.0
1,28,6,262.0,100.0
2,70,3,930.0,50.0
2,50,4,753.0,60.0
1,45,8,291.0,450.0
1,63,5,713.0,200.0
1,35,6,913.0,200.0
1,43,8,161.0,320.0
1,41,6,311.0,200.0
1,37,5,161.0,220.0
1,39,7,311.0,350.0
2,37,5,315.0,160.0
2,53,5,911.0,60.0
1,45,5,823.0,160.0
1,51,3,721.0,120.0
2,35,5,753.0,93.0
2,54,4,411.0,50.0
1,31,5,512.0,160.0
1,52,5,712.0,100.0
1,21,6,512.0,96.0
1,46,5,731.0,120.0
1,38,7,263.0,280.0
2,26,7,154.0,80.0
2,27,6,143.0,100.0
2,25,6,212.0,100.0
2,63,3,915.0,30.0
1,33,5,829.0,240.0
2,50,5,411.0,100.0
2,24,6,315.0,110.0
1,48,4,712.0,100.0
2,68,2,914.0,18.0
1,32,7,262.0,200.0
2,30,7,252.0,200.0
1,42,5,713.0,60.0
2,41,4,421.0,60.0
2,44,4,317.0,32.0
1,57,5,912.0,100.0
1,49,5,713.0,160.0
2,41,5,832.0,70.0
1,49,5,825.0,200.0
2,49,4,421.0,60.0
2,45,3,714.0,90.0
2,23,6,321.0,53.0
2,39,8,152.0,320.0
1,41,9,151.0,370.0
1,40,7,316.0,200.0
2,37,6,316.0,212.0
1,25,6,183.0,100.0
2,35,6,311.0,40.0
1,38,5,842.0,110.0
2,30,7,183.0,170.0
2,28,6,322.0,150.0
2,27,7,143.0,180.0
1,37,7,315.0,400.0
1,59,4,721.0,148.0
1,40,4,753.0,130.0
2,32,5,422.0,50.0
2,56,5,512.0,100.0
2,27,7,156.0,70.0
1,30,7,314.0,150.0
1,35,7,317.0,150.0
1,34,7,251.0,200.0
1,37,5,941.0,210.0
2,31,6,156.0,200.0
1,33,6,120.0,120.0
2,27,5,512.0,120.0
1,37,5,511.0,180.0
1,32,7,315.0,390.0
1,42,5,941.0,50.0
1,57,7,132.0,300.0
2,28,6,271.0,90.0
2,26,6,120.0,160.0
2,41,4,911.0,150.0
2,23,6,422.0,50.0
2,26,7,152.0,200.0
1,34,7,131.0,300.0
2,32,7,131.0,180.0
2,38,5,422.0,50.0
1,43,5,913.0,90.0
2,42,4,512.0,80.0
1,40,7,292.0,250.0
1,30,6,184.0,200.0
2,29,5,314.0,140.0
1,24,5,823.0,140.0
1,37,7,120.0,250.0
2,35,5,513.0,-1.0
1,34,7,262.0,290.0
1,39,7,156.0,400.0
1,53,7,232.0,450.0
2,23,6,311.0,200.0
2,24,5,184.0,400.0
1,33,5,311.0,130.0
1,59,5,444.0,58.0
1,31,6,311.0,200.0
1,34,7,236.0,500.0
2,42,7,315.0,100.0
1,48,7,314.0,330.0
1,47,7,733.0,300.0
2,40,4,911.0,80.0
2,50,3,753.0,100.0
1,32,6,165.0,200.0
1,38,5,842.0,220.0
1,38,6,132.0,300.0
1,25,5,282.0,90.0
1,30,7,165.0,200.0
1,57,9,151.0,54.0
2,31,7,183.0,200.0
2,26,7,312.0,200.0
2,44,9,151.0,70.0
1,37,7,184.0,30.0
1,41,4,733.0,200.0
2,32,6,311.0,150.0
2,58,3,751.0,62.0
1,44,7,316.0,180.0
1,66,5,912.0,82.0
1,53,3,712.0,200.0
2,49,4,915.0,74.0
2,33,6,315.0,250.0
1,36,7,311.0,220.0
2,50,5,241.0,210.0
1,29,7,733.0,150.0
2,27,6,317.0,150.0
1,60,7,315.0,500.0
1,30,7,261.0,250.0
2,28,7,291.0,300.0
1,45,4,753.0,170.0
2,39,3,753.0,90.0
1,23,5,412.0,70.0
1,41,8,151.0,420.0
1,40,8,141.0,580.0
2,38,9,292.0,300.0
2,32,7,252.0,50.0
1,49,5,712.0,200.0
1,33,6,312.0,250.0
1,47,7,164.0,320.0
1,36,5,316.0,328.0
1,37,5,421.0,200.0
2,35,5,513.0,100.0
1,47,7,262.0,380.0
1,42,5,822.0,200.0
2,40,5,162.0,100.0
1,57,7,912.0,160.0
2,27,6,120.0,150.0
1,36,7,311.0,350.0
1,59,5,511.0,150.0
1,33,7,825.0,178.0
2,31,5,311.0,160.0
1,28,7,316.0,197.0
1,37,8,156.0,170.0
2,35,6,143.0,170.0
1,58,7,316.0,120.0
1,31,7,182.0,170.0
2,27,7,172.0,133.0
1,56,4,912.0,98.0
2,26,5,912.0,115.0
2,24,5,912.0,132.0
2,31,5,415.0,70.0
1,47,9,151.0,400.0
1,34,6,262.0,180.0
2,44,3,422.0,80.0
2,41,7,271.0,180.0
1,41,7,152.0,180.0
2,34,7,271.0,170.0
1,37,5,713.0,160.0
2,34,5,321.0,75.0
2,33,5,753.0,100.0
2,49,4,911.0,88.0
1,28,7,131.0,220.0
1,56,5,842.0,120.0
2,46,5,911.0,80.0
2,21,7,422.0,30.0
1,47,9,151.0,550.0
1,56,4,941.0,100.0
1,28,6,733.0,180.0
1,25,6,316.0,200.0
1,32,6,120.0,250.0
2,34,6,154.0,100.0
1,31,7,183.0,180.0
2,31,5,183.0,100.0
1,45,8,152.0,420.0
2,42,7,313.0,370.0
1,36,5,721.0,150.0
2,35,5,915.0,40.0
1,54,4,721.0,180.0
2,50,3,829.0,70.0
2,24,7,271.0,120.0
1,38,7,315.0,250.0
2,37,7,512.0,147.0
1,38,7,262.0,290.0
1,38,5,712.0,120.0
1,37,5,831.0,370.0
1,39,7,131.0,275.0
1,38,8,120.0,425.0
1,46,7,161.0,350.0
1,44,8,316.0,400.0
1,39,6,315.0,270.0
1,38,7,316.0,220.0
2,34,5,262.0,100.0
1,59,7,23.0,400.0
2,56,7,322.0,300.0
1,30,7,312.0,300.0
1,34,7,262.0,260.0
1,54,9,151.0,600.0
1,41,7,315.0,458.0
1,54,7,142.0,300.0
2,27,7,262.0,150.0
1,51,4,842.0,220.0
1,25,5,412.0,60.0
2,22,5,143.0,120.0
1,33,9,151.0,60.0
2,32,7,311.0,208.0
1,49,8,252.0,670.0
1,36,7,262.0,280.0
1,61,7,912.0,80.0
2,55,5,513.0,148.0
2,31,7,314.0,193.0
1,27,7,415.0,70.0
1,25,7,321.0,50.0
2,48,4,753.0,100.0
2,22,6,183.0,130.0
1,45,5,441.0,250.0
2,41,5,753.0,70.0
1,27,6,316.0,130.0
2,25,6,271.0,100.0
1,29,7,262.0,220.0
1,27,7,156.0,60.0
2,48,4,911.0,30.0
2,23,6,512.0,20.0
2,51,5,521.0,95.0
1,24,4,733.0,70.0
2,59,3,911.0,49.0
2,53,3,421.0,70.0
1,33,7,262.0,160.0
1,29,5,829.0,170.0
1,44,5,316.0,220.0
2,34,8,314.0,270.0
2,30,7,317.0,330.0
2,47,5,315.0,60.0
1,25,7,312.0,208.0
1,23,7,741.0,160.0
1,65,8,313.0,600.0
1,29,7,312.0,250.0
1,28,5,842.0,50.0
1,59,5,712.0,200.0
2,54,5,30.0,100.0
1,31,7,30.0,150.0
1,25,5,415.0,67.0
1,51,8,22.0,550.0
2,25,7,314.0,170.0
1,30,7,262.0,180.0
2,36,5,753.0,100.0
2,58,5,411.0,100.0
2,25,6,316.0,93.0
1,39,5,714.0,50.0
1,68,5,912.0,70.0
1,52,6,23.0,200.0
2,49,5,913.0,120.0
1,23,7,912.0,92.0
1,54,5,321.0,100.0
1,28,7,220.0,220.0
2,26,6,311.0,150.0
1,52,5,237.0,300.0
2,49,5,421.0,100.0
2,23,5,512.0,80.0
2,59,3,911.0,75.0
1,33,9,132.0,248.0
2,30,7,311.0,140.0
1,34,7,732.0,400.0
2,30,6,143.0,120.0
2,50,7,271.0,80.0
2,24,6,322.0,80.0
2,26,7,311.0,140.0
1,57,6,912.0,90.0
2,53,3,411.0,100.0
2,30,5,511.0,140.0
1,22,6,321.0,36.0
1,48,5,829.0,180.0
1,44,5,444.0,400.0
1,41,5,712.0,150.0
1,62,3,713.0,90.0
1,47,3,721.0,120.0
2,44,3,421.0,50.0
1,35,5,842.0,180.0
1,41,7,714.0,200.0
1,36,7,135.0,230.0
2,36,7,156.0,90.0
1,50,4,912.0,90.0
2,56,3,411.0,50.0
1,29,5,316.0,100.0
2,32,7,316.0,376.0
2,19,7,156.0,24.0
1,27,8,120.0,230.0
1,60,9,151.0,500.0
2,27,7,152.0,220.0
2,53,3,751.0,70.0
2,23,7,317.0,20.0
1,46,7,152.0,370.0
1,59,3,842.0,150.0
2,32,7,23.0,330.0
1,30,6,262.0,120.0
1,24,7,415.0,150.0
2,40,5,422.0,90.0
2,46,5,421.0,130.0
2,20,6,322.0,58.0
1,56,4,311.0,100.0
1,52,7,313.0,360.0
1,52,7,153.0,333.0
2,45,8,153.0,315.0
2,29,6,143.0,145.0
2,27,5,512.0,180.0
1,25,5,262.0,140.0
2,31,6,521.0,120.0
1,68,5,912.0,85.0
1,45,7,151.0,64.0
2,45,6,512.0,100.0
1,38,5,712.0,190.0
1,57,8,23.0,484.0
1,35,6,262.0,155.0
1,56,7,30.0,816.0
1,53,8,30.0,190.0
1,31,7,220.0,200.0
2,30,7,152.0,250.0
2,44,4,915.0,50.0
1,47,7,431.0,460.0
1,51,5,912.0,95.0
2,50,6,513.0,80.0
1,52,8,318.0,800.0
1,58,7,120.0,900.0
2,27,8,315.0,270.0
2,37,7,271.0,100.0
1,51,8,272.0,120.0
1,44,7,829.0,410.0
1,45,6,311.0,150.0
2,44,4,421.0,120.0
2,33,5,512.0,100.0
2,21,5,412.0,110.0
1,40,6,131.0,320.0
1,39,4,913.0,110.0
1,36,7,184.0,220.0
1,34,7,315.0,300.0
1,49,5,842.0,290.0
2,24,7,156.0,80.0
2,37,5,318.0,88.0
1,34,7,262.0,100.0
1,31,6,220.0,130.0
2,23,6,143.0,160.0
1,69,3,912.0,75.0
1,33,6,262.0,195.0
1,31,7,712.0,240.0
1,30,5,292.0,320.0
2,41,6,30.0,320.0
2,48,3,911.0,50.0
2,25,5,315.0,90.0
1,24,5,183.0,180.0
1,42,5,721.0,200.0
1,35,9,151.0,260.0
2,34,7,242.0,220.0
2,31,7,263.0,147.0
1,44,7,161.0,340.0
2,38,5,832.0,80.0
2,56,4,711.0,200.0
2,33,5,315.0,120.0
1,32,5,842.0,160.0
1,49,7,120.0,400.0
2,48,4,421.0,80.0
1,29,6,315.0,170.0
2,54,3,911.0,78.0
1,40,5,316.0,500.0
1,40,7,311.0,300.0
1,42,7,262.0,200.0
1,36,7,131.0,210.0
1,54,5,262.0,260.0
2,50,5,911.0,80.0
2,26,7,263.0,150.0
1,25,6,512.0,120.0
2,69,2,911.0,20.0
1,54,5,821.0,247.0
1,33,8,312.0,262.0
2,55,3,930.0,42.0
2,28,7,143.0,180.0
2,67,3,411.0,60.0
1,35,7,234.0,198.0
1,42,5,829.0,225.0
2,41,5,842.0,80.0
2,27,6,315.0,114.0
2,43,5,512.0,98.0
