p060101,p060107,p060110,p060350,p061642
1,58,3,912.0,69.0
2,56,3,914.0,55.0
1,29,5,812.0,180.0
1,41,5,941.0,50.0
1,49,7,712.0,100.0
1,46,8,713.0,200.0
2,42,4,753.0,100.0
1,47,7,733.0,450.0
2,38,5,262.0,200.0
1,32,7,311.0,150.0
2,30,7,314.0,240.0
1,25,6,422.0,100.0
1,31,7,261.0,228.0
2,43,4,512.0,70.0
1,36,7,513.0,175.0
1,61,4,912.0,70.0
1,50,6,733.0,400.0
2,22,5,311.0,80.0
2,52,4,513.0,150.0
1,26,7,311.0,120.0
1,63,3,911.0,70.0
2,31,5,915.0,90.0
1,29,7,220.0,280.0
1,52,4,712.0,150.0
2,44,4,930.0,90.0
2,22,6,120.0,140.0
1,35,6,132.0,210.0
1,46,4,262.0,200.0
2,42,4,930.0,60.0
1,42,7,733.0,210.0
1,46,4,731.0,100.0
2,23,6,321.0,70.0
2,33,5,315.0,90.0
1,33,5,733.0,200.0
1,65,5,912.0,80.0
1,27,8,132.0,200.0
1,41,4,721.0,130.0
2,40,3,753.0,70.0
2,21,6,315.0,80.0
1,39,4,713.0,200.0
2,34,5,317.0,53.0
1,28,7,131.0,130.0
2,26,6,512.0,90.0
1,62,5,912.0,85.0
1,30,6,422.0,130.0
1,31,6,512.0,130.0
1,44,7,311.0,200.0
1,39,7,315.0,300.0
2,60,3,911.0,75.0
1,33,5,314.0,250.0
1,30,7,156.0,230.0
1,33,6,315.0,240.0
2,33,5,315.0,120.0
1,47,4,741.0,150.0
2,47,4,911.0,62.0
1,44,4,712.0,180.0
2,63,3,513.0,100.0
2,66,3,911.0,70.0
2,50,3,753.0,50.0
1,43,5,314.0,120.0
2,44,4,821.0,20.0
1,28,5,733.0,150.0
1,54,3,721.0,95.0
2,48,3,911.0,100.0
2,24,7,311.0,150.0
1,36,5,312.0,330.0
2,35,5,911.0,80.0
1,43,3,-1.0,70.0
1,33,5,441.0,200.0
2,37,4,421.0,25.0
1,19,5,415.0,75.0
1,43,5,311.0,200.0
2,40,5,753.0,110.0
1,72,3,914.0,16.0
1,47,5,316.0,180.0
2,46,4,753.0,100.0
1,27,5,713.0,250.0
1,25,7,511.0,250.0
2,34,5,321.0,96.0
1,53,5,712.0,140.0
1,28,5,941.0,120.0
1,26,6,941.0,90.0
2,41,5,753.0,80.0
1,38,5,842.0,150.0
1,42,5,713.0,195.0
1,67,5,912.0,77.0
2,66,3,915.0,20.0
2,61,2,911.0,75.0
2,36,5,321.0,80.0
1,56,7,151.0,500.0
1,58,4,714.0,120.0
1,28,7,231.0,160.0
2,56,3,411.0,140.0
1,28,9,832.0,200.0
1,26,5,262.0,100.0
1,30,8,272.0,40.0
1,30,6,511.0,150.0
2,49,5,512.0,50.0
1,67,3,915.0,36.0
2,55,4,422.0,80.0
2,30,5,120.0,130.0
1,61,3,941.0,80.0
1,34,8,132.0,240.0
1,27,5,422.0,250.0
1,35,5,183.0,180.0
1,31,7,315.0,170.0
1,37,7,312.0,160.0
1,27,7,311.0,170.0
1,56,3,911.0,140.0
2,52,3,911.0,100.0
2,65,3,911.0,20.0
1,32,7,311.0,150.0
2,29,7,153.0,180.0
1,26,7,161.0,135.0
1,61,3,912.0,80.0
2,55,3,513.0,50.0
2,53,4,421.0,180.0
2,25,7,120.0,150.0
2,23,6,412.0,50.0
1,41,7,312.0,500.0
1,58,3,912.0,85.0
1,26,5,412.0,70.0
1,38,5,821.0,150.0
1,61,4,912.0,72.0
1,32,6,732.0,140.0
2,30,6,292.0,130.0
2,28,7,312.0,102.0
2,26,7,152.0,160.0
1,49,7,312.0,350.0
1,49,4,942.0,60.0
1,29,6,822.0,150.0
2,23,5,321.0,55.0
1,53,5,842.0,100.0
2,45,4,421.0,150.0
2,25,7,318.0,105.0
2,24,5,321.0,130.0
1,59,4,912.0,100.0
1,27,5,183.0,130.0
2,45,3,911.0,126.0
1,45,4,753.0,120.0
2,37,3,753.0,80.0
2,39,5,714.0,40.0
2,25,8,152.0,100.0
2,49,7,152.0,270.0
2,37,5,183.0,40.0
2,67,4,911.0,47.0
1,37,9,132.0,300.0
2,34,7,312.0,250.0
1,41,5,733.0,200.0
2,42,5,930.0,50.0
1,44,5,711.0,200.0
1,34,7,312.0,400.0
2,32,7,156.0,80.0
1,48,5,842.0,190.0
1,49,7,152.0,250.0
1,48,5,315.0,180.0
2,30,5,315.0,220.0
2,29,7,252.0,80.0
1,41,5,316.0,250.0
2,19,5,315.0,84.0
2,24,6,292.0,150.0
1,23,5,422.0,130.0
1,35,7,313.0,170.0
1,62,3,941.0,140.0
2,49,4,911.0,140.0
2,42,5,513.0,120.0
1,30,5,823.0,140.0
1,37,5,842.0,180.0
2,28,6,322.0,120.0
1,67,5,842.0,35.0
1,33,7,120.0,180.0
1,55,5,511.0,400.0
1,42,7,316.0,300.0
1,49,7,161.0,350.0
2,24,7,315.0,170.0
2,45,7,252.0,50.0
2,48,6,261.0,70.0
1,50,8,752.0,300.0
2,47,5,311.0,270.0
1,56,5,30.0,360.0
1,27,6,421.0,180.0
1,25,5,315.0,120.0
2,23,7,152.0,190.0
2,72,3,911.0,50.0
1,48,5,832.0,260.0
1,35,7,315.0,250.0
2,33,6,315.0,180.0
2,49,8,322.0,200.0
1,44,6,816.0,130.0
1,45,5,313.0,116.0
2,42,5,311.0,70.0
1,42,5,842.0,200.0
1,55,7,22.0,430.0
2,25,7,271.0,120.0
1,35,8,312.0,220.0
2,31,7,220.0,152.0
1,32,5,314.0,120.0
1,41,6,262.0,220.0
1,20,5,832.0,100.0
1,20,6,512.0,90.0
2,18,5,321.0,40.0
1,33,5,311.0,147.0
2,27,7,235.0,100.0
2,30,5,314.0,150.0
2,26,5,317.0,120.0
1,39,5,262.0,165.0
1,48,7,314.0,135.0
2,42,5,513.0,300.0
2,69,3,911.0,42.0
2,40,5,311.0,80.0
1,44,7,23.0,450.0
2,41,5,512.0,60.0
2,22,6,262.0,80.0
2,43,5,911.0,50.0
1,28,6,315.0,150.0
2,23,5,512.0,133.0
1,25,5,826.0,110.0
1,53,5,311.0,124.0
2,25,6,183.0,80.0
1,24,5,913.0,60.0
1,41,5,842.0,130.0
2,38,5,513.0,200.0
1,44,2,911.0,70.0
2,44,5,422.0,100.0
1,40,4,941.0,120.0
2,35,4,911.0,70.0
1,59,5,913.0,100.0
1,28,6,165.0,160.0
1,26,6,315.0,160.0
1,61,2,713.0,100.0
1,28,5,316.0,110.0
2,38,5,262.0,80.0
1,37,6,315.0,300.0
1,38,7,314.0,270.0
1,48,5,23.0,300.0
1,48,7,161.0,330.0
1,49,5,313.0,280.0
2,20,5,832.0,110.0
1,63,7,912.0,82.0
1,35,7,220.0,250.0
1,48,5,441.0,250.0
1,38,7,315.0,450.0
2,29,5,751.0,48.0
1,43,5,712.0,250.0
1,37,9,113.0,300.0
1,30,5,911.0,150.0
2,31,5,911.0,50.0
1,57,5,444.0,150.0
1,25,5,512.0,70.0
2,44,5,511.0,80.0
2,22,7,252.0,30.0
1,35,7,311.0,200.0
1,34,5,713.0,80.0
1,43,7,842.0,150.0
2,37,5,421.0,60.0
1,26,7,314.0,200.0
2,60,5,512.0,50.0
1,49,3,713.0,150.0
1,30,7,262.0,180.0
1,31,6,132.0,250.0
2,32,7,322.0,90.0
1,42,7,23.0,250.0
2,44,5,422.0,80.0
1,38,5,753.0,250.0
2,37,5,411.0,100.0
1,63,5,713.0,40.0
1,33,7,131.0,300.0
1,37,5,842.0,150.0
2,35,5,412.0,150.0
2,49,3,914.0,40.0
1,42,5,842.0,150.0
2,35,5,421.0,160.0
1,40,5,23.0,250.0
2,42,4,911.0,50.0
1,34,8,156.0,200.0
1,52,4,311.0,280.0
1,36,7,733.0,150.0
1,56,5,744.0,50.0
1,81,5,252.0,10.0
1,48,3,613.0,70.0
2,26,7,144.0,70.0
1,24,6,444.0,110.0
1,41,5,613.0,200.0
1,30,6,315.0,150.0
2,28,7,156.0,100.0
2,51,5,421.0,130.0
2,50,5,311.0,150.0
2,26,6,431.0,220.0
1,28,7,120.0,300.0
2,55,4,411.0,40.0
1,53,4,812.0,350.0
1,46,5,713.0,200.0
2,43,4,826.0,100.0
2,23,5,-1.0,100.0
1,20,5,712.0,100.0
1,43,5,842.0,50.0
2,15,5,422.0,30.0
1,45,5,733.0,200.0
2,43,5,753.0,70.0
1,49,5,321.0,110.0
2,52,4,421.0,130.0
1,45,5,-1.0,130.0
1,34,7,316.0,170.0
1,28,5,183.0,150.0
1,48,4,421.0,170.0
1,35,7,262.0,450.0
2,33,7,143.0,150.0
1,36,7,182.0,410.0
1,47,5,713.0,170.0
2,45,4,832.0,70.0
2,62,2,911.0,60.0
1,39,6,733.0,200.0
1,63,4,712.0,105.0
2,60,3,411.0,50.0
1,49,3,415.0,100.0
1,32,6,262.0,250.0
1,29,5,311.0,130.0
1,26,7,312.0,135.0
1,37,8,132.0,290.0
2,35,7,252.0,170.0
1,61,4,712.0,120.0
1,33,4,912.0,130.0
1,40,5,512.0,150.0
2,39,5,422.0,90.0
2,46,3,911.0,100.0
2,47,7,513.0,30.0
2,42,7,315.0,160.0
1,53,5,620.0,130.0
2,53,3,421.0,80.0
2,27,6,154.0,120.0
1,53,3,712.0,100.0
1,34,4,714.0,200.0
1,36,5,825.0,180.0
1,54,7,711.0,150.0
1,42,3,941.0,70.0
1,49,5,318.0,200.0
2,19,5,315.0,100.0
2,37,5,930.0,25.0
1,35,7,262.0,180.0
2,28,5,315.0,100.0
1,30,7,120.0,225.0
1,35,7,262.0,50.0
1,29,6,513.0,80.0
1,48,3,-1.0,50.0
1,36,7,311.0,150.0
1,32,8,142.0,-1.0
2,50,4,513.0,500.0
2,25,7,183.0,160.0
1,26,7,311.0,126.0
2,43,6,512.0,120.0
1,42,7,315.0,400.0
2,26,7,314.0,150.0
1,36,7,316.0,250.0
1,34,6,842.0,150.0
1,32,6,220.0,200.0
1,35,5,441.0,200.0
1,53,3,733.0,40.0
1,27,5,232.0,100.0
1,24,5,282.0,50.0
1,40,6,262.0,250.0
1,52,6,311.0,140.0
2,45,5,753.0,100.0
2,20,7,317.0,50.0
1,33,7,714.0,300.0
1,50,5,712.0,150.0
2,46,8,151.0,130.0
1,41,5,913.0,120.0
2,37,4,743.0,25.0
1,49,4,825.0,140.0
2,45,4,930.0,40.0
2,22,6,315.0,150.0
2,20,5,315.0,110.0
2,42,5,513.0,200.0
1,38,5,712.0,130.0
2,35,5,412.0,40.0
1,55,7,312.0,150.0
2,27,6,156.0,90.0
1,34,4,713.0,180.0
1,38,6,23.0,380.0
1,56,5,912.0,100.0
2,54,5,832.0,70.0
2,51,5,322.0,100.0
2,33,7,152.0,200.0
1,49,7,23.0,415.0
2,43,5,513.0,500.0
2,21,7,512.0,13.0
1,50,8,292.0,380.0
1,39,7,316.0,350.0
1,42,7,513.0,458.0
1,50,5,313.0,150.0
1,26,6,242.0,100.0
2,24,7,422.0,36.0
1,28,5,262.0,140.0
1,32,7,262.0,140.0
1,18,5,913.0,80.0
1,40,5,512.0,180.0
1,49,5,816.0,160.0
2,44,5,512.0,60.0
1,46,7,315.0,500.0
1,31,7,311.0,280.0
1,28,6,120.0,190.0
2,44,9,151.0,400.0
1,33,5,823.0,180.0
2,34,7,314.0,230.0
1,37,9,111.0,170.0
2,30,7,311.0,150.0
1,36,5,941.0,100.0
1,59,4,912.0,90.0
2,31,5,314.0,180.0
2,30,5,145.0,150.0
1,41,5,316.0,150.0
2,39,4,316.0,130.0
1,31,6,314.0,160.0
1,39,5,183.0,300.0
1,61,3,941.0,150.0
1,32,5,316.0,150.0
1,32,5,-1.0,260.0
1,29,5,821.0,130.0
1,57,7,24.0,100.0
1,57,7,311.0,200.0
1,38,7,313.0,180.0
2,31,7,252.0,72.0
1,56,7,131.0,290.0
2,44,9,141.0,400.0
1,48,8,153.0,290.0
2,45,5,322.0,80.0
1,47,5,712.0,150.0
2,59,2,911.0,48.0
1,26,5,832.0,68.0
1,42,5,262.0,100.0
1,46,3,914.0,230.0
2,42,3,422.0,75.0
1,30,7,184.0,200.0
2,29,8,156.0,140.0
1,30,5,753.0,120.0
1,35,7,315.0,230.0
1,32,7,316.0,190.0
1,29,7,316.0,120.0
1,46,7,315.0,250.0
1,47,5,316.0,178.0
1,19,5,512.0,80.0
1,36,5,913.0,170.0
1,61,4,942.0,100.0
1,34,7,23.0,150.0
1,40,7,321.0,170.0
1,34,5,753.0,100.0
2,32,4,930.0,20.0
1,39,5,712.0,130.0
2,42,5,753.0,30.0
1,42,7,314.0,250.0
2,32,6,753.0,30.0
1,44,6,822.0,120.0
2,39,5,252.0,100.0
1,35,5,421.0,120.0
1,27,8,132.0,250.0
1,53,6,912.0,70.0
2,47,5,911.0,100.0
2,21,6,753.0,50.0
1,42,5,829.0,180.0
1,44,5,827.0,150.0
1,45,5,312.0,150.0
1,34,7,314.0,300.0
1,55,5,816.0,110.0
1,65,3,912.0,90.0
1,33,8,132.0,300.0
1,57,3,912.0,70.0
1,33,5,263.0,150.0
1,55,5,712.0,88.0
2,52,4,714.0,54.0
1,27,5,842.0,-1.0
2,47,3,714.0,90.0
1,35,4,753.0,120.0
1,70,3,914.0,27.0
2,66,2,911.0,40.0
1,62,4,912.0,80.0
1,34,7,-1.0,250.0
1,29,5,262.0,130.0
1,28,6,421.0,120.0
2,30,6,156.0,70.0
1,38,5,713.0,200.0
1,42,7,913.0,180.0
2,31,7,262.0,235.0
1,33,7,315.0,300.0
1,57,4,912.0,80.0
1,26,6,421.0,150.0
1,58,3,912.0,80.0
1,32,7,235.0,130.0
2,25,6,171.0,70.0
1,35,5,842.0,100.0
2,26,5,315.0,110.0
2,31,5,513.0,140.0
2,68,3,930.0,40.0
1,36,6,262.0,100.0
2,48,4,753.0,80.0
1,25,6,317.0,70.0
2,23,5,315.0,80.0
1,43,8,311.0,350.0
1,33,6,733.0,150.0
2,42,8,311.0,200.0
1,41,8,161.0,350.0
1,39,6,311.0,200.0
1,35,5,161.0,200.0
1,37,5,311.0,200.0
2,35,5,292.0,100.0
1,43,5,823.0,150.0
2,26,5,832.0,60.0
1,49,3,721.0,120.0
2,33,5,753.0,90.0
2,52,4,829.0,60.0
1,29,5,512.0,140.0
1,50,5,712.0,150.0
1,44,5,731.0,190.0
2,42,5,512.0,80.0
1,36,7,263.0,230.0
1,56,5,441.0,250.0
2,61,3,911.0,30.0
1,22,5,321.0,30.0
1,31,5,829.0,110.0
2,48,5,411.0,45.0
2,22,6,315.0,100.0
1,46,4,712.0,200.0
1,30,7,314.0,120.0
2,28,7,252.0,200.0
1,40,5,713.0,70.0
2,42,4,317.0,35.0
1,36,5,512.0,130.0
1,55,5,912.0,100.0
1,47,5,713.0,70.0
2,39,5,832.0,60.0
1,47,5,825.0,170.0
2,47,4,421.0,60.0
2,43,3,714.0,70.0
1,38,7,316.0,140.0
2,35,6,316.0,180.0
1,48,4,714.0,130.0
1,37,4,712.0,100.0
2,67,3,911.0,10.0
2,62,2,914.0,13.0
1,36,5,842.0,120.0
2,26,6,322.0,120.0
2,25,7,143.0,200.0
2,38,6,321.0,100.0
1,42,7,262.0,400.0
1,57,4,721.0,120.0
1,27,7,316.0,150.0
1,38,4,753.0,100.0
1,41,6,312.0,250.0
2,54,5,512.0,100.0
2,25,7,315.0,170.0
1,28,7,314.0,150.0
1,61,4,842.0,50.0
1,33,7,317.0,100.0
1,32,7,251.0,150.0
2,44,5,512.0,150.0
1,31,6,120.0,110.0
2,25,5,512.0,110.0
1,35,5,511.0,200.0
1,30,7,315.0,250.0
1,40,5,941.0,50.0
1,55,7,132.0,270.0
2,26,5,271.0,90.0
2,24,6,120.0,120.0
2,39,4,911.0,40.0
2,21,7,422.0,35.0
2,24,7,152.0,170.0
1,32,7,131.0,250.0
2,30,7,131.0,150.0
1,41,5,913.0,80.0
2,40,4,512.0,40.0
1,38,7,292.0,200.0
1,28,6,184.0,208.0
2,27,5,314.0,130.0
1,22,5,823.0,130.0
1,20,5,823.0,130.0
1,35,7,120.0,300.0
1,32,7,316.0,300.0
2,53,5,911.0,70.0
1,37,7,156.0,270.0
1,36,7,131.0,320.0
1,51,7,232.0,350.0
2,21,6,311.0,160.0
1,19,5,316.0,100.0
1,31,5,311.0,160.0
1,32,7,236.0,350.0
1,46,7,314.0,300.0
1,45,7,733.0,250.0
1,30,6,165.0,175.0
1,36,5,842.0,200.0
1,36,6,132.0,200.0
2,27,5,512.0,120.0
1,23,5,282.0,70.0
1,28,7,165.0,200.0
1,55,9,151.0,100.0
2,29,7,183.0,150.0
2,42,9,156.0,200.0
1,35,5,184.0,40.0
1,39,4,733.0,150.0
2,30,6,311.0,120.0
1,61,5,253.0,100.0
2,56,3,911.0,40.0
1,42,5,316.0,130.0
1,31,7,316.0,180.0
1,29,7,120.0,160.0
1,64,5,912.0,60.0
1,51,3,712.0,200.0
2,31,6,315.0,210.0
1,34,7,311.0,180.0
2,48,5,241.0,140.0
2,25,6,315.0,120.0
2,52,3,911.0,50.0
2,31,7,292.0,130.0
1,37,7,262.0,200.0
1,28,7,261.0,170.0
2,26,7,291.0,200.0
1,21,5,829.0,37.0
2,36,8,292.0,240.0
2,36,7,143.0,317.0
2,40,7,513.0,70.0
1,47,5,712.0,210.0
1,31,6,312.0,220.0
2,28,7,312.0,150.0
2,26,6,132.0,130.0
1,34,5,316.0,300.0
1,35,5,911.0,210.0
2,33,5,422.0,70.0
1,40,5,822.0,200.0
2,38,5,162.0,180.0
1,55,7,912.0,230.0
2,28,6,252.0,100.0
2,25,6,120.0,120.0
1,34,7,311.0,250.0
1,57,5,511.0,108.0
2,49,3,421.0,100.0
2,29,5,311.0,150.0
1,35,8,156.0,100.0
2,33,6,143.0,180.0
1,54,4,912.0,50.0
2,22,5,912.0,70.0
1,50,7,315.0,800.0
2,21,6,233.0,170.0
2,32,7,312.0,200.0
1,45,9,151.0,500.0
1,32,6,262.0,150.0
1,43,3,941.0,80.0
2,39,7,271.0,160.0
1,39,7,152.0,250.0
1,35,5,930.0,95.0
2,32,5,321.0,65.0
2,47,4,911.0,80.0
1,20,5,913.0,120.0
2,49,3,826.0,100.0
1,26,7,131.0,120.0
2,44,5,911.0,100.0
1,54,4,941.0,150.0
1,29,6,312.0,130.0
1,26,6,733.0,150.0
1,23,5,316.0,150.0
1,30,6,120.0,220.0
1,29,7,183.0,125.0
1,27,6,512.0,100.0
1,69,5,712.0,100.0
2,29,5,315.0,100.0
1,43,8,152.0,300.0
2,40,7,313.0,230.0
1,34,5,721.0,200.0
1,52,4,721.0,170.0
2,48,3,829.0,50.0
1,25,6,741.0,75.0
1,36,7,315.0,250.0
2,22,6,235.0,110.0
1,36,7,262.0,250.0
1,36,5,712.0,200.0
2,23,7,154.0,120.0
1,35,5,831.0,200.0
2,28,5,-1.0,1500.0
2,26,5,271.0,80.0
1,37,7,131.0,220.0
1,36,8,120.0,300.0
1,44,7,314.0,-1.0
1,44,7,161.0,380.0
1,42,8,316.0,330.0
1,37,6,315.0,150.0
1,36,7,316.0,200.0
1,29,5,421.0,150.0
1,27,5,120.0,120.0
1,40,5,511.0,150.0
2,32,5,832.0,20.0
1,57,7,23.0,450.0
1,52,9,151.0,440.0
1,33,5,753.0,100.0
1,39,7,315.0,350.0
2,20,5,143.0,85.0
1,48,7,262.0,500.0
1,62,7,311.0,110.0
1,27,7,316.0,140.0
2,30,7,311.0,125.0
1,47,8,252.0,250.0
2,32,8,231.0,210.0
2,30,7,141.0,330.0
2,26,7,142.0,220.0
1,34,7,312.0,260.0
1,34,7,262.0,250.0
1,19,7,321.0,40.0
2,53,5,513.0,200.0
2,29,7,314.0,180.0
1,25,7,315.0,150.0
2,46,4,753.0,70.0
1,43,5,441.0,220.0
2,39,5,753.0,70.0
1,57,5,712.0,120.0
1,25,6,316.0,80.0
2,23,6,271.0,60.0
1,26,7,252.0,35.0
2,46,4,911.0,36.0
2,57,3,911.0,50.0
1,48,7,184.0,550.0
1,30,8,412.0,200.0
2,25,6,252.0,70.0
1,33,5,-1.0,180.0
2,53,3,913.0,120.0
1,31,7,262.0,140.0
1,56,5,842.0,150.0
1,27,5,912.0,130.0
1,42,5,316.0,200.0
2,46,8,151.0,-1.0
2,28,7,315.0,150.0
1,71,2,911.0,72.0
2,32,8,314.0,250.0
2,28,7,311.0,200.0
1,33,7,261.0,100.0
2,45,5,315.0,60.0
1,25,7,120.0,200.0
2,50,8,252.0,20.0
1,63,8,313.0,500.0
2,35,7,252.0,120.0
1,29,7,263.0,180.0
1,27,7,183.0,200.0
2,27,7,183.0,120.0
1,57,5,712.0,200.0
2,31,7,252.0,250.0
1,29,7,422.0,140.0
1,23,5,512.0,60.0
1,49,8,22.0,380.0
1,58,7,316.0,310.0
1,28,7,132.0,200.0
2,26,7,142.0,200.0
1,28,7,262.0,170.0
2,34,5,753.0,50.0
1,64,4,232.0,70.0
2,71,3,911.0,55.0
2,56,5,411.0,150.0
1,25,5,422.0,120.0
2,23,6,315.0,100.0
1,66,5,912.0,70.0
1,51,7,261.0,350.0
1,52,5,321.0,100.0
2,50,5,241.0,120.0
2,24,6,311.0,120.0
2,49,4,512.0,100.0
1,22,7,512.0,100.0
2,24,7,311.0,65.0
2,57,3,911.0,70.0
1,31,9,132.0,160.0
1,32,7,732.0,250.0
2,28,6,143.0,100.0
2,48,7,154.0,80.0
2,24,7,311.0,95.0
1,20,7,156.0,140.0
2,44,4,753.0,16.0
1,55,6,912.0,140.0
2,51,3,411.0,100.0
2,28,5,511.0,125.0
1,46,5,829.0,180.0
1,42,5,444.0,300.0
2,44,5,311.0,110.0
1,39,5,712.0,80.0
1,60,3,713.0,100.0
1,45,3,721.0,90.0
1,33,5,842.0,160.0
1,39,7,714.0,120.0
1,34,7,135.0,200.0
2,34,7,156.0,150.0
1,60,3,733.0,120.0
2,54,3,914.0,10.0
1,27,5,-1.0,120.0
1,25,6,311.0,130.0
2,30,6,316.0,270.0
2,61,2,911.0,50.0
1,51,7,415.0,300.0
1,25,7,512.0,100.0
1,58,9,151.0,400.0
2,25,7,152.0,150.0
2,22,7,252.0,60.0
2,21,7,512.0,25.0
1,44,7,152.0,300.0
1,57,3,842.0,150.0
2,30,7,23.0,200.0
2,51,7,142.0,300.0
2,38,5,422.0,100.0
2,55,5,513.0,300.0
1,32,8,232.0,500.0
1,30,7,825.0,150.0
2,27,7,317.0,150.0
1,54,4,311.0,80.0
2,64,3,513.0,60.0
1,50,7,313.0,320.0
1,45,8,183.0,270.0
2,41,9,151.0,320.0
1,50,7,153.0,300.0
2,43,7,153.0,250.0
2,39,8,321.0,450.0
2,27,6,143.0,125.0
2,25,5,512.0,150.0
2,29,6,521.0,100.0
1,65,5,912.0,70.0
1,66,5,912.0,75.0
1,36,5,712.0,180.0
2,35,5,321.0,35.0
1,55,8,23.0,300.0
2,57,5,915.0,90.0
1,33,6,262.0,115.0
1,54,7,30.0,550.0
1,29,7,220.0,155.0
2,28,7,152.0,170.0
1,44,5,30.0,230.0
