p160101,p160107,p160110,p160350,p161642
2,20,5,322.0,105.0
1,60,5,912.0,120.0
1,35,5,733.0,300.0
2,33,5,314.0,250.0
2,60,3,512.0,130.0
1,39,7,312.0,350.0
1,47,7,312.0,670.0
1,60,8,132.0,450.0
1,33,6,311.0,325.0
1,39,5,941.0,160.0
1,45,5,712.0,200.0
1,51,5,712.0,270.0
1,59,7,712.0,100.0
2,26,6,157.0,230.0
1,35,7,312.0,330.0
1,48,7,511.0,200.0
2,48,6,262.0,70.0
1,35,6,183.0,200.0
1,41,8,164.0,400.0
2,53,4,512.0,170.0
1,46,7,513.0,420.0
2,40,7,311.0,250.0
1,71,4,912.0,100.0
1,60,7,816.0,300.0
2,32,5,271.0,120.0
2,31,7,315.0,200.0
1,36,7,313.0,200.0
1,55,5,842.0,130.0
1,39,7,220.0,600.0
1,62,4,712.0,200.0
2,32,7,120.0,355.0
1,45,6,132.0,435.0
1,56,4,262.0,200.0
2,52,4,422.0,100.0
1,26,6,242.0,150.0
2,55,5,315.0,97.0
2,28,7,156.0,150.0
2,43,5,315.0,110.0
2,24,5,521.0,150.0
1,47,5,753.0,100.0
2,47,4,422.0,200.0
1,32,6,512.0,180.0
2,54,7,315.0,-1.0
2,31,6,315.0,150.0
1,29,6,316.0,150.0
2,36,7,521.0,150.0
1,49,4,713.0,260.0
2,21,5,832.0,110.0
2,47,5,421.0,120.0
1,56,7,311.0,228.0
1,38,8,135.0,400.0
1,72,5,912.0,150.0
2,63,4,714.0,60.0
2,60,4,911.0,114.0
1,38,5,422.0,200.0
1,24,6,314.0,600.0
1,49,7,315.0,750.0
2,29,7,311.0,220.0
1,27,7,311.0,200.0
1,32,8,282.0,200.0
1,40,7,156.0,400.0
1,43,6,315.0,600.0
2,43,5,315.0,247.0
1,57,4,721.0,150.0
1,25,6,829.0,200.0
1,48,5,316.0,250.0
1,41,5,941.0,100.0
2,53,7,315.0,140.0
2,25,7,314.0,160.0
1,56,4,941.0,180.0
1,40,5,512.0,200.0
2,50,3,743.0,120.0
2,27,7,311.0,300.0
2,45,5,915.0,70.0
1,43,5,441.0,400.0
2,42,5,315.0,230.0
1,53,5,311.0,250.0
2,50,5,753.0,200.0
1,25,6,421.0,200.0
1,57,5,311.0,80.0
2,56,4,930.0,176.0
1,30,5,913.0,76.0
1,29,8,311.0,120.0
1,34,9,111.0,560.0
1,35,7,512.0,150.0
1,63,5,712.0,80.0
1,38,5,941.0,100.0
1,36,6,941.0,100.0
2,45,5,911.0,150.0
1,24,7,321.0,67.0
1,52,5,713.0,100.0
2,27,7,311.0,180.0
2,76,3,911.0,20.0
1,42,5,911.0,120.0
1,22,5,813.0,150.0
1,38,5,712.0,160.0
1,68,4,714.0,100.0
1,38,7,231.0,200.0
1,36,5,262.0,300.0
2,32,8,152.0,200.0
1,53,6,712.0,250.0
2,47,7,23.0,280.0
1,70,5,912.0,110.0
1,38,6,842.0,320.0
1,34,5,511.0,160.0
1,37,5,263.0,300.0
1,66,5,712.0,200.0
2,61,3,911.0,170.0
1,45,5,183.0,250.0
1,41,7,262.0,400.0
1,47,7,842.0,150.0
2,46,6,322.0,130.0
2,61,3,911.0,98.0
1,38,5,842.0,250.0
2,48,5,512.0,125.0
1,33,7,829.0,250.0
2,75,3,911.0,50.0
2,39,8,153.0,320.0
1,36,7,311.0,300.0
2,65,3,930.0,60.0
2,31,7,132.0,300.0
2,61,5,941.0,140.0
1,71,3,912.0,103.0
2,65,3,411.0,90.0
2,40,7,311.0,161.0
1,31,7,183.0,200.0
1,28,6,721.0,180.0
1,48,5,721.0,220.0
2,38,7,312.0,200.0
2,36,7,152.0,300.0
1,59,7,323.0,170.0
1,59,4,942.0,100.0
1,39,6,822.0,335.0
2,33,5,321.0,150.0
1,63,5,842.0,150.0
2,55,4,911.0,200.0
1,69,4,912.0,98.0
1,56,4,712.0,225.0
1,32,7,165.0,330.0
2,47,5,512.0,117.0
2,28,7,312.0,200.0
1,26,7,512.0,96.0
1,47,9,132.0,600.0
2,44,7,312.0,300.0
2,46,5,282.0,150.0
1,51,5,733.0,300.0
2,44,5,512.0,135.0
2,53,5,911.0,140.0
1,58,5,842.0,180.0
1,27,6,311.0,140.0
1,59,7,152.0,515.0
2,28,7,315.0,450.0
1,26,5,252.0,230.0
1,58,5,315.0,340.0
1,57,6,23.0,470.0
1,34,7,120.0,280.0
2,43,5,421.0,52.0
1,38,6,311.0,560.0
2,70,3,911.0,78.0
2,50,6,311.0,110.0
2,42,5,721.0,120.0
1,63,5,262.0,200.0
2,34,6,262.0,200.0
1,45,7,313.0,300.0
2,44,5,172.0,192.0
1,72,3,941.0,70.0
2,56,6,152.0,500.0
2,59,5,411.0,80.0
2,31,6,133.0,220.0
1,65,5,316.0,282.0
2,74,5,911.0,20.0
1,61,7,842.0,80.0
1,31,7,132.0,420.0
1,40,5,823.0,250.0
2,37,5,315.0,140.0
1,37,6,421.0,440.0
1,61,5,941.0,120.0
1,30,7,262.0,200.0
1,29,7,262.0,300.0
1,44,5,316.0,510.0
1,40,7,316.0,400.0
2,33,7,156.0,90.0
2,59,8,322.0,480.0
1,54,6,829.0,195.0
1,55,5,313.0,300.0
2,52,7,271.0,100.0
1,52,5,842.0,275.0
2,52,4,911.0,120.0
2,33,7,313.0,170.0
1,45,8,312.0,450.0
2,41,7,120.0,320.0
1,42,5,322.0,250.0
2,52,6,143.0,90.0
1,51,6,262.0,300.0
2,46,6,321.0,170.0
1,68,5,912.0,118.0
1,43,5,311.0,350.0
2,41,5,421.0,130.0
2,40,5,315.0,150.0
1,42,5,712.0,340.0
1,49,5,262.0,220.0
2,48,3,317.0,100.0
1,26,7,316.0,180.0
2,50,5,316.0,130.0
1,54,7,23.0,1800.0
2,53,5,911.0,80.0
1,25,7,415.0,40.0
2,23,6,415.0,30.0
1,38,6,712.0,200.0
1,33,8,165.0,200.0
1,63,5,311.0,160.0
2,48,5,912.0,152.0
2,54,5,422.0,180.0
2,25,5,512.0,130.0
1,69,5,842.0,170.0
2,32,5,321.0,150.0
2,65,3,911.0,80.0
1,39,5,832.0,300.0
1,71,2,941.0,150.0
1,58,7,713.0,200.0
1,65,7,165.0,50.0
2,43,6,521.0,220.0
1,58,5,24.0,350.0
1,45,7,220.0,520.0
1,58,5,441.0,420.0
2,56,5,911.0,100.0
1,47,7,23.0,550.0
1,33,6,183.0,250.0
2,54,5,511.0,90.0
2,32,7,156.0,200.0
1,29,7,315.0,250.0
1,45,7,311.0,180.0
1,44,5,713.0,400.0
2,47,5,911.0,180.0
1,59,3,713.0,150.0
2,41,6,252.0,100.0
1,37,7,281.0,250.0
1,40,7,262.0,420.0
2,42,7,154.0,90.0
2,25,6,120.0,120.0
1,71,3,912.0,80.0
1,36,7,233.0,230.0
1,43,8,272.0,180.0
1,43,7,131.0,458.0
1,47,5,422.0,250.0
2,45,5,421.0,305.0
1,46,5,713.0,260.0
1,50,5,912.0,120.0
2,52,4,911.0,80.0
2,25,6,511.0,120.0
1,44,8,156.0,300.0
1,46,7,733.0,340.0
1,54,5,842.0,210.0
1,58,3,613.0,120.0
2,36,8,271.0,150.0
1,53,5,912.0,220.0
2,48,5,271.0,120.0
2,27,7,512.0,180.0
2,25,6,317.0,210.0
2,35,6,183.0,417.0
1,32,7,131.0,250.0
1,40,6,220.0,250.0
1,42,9,151.0,400.0
1,38,7,120.0,300.0
2,65,4,911.0,95.0
1,63,4,311.0,180.0
1,56,5,731.0,150.0
2,23,7,152.0,250.0
1,54,5,712.0,85.0
2,53,4,753.0,140.0
2,33,5,311.0,170.0
1,30,6,120.0,160.0
1,53,5,842.0,150.0
2,27,5,241.0,178.0
1,26,6,120.0,170.0
1,32,7,120.0,297.0
2,58,4,753.0,250.0
1,44,7,316.0,380.0
2,73,2,911.0,55.0
2,41,5,832.0,60.0
2,34,6,-1.0,198.0
1,58,4,941.0,100.0
1,64,5,413.0,250.0
1,38,5,271.0,250.0
2,35,7,271.0,130.0
2,46,8,312.0,149.0
1,46,8,182.0,800.0
1,57,5,713.0,358.0
1,27,7,311.0,247.0
1,49,6,941.0,150.0
2,49,5,743.0,99.0
1,73,4,911.0,55.0
1,32,6,120.0,270.0
1,25,5,120.0,120.0
2,67,3,911.0,80.0
1,39,5,311.0,400.0
1,36,7,312.0,300.0
1,47,8,132.0,600.0
1,43,4,842.0,120.0
2,41,5,321.0,80.0
2,49,5,521.0,156.0
2,57,7,411.0,110.0
1,26,7,311.0,50.0
1,58,7,311.0,300.0
2,52,7,315.0,200.0
2,27,7,311.0,200.0
2,63,3,262.0,270.0
2,37,6,252.0,120.0
1,58,4,753.0,50.0
2,57,4,911.0,50.0
1,80,3,914.0,20.0
1,49,7,321.0,70.0
2,45,5,512.0,220.0
2,44,4,753.0,130.0
1,44,4,311.0,200.0
1,64,7,311.0,240.0
1,39,5,511.0,192.0
1,52,3,941.0,140.0
1,50,3,941.0,140.0
1,59,5,318.0,270.0
2,47,5,512.0,160.0
2,19,5,291.0,170.0
1,45,7,316.0,350.0
2,38,5,315.0,140.0
1,40,8,23.0,442.0
1,45,7,941.0,176.0
1,58,3,941.0,150.0
1,29,6,120.0,230.0
2,35,7,183.0,350.0
1,66,5,912.0,98.0
1,36,7,733.0,176.0
2,25,7,318.0,10.0
2,22,7,281.0,40.0
1,70,4,842.0,130.0
2,40,5,271.0,168.0
1,35,5,816.0,270.0
1,38,6,315.0,320.0
1,44,6,842.0,200.0
1,62,6,912.0,104.0
2,30,7,143.0,140.0
2,28,7,315.0,250.0
1,43,7,714.0,420.0
1,60,5,712.0,350.0
2,53,4,411.0,50.0
1,30,6,832.0,180.0
1,59,7,316.0,460.0
2,52,6,512.0,150.0
2,32,6,315.0,200.0
2,30,5,311.0,200.0
2,52,5,262.0,300.0
2,27,7,312.0,200.0
1,25,7,422.0,200.0
2,60,5,-1.0,80.0
1,68,5,912.0,110.0
2,45,7,311.0,200.0
1,32,6,323.0,170.0
1,29,8,112.0,130.0
2,46,5,321.0,140.0
2,23,6,154.0,200.0
2,20,5,512.0,100.0
1,42,6,316.0,500.0
2,31,7,165.0,300.0
1,28,7,120.0,250.0
1,60,8,23.0,300.0
2,56,6,143.0,200.0
2,34,7,422.0,200.0
1,38,5,721.0,260.0
1,56,4,754.0,100.0
1,28,5,522.0,260.0
1,64,3,712.0,60.0
1,59,5,816.0,160.0
2,54,5,512.0,100.0
2,27,6,143.0,200.0
1,56,7,315.0,800.0
2,49,5,414.0,60.0
2,42,5,322.0,150.0
1,43,5,823.0,250.0
1,41,5,941.0,270.0
1,46,5,829.0,200.0
2,45,5,513.0,300.0
1,69,4,912.0,120.0
1,51,5,183.0,220.0
2,49,4,753.0,190.0
1,36,5,315.0,500.0
1,42,5,316.0,450.0
1,51,7,311.0,600.0
1,50,7,829.0,280.0
2,50,6,220.0,450.0
1,67,7,24.0,200.0
1,48,7,313.0,450.0
2,69,2,911.0,90.0
1,36,5,829.0,140.0
2,27,5,411.0,100.0
1,66,7,941.0,60.0
2,39,8,311.0,420.0
1,40,5,512.0,300.0
2,49,5,911.0,80.0
1,52,7,311.0,315.0
2,53,7,311.0,260.0
1,29,7,731.0,200.0
1,30,7,315.0,220.0
1,57,3,721.0,72.0
2,46,4,911.0,120.0
2,26,7,271.0,163.0
2,25,6,415.0,200.0
1,57,5,842.0,200.0
1,29,5,831.0,200.0
1,26,5,930.0,240.0
1,46,5,913.0,250.0
1,38,5,743.0,300.0
1,50,7,321.0,360.0
2,42,4,422.0,70.0
1,49,5,711.0,200.0
2,52,5,753.0,100.0
2,42,6,512.0,200.0
2,81,2,914.0,25.0
1,63,5,23.0,200.0
2,33,8,156.0,180.0
1,63,6,912.0,180.0
2,57,5,911.0,150.0
1,52,5,316.0,295.0
2,49,5,831.0,200.0
2,26,7,315.0,150.0
2,45,7,318.0,100.0
1,28,7,262.0,230.0
2,26,7,233.0,190.0
1,47,5,120.0,300.0
1,43,9,132.0,700.0
1,67,3,912.0,80.0
1,43,5,262.0,280.0
2,62,4,911.0,70.0
1,37,5,511.0,160.0
1,35,5,821.0,200.0
1,30,8,231.0,250.0
1,45,4,753.0,230.0
2,52,4,911.0,150.0
1,72,4,912.0,122.0
1,39,5,733.0,200.0
1,55,6,237.0,210.0
2,55,5,315.0,210.0
1,38,6,421.0,220.0
1,48,5,821.0,200.0
2,43,5,512.0,120.0
2,43,6,753.0,175.0
1,40,7,318.0,280.0
1,68,3,912.0,80.0
1,42,7,235.0,240.0
1,30,7,311.0,250.0
2,78,3,930.0,60.0
1,71,5,713.0,200.0
1,43,6,913.0,250.0
1,55,7,312.0,400.0
2,52,8,311.0,430.0
2,24,5,323.0,140.0
2,23,7,271.0,50.0
1,45,5,161.0,450.0
1,46,5,318.0,250.0
1,47,7,316.0,320.0
2,45,6,292.0,240.0
2,61,5,421.0,130.0
1,59,3,721.0,200.0
1,29,5,721.0,250.0
2,43,5,753.0,90.0
2,62,4,911.0,100.0
1,60,5,712.0,250.0
2,58,4,714.0,85.0
1,54,5,731.0,150.0
1,46,7,312.0,650.0
2,59,4,411.0,55.0
1,30,6,165.0,100.0
2,35,6,143.0,140.0
1,32,5,511.0,200.0
1,31,5,731.0,200.0
1,41,5,829.0,300.0
1,56,4,712.0,250.0
1,40,7,262.0,270.0
2,52,4,411.0,70.0
1,26,5,415.0,180.0
1,57,5,713.0,400.0
2,49,5,832.0,200.0
1,57,5,825.0,300.0
2,57,4,262.0,100.0
2,31,7,315.0,200.0
1,29,8,444.0,300.0
1,50,7,825.0,260.0
2,44,7,930.0,40.0
2,53,3,714.0,150.0
2,31,6,311.0,180.0
2,45,6,316.0,250.0
1,58,4,714.0,150.0
2,53,4,411.0,50.0
2,43,6,311.0,80.0
2,44,5,832.0,180.0
2,48,7,156.0,120.0
1,53,8,316.0,400.0
1,37,7,237.0,330.0
1,45,5,712.0,200.0
2,45,5,911.0,50.0
1,48,4,421.0,200.0
1,38,7,314.0,250.0
2,49,6,421.0,200.0
2,65,3,421.0,90.0
1,43,7,513.0,150.0
2,44,5,513.0,300.0
1,31,5,512.0,300.0
1,45,5,733.0,350.0
2,54,5,512.0,170.0
2,62,4,512.0,50.0
1,40,7,315.0,680.0
2,26,5,311.0,200.0
1,65,7,132.0,400.0
2,34,6,120.0,200.0
1,59,4,753.0,200.0
2,27,8,152.0,200.0
1,48,5,262.0,240.0
2,43,5,512.0,180.0
2,34,7,152.0,350.0
1,42,7,712.0,350.0
2,40,7,131.0,300.0
1,61,8,151.0,250.0
1,53,5,721.0,200.0
2,46,5,753.0,110.0
1,51,5,913.0,150.0
2,20,7,317.0,130.0
1,48,7,292.0,350.0
2,47,6,271.0,150.0
2,37,5,314.0,200.0
1,32,5,415.0,250.0
1,45,7,120.0,400.0
1,42,7,262.0,440.0
1,48,5,752.0,100.0
1,31,5,311.0,200.0
2,41,7,143.0,150.0
1,61,7,132.0,554.0
2,31,7,311.0,600.0
1,29,5,262.0,200.0
1,41,5,316.0,360.0
1,67,5,915.0,88.0
2,54,5,411.0,110.0
2,27,7,172.0,220.0
1,26,8,111.0,380.0
1,42,7,236.0,1300.0
2,43,8,271.0,24.0
2,50,7,315.0,180.0
1,56,7,314.0,400.0
1,55,7,733.0,475.0
1,40,6,165.0,350.0
1,46,5,842.0,320.0
1,46,6,817.0,400.0
2,37,5,323.0,240.0
2,59,5,511.0,150.0
2,34,7,183.0,300.0
2,52,9,151.0,266.0
1,45,7,184.0,100.0
1,49,4,733.0,130.0
1,42,4,941.0,120.0
1,71,5,912.0,80.0
2,66,3,411.0,130.0
1,42,5,713.0,400.0
2,41,7,292.0,192.0
2,45,7,152.0,450.0
2,64,5,411.0,55.0
1,38,7,261.0,780.0
2,36,7,291.0,440.0
1,53,5,912.0,94.0
2,47,3,411.0,54.0
2,29,7,156.0,250.0
1,48,8,141.0,1160.0
2,46,9,161.0,500.0
2,50,7,252.0,150.0
1,28,6,165.0,180.0
2,43,5,422.0,180.0
1,55,7,262.0,416.0
1,50,5,30.0,500.0
2,48,5,162.0,250.0
1,65,7,912.0,190.0
2,43,6,143.0,140.0
1,44,7,311.0,900.0
1,67,5,511.0,150.0
1,36,7,316.0,600.0
1,66,7,316.0,150.0
2,31,7,183.0,195.0
2,37,5,322.0,200.0
2,27,7,314.0,160.0
1,42,6,316.0,500.0
2,40,6,318.0,200.0
1,53,3,941.0,65.0
2,52,3,914.0,32.0
1,48,7,829.0,400.0
1,34,5,512.0,120.0
2,40,5,915.0,100.0
2,42,7,271.0,400.0
1,42,5,941.0,180.0
1,57,5,312.0,320.0
1,31,5,512.0,160.0
1,31,5,733.0,200.0
2,41,5,753.0,130.0
2,22,6,241.0,100.0
1,25,6,132.0,250.0
2,57,4,911.0,140.0
1,30,5,511.0,175.0
2,59,3,753.0,100.0
1,36,7,131.0,300.0
2,62,3,911.0,80.0
1,38,7,311.0,315.0
1,64,5,842.0,150.0
2,54,5,911.0,70.0
2,29,7,311.0,250.0
1,55,9,151.0,800.0
1,36,6,132.0,800.0
1,33,6,733.0,340.0
1,40,6,120.0,350.0
2,42,6,271.0,180.0
1,43,7,416.0,500.0
1,39,7,183.0,220.0
1,37,6,120.0,220.0
2,45,7,412.0,100.0
1,42,5,941.0,160.0
1,53,8,152.0,450.0
1,44,5,721.0,200.0
2,43,5,930.0,80.0
2,58,3,832.0,64.0
1,35,6,832.0,200.0
2,32,7,323.0,210.0
1,46,7,24.0,540.0
1,46,7,262.0,530.0
1,80,7,156.0,50.0
1,46,5,712.0,220.0
2,39,7,120.0,315.0
1,42,5,714.0,250.0
2,49,5,941.0,80.0
1,61,8,173.0,200.0
1,29,7,141.0,300.0
1,45,5,831.0,670.0
2,36,5,323.0,170.0
2,45,7,271.0,150.0
1,37,6,521.0,230.0
1,35,7,262.0,280.0
2,34,6,315.0,200.0
1,35,6,315.0,390.0
1,46,8,120.0,1000.0
1,54,7,161.0,417.0
2,51,5,315.0,90.0
1,27,7,132.0,230.0
1,46,7,316.0,630.0
2,42,5,262.0,120.0
1,67,7,317.0,150.0
2,64,7,322.0,200.0
1,39,7,165.0,540.0
1,38,8,312.0,790.0
1,62,9,151.0,800.0
1,28,9,251.0,150.0
1,75,7,912.0,416.0
2,27,7,315.0,450.0
1,49,7,315.0,800.0
1,59,4,842.0,340.0
1,33,5,412.0,198.0
2,25,6,522.0,150.0
1,32,7,262.0,150.0
2,53,5,321.0,100.0
1,69,7,912.0,129.0
2,39,7,311.0,83.0
1,33,7,712.0,310.0
1,32,8,120.0,350.0
2,30,6,183.0,270.0
1,27,6,311.0,200.0
2,25,8,112.0,200.0
1,35,6,316.0,170.0
2,33,6,271.0,130.0
2,59,5,911.0,130.0
1,34,5,915.0,140.0
1,32,5,913.0,150.0
1,40,5,913.0,150.0
1,66,6,842.0,35.0
2,61,3,911.0,25.0
2,43,8,165.0,530.0
1,41,7,262.0,200.0
2,65,5,411.0,180.0
1,37,5,731.0,150.0
2,42,8,165.0,500.0
2,62,7,271.0,120.0
1,43,7,317.0,190.0
1,29,6,242.0,180.0
2,28,7,322.0,150.0
1,37,7,312.0,500.0
2,44,5,930.0,85.0
2,61,5,911.0,250.0
2,62,5,911.0,150.0
1,51,5,751.0,300.0
1,33,5,832.0,300.0
1,59,9,21.0,500.0
1,38,7,133.0,250.0
2,33,6,315.0,150.0
1,47,5,713.0,100.0
2,23,7,321.0,83.0
1,39,7,262.0,500.0
1,60,6,23.0,270.0
2,57,5,913.0,200.0
1,33,7,415.0,250.0
1,31,7,511.0,300.0
1,62,5,311.0,250.0
1,60,5,237.0,140.0
1,32,8,233.0,320.0
2,31,7,412.0,150.0
2,55,7,317.0,40.0
1,44,7,311.0,350.0
2,67,3,911.0,70.0
1,41,9,132.0,600.0
2,43,5,313.0,100.0
2,58,7,411.0,170.0
2,29,7,232.0,220.0
2,34,7,314.0,250.0
2,33,7,741.0,250.0
1,30,8,141.0,350.0
2,54,4,911.0,60.0
1,27,7,512.0,100.0
1,23,5,733.0,200.0
1,65,6,912.0,130.0
1,30,6,512.0,200.0
1,52,5,444.0,400.0
1,49,5,712.0,200.0
1,55,3,721.0,200.0
2,52,3,829.0,100.0
1,29,6,512.0,180.0
2,27,5,143.0,140.0
2,27,6,422.0,160.0
1,43,5,842.0,200.0
1,49,7,714.0,300.0
1,58,4,912.0,120.0
1,31,6,262.0,240.0
2,64,3,411.0,50.0
1,37,5,316.0,150.0
2,40,7,316.0,800.0
1,65,5,915.0,77.0
1,62,4,912.0,100.0
1,33,7,120.0,200.0
2,49,7,172.0,170.0
1,54,7,152.0,420.0
1,28,6,421.0,200.0
1,67,3,842.0,230.0
2,40,7,164.0,675.0
1,32,7,282.0,100.0
1,54,5,512.0,60.0
2,51,5,512.0,60.0
1,26,6,120.0,233.0
1,57,5,712.0,200.0
2,54,5,911.0,150.0
1,64,4,311.0,160.0
1,31,8,272.0,140.0
2,47,5,421.0,130.0
1,32,7,753.0,100.0
1,30,7,120.0,250.0
2,53,8,153.0,400.0
2,35,5,412.0,200.0
1,33,5,512.0,240.0
1,42,6,842.0,150.0
2,39,7,521.0,170.0
1,53,7,151.0,120.0
2,53,6,915.0,110.0
1,46,5,712.0,290.0
2,45,5,321.0,80.0
1,56,7,912.0,150.0
2,67,5,911.0,130.0
1,43,6,262.0,300.0
1,64,7,132.0,420.0
1,61,8,23.0,250.0
1,39,7,120.0,350.0
2,38,7,152.0,270.0
1,55,7,431.0,480.0
2,58,6,143.0,250.0
2,31,7,315.0,400.0
2,62,7,411.0,20.0
2,35,8,315.0,210.0
1,59,8,173.0,150.0
2,20,7,422.0,53.0
2,41,5,422.0,160.0
1,31,6,825.0,250.0
2,29,5,412.0,250.0
1,19,5,512.0,70.0
1,57,5,842.0,420.0
2,56,4,753.0,100.0
2,30,7,315.0,300.0
2,45,5,172.0,170.0
1,42,7,172.0,173.0
1,39,6,220.0,350.0
2,41,6,133.0,150.0
1,77,3,912.0,75.0
1,41,6,262.0,400.0
1,35,5,314.0,200.0
1,38,5,292.0,300.0
1,65,4,911.0,100.0
2,56,3,411.0,30.0
1,43,9,151.0,650.0
2,42,7,242.0,270.0
1,40,7,733.0,400.0
1,61,3,712.0,200.0
1,76,4,941.0,200.0
2,62,5,411.0,140.0
1,32,5,282.0,250.0
1,52,7,161.0,450.0
2,46,5,832.0,110.0
1,51,7,237.0,230.0
2,49,6,271.0,168.0
2,48,5,411.0,60.0
1,59,4,712.0,150.0
2,56,4,512.0,110.0
1,32,7,135.0,300.0
1,25,6,311.0,130.0
2,23,6,262.0,150.0
1,48,7,311.0,450.0
1,44,7,23.0,100.0
1,62,5,262.0,400.0
2,34,7,315.0,200.0
1,33,6,825.0,320.0
2,56,4,911.0,90.0
2,77,2,911.0,50.0
1,62,5,721.0,350.0
2,53,4,753.0,133.0
1,32,7,316.0,200.0
1,29,7,131.0,185.0
1,41,8,312.0,350.0
2,36,7,143.0,300.0
1,74,5,912.0,98.0
1,43,7,132.0,430.0
1,50,5,942.0,80.0
1,50,5,721.0,550.0
2,49,5,322.0,250.0
2,35,6,315.0,175.0
1,28,6,512.0,120.0
2,40,5,315.0,90.0
2,28,7,141.0,300.0
1,63,7,316.0,350.0
