p220101,p220107,p220110,p220350,p221642
1,53,7,312.0,400.0
2,50,7,252.0,230.0
1,41,7,132.0,483.0
2,31,7,313.0,160.0
2,55,5,317.0,200.0
2,28,7,183.0,230.0
2,24,7,220.0,250.0
2,64,4,911.0,70.0
1,39,7,120.0,700.0
1,35,6,930.0,200.0
1,53,4,713.0,220.0
2,50,4,411.0,180.0
2,61,4,930.0,75.0
2,50,5,422.0,240.0
1,66,5,912.0,200.0
2,39,5,314.0,360.0
1,39,8,120.0,500.0
1,45,7,312.0,600.0
1,66,8,132.0,500.0
1,45,5,941.0,300.0
1,55,5,941.0,400.0
2,50,5,315.0,170.0
1,57,5,712.0,100.0
2,51,4,721.0,200.0
1,65,7,712.0,200.0
1,62,8,23.0,150.0
2,58,4,911.0,150.0
1,29,6,415.0,150.0
1,54,7,311.0,350.0
2,54,6,262.0,300.0
1,26,7,156.0,300.0
1,47,8,164.0,650.0
2,59,4,911.0,145.0
2,34,5,512.0,230.0
1,52,7,513.0,800.0
2,46,7,311.0,250.0
1,66,7,23.0,400.0
2,37,7,321.0,400.0
1,61,5,842.0,200.0
1,45,7,220.0,700.0
1,68,4,714.0,250.0
2,38,7,120.0,430.0
2,33,6,154.0,220.0
1,51,6,132.0,430.0
1,62,4,941.0,130.0
2,58,4,911.0,100.0
1,32,6,312.0,300.0
1,58,7,262.0,400.0
1,27,6,252.0,180.0
2,26,7,241.0,220.0
2,61,5,315.0,180.0
2,34,8,156.0,250.0
1,31,8,152.0,200.0
2,49,5,315.0,160.0
1,57,4,721.0,280.0
2,30,5,311.0,195.0
2,60,7,315.0,280.0
1,35,6,262.0,390.0
2,68,3,411.0,27.0
1,42,5,733.0,200.0
2,27,5,832.0,180.0
2,25,6,422.0,200.0
2,53,5,421.0,219.0
1,62,7,311.0,276.0
1,44,8,135.0,490.0
1,58,3,713.0,170.0
1,78,5,912.0,120.0
1,46,6,262.0,250.0
2,66,4,911.0,175.0
1,28,5,522.0,200.0
1,59,9,842.0,250.0
2,54,7,252.0,200.0
2,35,7,323.0,290.0
1,33,7,311.0,350.0
1,40,8,152.0,200.0
1,38,8,311.0,300.0
1,33,5,915.0,240.0
1,46,7,156.0,350.0
1,54,6,842.0,100.0
1,49,6,315.0,750.0
2,49,5,321.0,250.0
2,63,4,911.0,185.0
1,54,5,316.0,303.0
1,60,4,712.0,250.0
2,34,6,143.0,200.0
2,79,3,513.0,20.0
1,47,5,941.0,200.0
2,59,7,315.0,230.0
2,82,3,911.0,27.0
2,31,7,165.0,250.0
1,28,7,313.0,230.0
1,62,4,914.0,130.0
1,29,6,321.0,50.0
2,49,5,421.0,80.0
1,46,5,512.0,-1.0
2,56,3,741.0,100.0
1,25,6,441.0,100.0
1,52,5,713.0,240.0
2,51,5,911.0,270.0
1,49,5,441.0,500.0
1,19,7,422.0,65.0
2,48,5,315.0,315.0
1,59,5,311.0,400.0
1,31,6,421.0,250.0
1,26,7,316.0,200.0
1,36,5,753.0,150.0
1,35,8,152.0,230.0
1,40,9,151.0,430.0
1,41,7,512.0,180.0
1,51,4,731.0,150.0
2,50,5,513.0,285.0
2,56,4,322.0,150.0
1,69,5,712.0,200.0
1,44,5,941.0,230.0
2,51,5,911.0,90.0
1,30,7,511.0,260.0
1,27,6,913.0,180.0
1,58,5,713.0,320.0
2,24,6,512.0,160.0
2,38,7,252.0,350.0
1,59,6,912.0,200.0
1,48,5,311.0,270.0
1,30,7,120.0,300.0
1,44,5,712.0,200.0
1,74,4,714.0,150.0
1,44,7,234.0,300.0
1,42,5,262.0,250.0
2,52,5,521.0,210.0
1,25,6,412.0,50.0
1,46,8,173.0,210.0
2,38,8,152.0,300.0
1,59,6,712.0,300.0
2,53,7,30.0,330.0
1,23,6,911.0,200.0
1,32,7,315.0,300.0
1,44,6,842.0,270.0
2,67,4,411.0,65.0
1,25,6,321.0,130.0
1,72,5,712.0,150.0
1,44,5,913.0,200.0
1,51,5,829.0,180.0
1,47,7,323.0,200.0
1,53,7,842.0,150.0
2,22,7,321.0,60.0
1,44,5,415.0,120.0
1,43,7,311.0,500.0
2,54,5,512.0,80.0
1,27,7,282.0,40.0
2,68,3,411.0,135.0
1,42,8,441.0,380.0
1,39,7,829.0,700.0
2,45,8,153.0,380.0
1,42,7,311.0,300.0
2,71,3,262.0,100.0
1,50,5,615.0,275.0
1,47,5,911.0,70.0
2,45,5,513.0,500.0
2,69,4,911.0,100.0
1,34,6,732.0,250.0
1,32,6,120.0,290.0
1,54,5,721.0,300.0
2,42,7,152.0,348.0
1,65,7,829.0,210.0
1,65,4,942.0,50.0
1,45,6,822.0,400.0
1,33,7,133.0,400.0
2,61,4,911.0,88.0
1,75,4,912.0,150.0
2,69,3,911.0,120.0
2,45,6,911.0,170.0
1,62,4,941.0,250.0
1,38,7,165.0,400.0
1,65,7,615.0,180.0
2,53,5,512.0,170.0
1,32,7,732.0,300.0
1,53,9,132.0,370.0
2,50,7,312.0,350.0
2,52,5,421.0,180.0
1,57,5,733.0,350.0
2,58,5,321.0,170.0
2,44,5,511.0,300.0
2,50,5,512.0,180.0
1,31,5,512.0,230.0
2,59,5,911.0,180.0
1,64,5,911.0,180.0
1,33,6,829.0,230.0
2,34,7,315.0,500.0
1,64,5,315.0,400.0
2,28,7,172.0,210.0
1,25,8,272.0,130.0
1,43,4,713.0,80.0
1,40,7,120.0,365.0
2,49,5,421.0,130.0
1,44,6,315.0,900.0
2,76,3,911.0,60.0
2,44,6,432.0,550.0
2,56,6,444.0,200.0
2,48,5,721.0,150.0
2,63,5,753.0,200.0
1,51,7,311.0,500.0
2,50,5,172.0,250.0
2,22,6,131.0,180.0
1,39,5,713.0,300.0
1,62,4,914.0,85.0
1,30,7,512.0,300.0
2,37,6,132.0,300.0
1,71,5,912.0,85.0
2,80,5,911.0,30.0
1,67,7,842.0,250.0
2,64,6,411.0,150.0
1,37,7,132.0,500.0
2,63,5,422.0,190.0
1,43,6,421.0,480.0
1,36,7,262.0,300.0
1,35,7,262.0,600.0
1,46,5,513.0,250.0
1,50,5,316.0,500.0
1,46,7,316.0,500.0
2,60,4,411.0,170.0
1,37,8,132.0,380.0
1,60,6,713.0,225.0
1,61,5,713.0,170.0
2,58,7,411.0,210.0
2,31,7,315.0,210.0
1,58,5,842.0,266.0
2,58,4,911.0,120.0
2,39,7,313.0,270.0
1,36,7,712.0,550.0
1,48,5,220.0,250.0
1,31,7,131.0,300.0
2,21,5,421.0,265.0
2,58,6,143.0,250.0
1,25,7,282.0,40.0
1,57,6,262.0,400.0
2,52,6,911.0,109.0
1,26,7,132.0,200.0
2,73,5,911.0,27.0
1,49,5,311.0,300.0
1,44,6,321.0,130.0
1,48,5,712.0,400.0
2,43,6,421.0,140.0
1,55,5,262.0,280.0
1,30,6,733.0,180.0
2,61,7,262.0,200.0
1,32,7,316.0,200.0
2,60,5,315.0,170.0
1,34,9,111.0,350.0
1,64,5,842.0,150.0
2,58,5,513.0,200.0
1,29,7,242.0,280.0
1,31,7,120.0,280.0
2,29,6,313.0,260.0
1,44,6,712.0,200.0
1,39,8,165.0,430.0
2,67,3,911.0,20.0
2,39,5,323.0,140.0
1,37,7,156.0,200.0
2,54,5,911.0,170.0
1,30,6,421.0,250.0
1,59,5,511.0,260.0
2,38,5,321.0,250.0
2,71,3,911.0,154.0
1,45,5,262.0,300.0
1,64,7,713.0,200.0
2,60,6,311.0,150.0
2,43,6,411.0,97.0
1,65,5,842.0,90.0
2,64,5,842.0,90.0
1,38,9,132.0,533.0
1,36,7,511.0,300.0
1,53,6,317.0,50.0
2,50,5,530.0,100.0
1,64,5,24.0,250.0
1,56,6,842.0,240.0
2,56,5,421.0,115.0
1,28,6,444.0,180.0
2,31,6,271.0,230.0
1,30,7,120.0,310.0
1,59,7,312.0,600.0
1,51,7,120.0,640.0
1,64,5,842.0,220.0
2,62,5,911.0,100.0
2,24,7,512.0,80.0
2,60,5,511.0,130.0
1,35,7,315.0,250.0
1,50,5,713.0,700.0
2,53,5,911.0,220.0
2,26,6,421.0,200.0
1,65,3,713.0,150.0
1,38,5,941.0,150.0
2,47,6,252.0,220.0
1,43,7,183.0,265.0
1,46,7,262.0,420.0
2,48,7,156.0,140.0
2,31,6,120.0,150.0
2,62,5,911.0,40.0
2,25,6,271.0,180.0
1,49,7,131.0,500.0
2,47,6,411.0,92.0
1,38,5,942.0,100.0
1,33,6,315.0,150.0
2,79,2,411.0,27.0
2,51,5,421.0,390.0
1,52,5,713.0,365.0
1,56,5,912.0,130.0
2,58,4,422.0,160.0
1,50,8,156.0,700.0
1,52,7,733.0,360.0
1,24,7,153.0,210.0
2,60,5,411.0,100.0
2,42,8,23.0,300.0
1,40,6,314.0,300.0
2,54,5,271.0,50.0
2,33,7,262.0,280.0
1,38,7,131.0,250.0
1,46,6,311.0,300.0
1,43,8,156.0,300.0
1,48,9,151.0,500.0
1,44,7,120.0,470.0
2,58,5,317.0,140.0
1,60,5,711.0,350.0
2,59,4,753.0,200.0
2,33,5,241.0,215.0
2,31,6,315.0,195.0
1,28,5,913.0,200.0
1,32,6,120.0,250.0
2,60,4,411.0,200.0
1,38,7,311.0,200.0
2,64,4,753.0,200.0
1,34,7,157.0,250.0
2,32,6,829.0,150.0
2,79,2,911.0,100.0
2,47,5,832.0,178.0
2,40,6,323.0,150.0
1,64,4,941.0,100.0
2,52,8,312.0,270.0
1,52,8,182.0,1500.0
1,33,7,312.0,380.0
1,55,6,941.0,200.0
2,55,5,743.0,150.0
1,79,4,911.0,27.0
1,38,6,120.0,450.0
1,31,5,323.0,300.0
2,73,3,911.0,100.0
1,45,5,23.0,600.0
2,41,5,282.0,100.0
1,49,4,842.0,150.0
2,47,5,321.0,80.0
2,19,5,315.0,170.0
1,64,7,316.0,350.0
2,58,7,315.0,350.0
2,27,7,182.0,200.0
1,69,5,912.0,180.0
2,43,6,271.0,182.0
1,25,6,131.0,200.0
2,51,5,512.0,200.0
2,25,7,241.0,200.0
1,70,7,912.0,140.0
1,45,5,511.0,150.0
2,44,5,421.0,180.0
1,65,5,912.0,180.0
2,60,3,825.0,140.0
1,38,7,521.0,250.0
2,53,5,512.0,220.0
2,25,5,315.0,250.0
2,63,3,941.0,200.0
1,51,7,316.0,550.0
2,44,5,315.0,270.0
2,44,6,153.0,35.0
1,51,7,941.0,300.0
1,64,3,941.0,120.0
1,35,6,120.0,350.0
1,52,7,262.0,400.0
1,48,8,316.0,700.0
2,41,7,183.0,580.0
1,72,5,912.0,120.0
2,28,7,315.0,250.0
2,32,7,315.0,300.0
1,29,7,316.0,400.0
1,76,4,842.0,100.0
1,48,5,911.0,350.0
1,41,5,816.0,280.0
1,20,6,321.0,60.0
1,44,6,315.0,360.0
2,42,8,152.0,300.0
1,52,7,23.0,630.0
1,50,6,942.0,250.0
1,68,6,912.0,250.0
2,61,5,911.0,150.0
2,34,7,321.0,220.0
1,49,7,714.0,670.0
2,59,4,411.0,60.0
1,65,7,733.0,150.0
2,38,6,315.0,240.0
2,36,5,311.0,200.0
2,58,5,262.0,300.0
2,33,7,312.0,250.0
1,50,4,941.0,270.0
2,70,4,911.0,27.0
2,51,7,311.0,800.0
2,70,5,911.0,20.0
1,35,9,133.0,314.0
2,67,5,911.0,40.0
1,37,6,915.0,200.0
2,47,7,313.0,330.0
2,52,5,321.0,130.0
2,29,7,154.0,200.0
1,48,6,732.0,350.0
2,37,7,165.0,400.0
1,60,5,30.0,500.0
2,62,6,143.0,230.0
1,66,5,911.0,170.0
1,42,6,521.0,300.0
1,37,6,183.0,320.0
1,44,5,721.0,243.0
2,43,5,512.0,80.0
1,79,5,913.0,30.0
1,62,4,941.0,250.0
1,34,5,522.0,250.0
2,60,5,512.0,100.0
2,33,7,143.0,200.0
1,30,7,132.0,458.0
1,50,5,842.0,230.0
1,49,5,823.0,370.0
1,47,5,941.0,200.0
1,52,5,712.0,260.0
2,51,5,513.0,200.0
2,47,6,323.0,170.0
1,42,7,311.0,350.0
1,57,5,912.0,150.0
2,55,4,753.0,280.0
1,73,5,912.0,80.0
1,42,5,131.0,280.0
1,48,5,311.0,300.0
1,48,5,842.0,280.0
2,56,6,220.0,350.0
2,70,4,411.0,100.0
1,54,7,313.0,500.0
2,75,2,911.0,120.0
1,42,5,829.0,220.0
1,58,6,23.0,340.0
2,33,5,411.0,250.0
2,32,6,311.0,240.0
1,72,7,941.0,100.0
2,38,6,156.0,200.0
2,45,8,311.0,480.0
1,46,5,512.0,400.0
1,58,5,842.0,320.0
1,58,7,311.0,330.0
1,35,7,731.0,250.0
1,29,7,316.0,200.0
1,31,7,120.0,250.0
2,29,8,132.0,500.0
2,37,7,318.0,200.0
1,36,7,315.0,260.0
1,63,3,721.0,100.0
2,52,4,911.0,210.0
2,32,7,411.0,200.0
2,31,6,415.0,320.0
1,63,5,843.0,220.0
1,35,5,832.0,200.0
1,32,5,712.0,200.0
1,52,5,913.0,300.0
2,55,5,833.0,180.0
1,24,5,422.0,200.0
1,50,5,316.0,180.0
2,48,4,422.0,50.0
1,55,5,711.0,280.0
2,58,5,422.0,180.0
2,25,5,317.0,180.0
1,52,5,842.0,150.0
1,69,5,712.0,180.0
2,65,4,911.0,150.0
1,43,8,132.0,700.0
2,31,7,313.0,200.0
2,28,6,143.0,300.0
1,58,5,843.0,330.0
2,55,5,831.0,230.0
2,32,7,315.0,230.0
1,53,7,815.0,310.0
2,51,7,613.0,200.0
1,26,7,120.0,230.0
1,24,6,311.0,210.0
1,60,5,311.0,400.0
1,34,7,262.0,300.0
2,32,7,822.0,300.0
2,31,6,315.0,350.0
2,28,6,321.0,160.0
1,49,9,132.0,580.0
1,73,3,912.0,80.0
1,49,5,262.0,150.0
2,68,4,911.0,100.0
1,43,5,511.0,200.0
1,41,5,821.0,200.0
1,63,3,915.0,45.0
2,63,3,714.0,150.0
1,36,8,262.0,330.0
1,51,4,753.0,250.0
1,26,6,733.0,200.0
1,78,4,911.0,27.0
1,45,5,733.0,200.0
1,57,5,512.0,200.0
2,61,5,315.0,300.0
2,33,7,312.0,200.0
2,24,6,421.0,200.0
1,44,6,421.0,270.0
2,46,6,183.0,200.0
2,50,5,271.0,175.0
2,25,7,315.0,200.0
1,54,5,821.0,200.0
1,58,7,733.0,200.0
2,49,6,753.0,200.0
2,25,7,120.0,290.0
1,46,7,313.0,370.0
1,74,3,512.0,27.0
1,48,7,235.0,300.0
1,36,7,311.0,330.0
1,77,5,713.0,200.0
1,49,6,913.0,350.0
1,61,7,23.0,500.0
2,58,8,311.0,500.0
1,57,8,161.0,700.0
1,53,7,23.0,600.0
2,67,5,411.0,90.0
2,32,6,292.0,150.0
2,53,5,315.0,410.0
1,28,7,262.0,340.0
1,26,5,262.0,320.0
1,65,3,721.0,150.0
2,49,5,753.0,120.0
1,35,6,512.0,400.0
1,60,5,731.0,200.0
1,27,6,422.0,100.0
1,57,5,23.0,250.0
1,38,5,842.0,200.0
1,37,5,731.0,310.0
1,35,6,120.0,300.0
1,47,5,829.0,325.0
2,64,5,411.0,160.0
2,37,6,120.0,160.0
1,33,6,262.0,190.0
1,46,7,262.0,250.0
2,58,4,411.0,40.0
1,32,5,415.0,230.0
1,31,5,731.0,200.0
1,63,5,713.0,300.0
2,55,5,832.0,200.0
1,63,5,912.0,200.0
2,63,4,411.0,160.0
2,39,7,312.0,200.0
2,37,7,182.0,200.0
1,35,8,132.0,300.0
2,50,7,512.0,180.0
2,59,3,714.0,180.0
1,34,7,714.0,240.0
1,62,5,842.0,250.0
2,37,6,315.0,300.0
1,54,7,23.0,350.0
1,64,4,714.0,180.0
1,41,7,829.0,200.0
2,50,5,913.0,200.0
1,27,6,262.0,240.0
2,54,7,156.0,220.0
1,59,8,316.0,250.0
1,43,7,237.0,400.0
1,51,5,712.0,700.0
2,51,5,421.0,150.0
2,43,5,512.0,150.0
1,54,4,421.0,210.0
2,46,5,753.0,150.0
1,22,7,282.0,110.0
2,20,5,317.0,150.0
1,28,7,234.0,230.0
2,25,6,315.0,180.0
1,57,5,941.0,340.0
1,77,4,913.0,27.0
2,71,3,911.0,27.0
2,50,5,513.0,280.0
1,51,5,733.0,500.0
2,60,5,512.0,200.0
1,46,7,315.0,710.0
2,32,5,311.0,220.0
2,42,6,271.0,145.0
2,40,6,120.0,350.0
1,27,6,731.0,150.0
2,49,5,512.0,200.0
1,78,5,412.0,150.0
1,48,7,712.0,350.0
2,46,7,234.0,350.0
1,59,5,721.0,275.0
2,52,5,316.0,150.0
1,28,5,120.0,160.0
2,24,7,172.0,150.0
1,57,5,913.0,80.0
2,24,6,323.0,250.0
1,54,7,292.0,350.0
2,53,6,271.0,210.0
2,45,7,271.0,200.0
2,43,5,315.0,200.0
2,62,2,911.0,140.0
1,38,5,829.0,292.0
1,51,7,120.0,450.0
2,49,5,422.0,200.0
2,21,5,421.0,100.0
1,48,7,314.0,500.0
1,54,5,752.0,300.0
1,37,5,311.0,240.0
1,26,5,512.0,250.0
2,47,7,322.0,180.0
1,67,7,733.0,270.0
2,37,7,311.0,800.0
2,28,6,733.0,300.0
1,47,5,132.0,380.0
1,73,5,915.0,80.0
1,64,5,713.0,300.0
2,60,5,411.0,250.0
2,56,7,315.0,200.0
1,62,7,314.0,400.0
2,54,4,911.0,175.0
1,46,6,165.0,480.0
2,43,5,323.0,250.0
1,39,5,314.0,300.0
2,58,9,151.0,480.0
1,51,8,151.0,150.0
1,55,4,733.0,200.0
1,48,4,713.0,160.0
2,23,6,154.0,175.0
1,77,5,912.0,117.0
2,72,3,411.0,200.0
1,58,7,733.0,220.0
2,25,7,317.0,100.0
2,64,5,421.0,100.0
1,43,7,120.0,300.0
2,47,7,292.0,170.0
2,37,5,915.0,150.0
1,34,5,323.0,120.0
2,51,7,152.0,500.0
1,44,7,261.0,1300.0
2,42,7,315.0,500.0
1,59,5,912.0,150.0
2,53,3,411.0,80.0
2,35,7,156.0,280.0
1,63,5,721.0,240.0
1,34,6,721.0,420.0
2,56,5,512.0,200.0
2,29,7,311.0,150.0
2,28,7,313.0,250.0
2,46,5,512.0,150.0
2,23,6,422.0,80.0
1,25,5,521.0,179.0
1,21,6,422.0,250.0
1,61,7,262.0,500.0
1,56,5,23.0,600.0
2,54,5,162.0,200.0
2,29,7,315.0,250.0
1,23,6,980.0,150.0
1,71,7,912.0,190.0
2,49,6,241.0,220.0
1,50,7,311.0,850.0
1,73,5,511.0,140.0
2,65,3,421.0,200.0
1,72,7,829.0,200.0
2,37,7,323.0,294.0
1,70,4,912.0,180.0
2,33,7,292.0,180.0
1,30,7,713.0,300.0
1,48,6,23.0,600.0
1,59,3,941.0,150.0
2,58,3,911.0,150.0
1,54,7,321.0,150.0
2,26,7,318.0,130.0
1,40,5,512.0,300.0
1,48,5,911.0,300.0
1,37,5,512.0,150.0
1,37,5,220.0,200.0
2,28,6,241.0,150.0
1,31,6,132.0,300.0
2,63,4,911.0,185.0
1,36,5,511.0,200.0
1,42,7,842.0,450.0
1,44,7,311.0,350.0
2,60,5,911.0,190.0
2,64,3,411.0,25.0
1,42,6,23.0,700.0
1,39,6,733.0,380.0
2,48,6,271.0,200.0
1,43,6,120.0,250.0
2,51,7,412.0,150.0
1,48,5,941.0,160.0
1,59,8,152.0,500.0
1,50,5,721.0,200.0
2,24,6,512.0,180.0
1,41,6,832.0,250.0
2,38,7,323.0,200.0
1,52,7,24.0,700.0
1,86,7,156.0,50.0
1,52,5,712.0,300.0
2,45,7,120.0,340.0
1,48,5,714.0,225.0
1,23,5,911.0,150.0
1,67,8,173.0,100.0
2,63,7,911.0,50.0
2,39,9,151.0,250.0
1,51,5,831.0,500.0
2,44,6,412.0,100.0
1,40,7,323.0,255.0
1,53,7,131.0,750.0
2,51,7,271.0,210.0
1,73,7,312.0,100.0
1,41,7,262.0,460.0
2,40,6,315.0,200.0
1,52,8,120.0,2000.0
2,56,5,411.0,166.0
2,27,7,183.0,165.0
1,33,7,132.0,250.0
2,32,7,314.0,290.0
1,30,7,512.0,200.0
1,52,7,161.0,600.0
1,45,5,941.0,160.0
1,43,5,183.0,250.0
2,48,5,915.0,150.0
2,26,5,512.0,50.0
2,70,7,322.0,200.0
2,33,8,182.0,250.0
1,55,7,912.0,210.0
2,55,7,512.0,40.0
1,65,4,842.0,280.0
2,31,6,317.0,200.0
1,38,7,733.0,200.0
2,50,7,317.0,300.0
1,61,5,912.0,180.0
2,59,5,321.0,220.0
1,35,8,113.0,250.0
1,33,7,132.0,340.0
2,36,8,156.0,200.0
1,75,7,912.0,207.0
1,41,7,422.0,250.0
1,39,7,712.0,350.0
1,38,8,120.0,450.0
1,33,6,826.0,300.0
2,32,6,315.0,180.0
1,41,6,316.0,200.0
2,39,6,271.0,160.0
2,65,5,911.0,100.0
1,46,5,913.0,250.0
2,67,3,911.0,150.0
1,47,7,314.0,260.0
2,71,5,317.0,27.0
1,43,5,731.0,250.0
2,44,7,311.0,400.0
2,48,8,511.0,670.0
1,49,7,317.0,230.0
1,35,6,242.0,300.0
1,43,7,312.0,530.0
2,26,7,314.0,210.0
1,45,7,733.0,400.0
2,39,5,315.0,170.0
1,57,5,751.0,300.0
2,24,6,422.0,187.0
1,41,7,721.0,150.0
1,39,5,832.0,270.0
1,44,7,133.0,390.0
2,54,7,315.0,180.0
2,27,7,143.0,250.0
1,72,5,914.0,20.0
2,39,6,262.0,230.0
2,81,5,913.0,25.0
1,66,6,23.0,200.0
1,68,5,311.0,250.0
2,40,6,311.0,400.0
2,61,7,911.0,110.0
1,34,7,156.0,200.0
1,66,5,237.0,195.0
1,38,8,233.0,420.0
1,50,7,311.0,405.0
1,47,9,132.0,800.0
1,78,7,913.0,27.0
2,71,7,411.0,27.0
2,44,6,143.0,400.0
2,35,7,292.0,330.0
1,69,7,912.0,195.0
2,62,5,411.0,150.0
2,40,7,314.0,200.0
2,39,7,741.0,330.0
1,36,8,141.0,450.0
1,71,6,912.0,150.0
1,62,5,733.0,260.0
2,62,5,411.0,180.0
2,32,7,182.0,250.0
1,58,5,444.0,530.0
1,33,7,262.0,270.0
1,30,6,262.0,200.0
1,55,5,712.0,200.0
1,25,7,980.0,252.0
2,79,3,411.0,27.0
2,33,5,144.0,210.0
1,55,7,311.0,500.0
2,49,5,930.0,200.0
2,24,6,311.0,180.0
1,64,4,912.0,180.0
2,62,4,263.0,100.0
1,76,3,914.0,27.0
2,70,3,411.0,27.0
1,71,5,842.0,146.0
1,68,4,912.0,170.0
2,67,3,914.0,160.0
2,55,7,172.0,218.0
1,34,6,422.0,250.0
1,33,7,313.0,350.0
2,46,7,164.0,900.0
1,38,7,262.0,310.0
1,60,5,912.0,180.0
2,57,5,751.0,180.0
1,32,6,120.0,210.0
2,26,6,271.0,180.0
2,54,5,422.0,100.0
2,60,5,911.0,200.0
2,74,5,411.0,85.0
2,47,8,271.0,200.0
1,70,4,311.0,200.0
2,28,6,271.0,240.0
2,23,5,322.0,160.0
1,36,7,120.0,370.0
2,59,8,153.0,550.0
2,43,6,143.0,300.0
2,45,7,521.0,206.0
1,59,7,151.0,750.0
1,52,5,712.0,350.0
1,62,7,912.0,180.0
2,73,5,911.0,170.0
1,49,6,262.0,370.0
1,45,7,120.0,450.0
2,44,7,152.0,350.0
2,58,4,911.0,120.0
2,58,5,512.0,120.0
1,38,7,313.0,250.0
2,41,8,315.0,300.0
1,65,8,173.0,70.0
2,26,7,422.0,46.0
2,60,6,832.0,280.0
