p100101,p100107,p100110,p100350,p101642
1,38,7,315.0,500.0
2,35,7,315.0,340.0
1,60,5,930.0,129.0
2,54,4,913.0,100.0
2,58,2,911.0,130.0
1,35,6,832.0,170.0
1,37,8,311.0,326.0
2,30,5,315.0,394.0
1,37,5,316.0,246.0
2,36,5,315.0,149.0
2,64,3,512.0,70.0
1,42,5,941.0,96.0
2,41,5,421.0,26.0
1,53,5,842.0,70.0
2,51,5,753.0,80.0
1,28,5,733.0,190.0
1,44,4,741.0,180.0
1,49,5,941.0,246.0
2,50,5,911.0,150.0
1,39,7,313.0,425.0
2,37,7,183.0,120.0
2,39,6,143.0,180.0
1,60,5,171.0,120.0
2,58,5,411.0,50.0
2,31,6,182.0,238.0
1,54,5,261.0,791.0
1,27,6,263.0,154.0
1,28,7,132.0,200.0
2,48,5,262.0,150.0
2,26,6,183.0,129.0
1,51,5,262.0,400.0
2,26,7,314.0,148.0
1,41,5,511.0,250.0
1,58,4,842.0,119.0
2,44,5,321.0,150.0
2,51,4,753.0,150.0
1,41,5,912.0,105.0
2,48,3,753.0,100.0
1,44,5,511.0,100.0
1,44,3,911.0,70.0
1,41,3,753.0,70.0
2,44,4,422.0,100.0
2,22,6,316.0,100.0
1,24,5,415.0,300.0
1,36,8,152.0,270.0
1,32,7,829.0,138.0
1,59,4,914.0,200.0
1,41,5,842.0,230.0
1,53,7,152.0,430.0
2,49,6,411.0,160.0
1,55,5,912.0,140.0
2,45,5,914.0,33.0
1,62,7,842.0,150.0
1,37,7,292.0,340.0
1,41,5,712.0,280.0
1,31,5,713.0,240.0
1,62,3,941.0,105.0
1,49,3,941.0,80.0
2,26,5,512.0,100.0
2,28,6,315.0,150.0
2,24,6,315.0,150.0
2,23,7,312.0,200.0
1,41,7,262.0,650.0
1,58,5,842.0,198.0
2,56,4,753.0,110.0
2,52,4,411.0,100.0
1,27,7,312.0,190.0
1,65,3,712.0,128.0
1,39,4,235.0,130.0
2,38,5,422.0,100.0
1,29,5,733.0,250.0
2,27,5,220.0,198.0
1,53,3,913.0,90.0
2,54,3,512.0,100.0
1,27,8,120.0,225.0
1,69,3,912.0,80.0
2,60,3,911.0,80.0
1,40,5,941.0,90.0
1,72,3,912.0,70.0
1,41,7,312.0,400.0
2,37,7,311.0,250.0
1,54,8,132.0,588.0
1,68,5,314.0,147.0
1,27,6,512.0,110.0
1,47,5,842.0,180.0
1,33,5,812.0,240.0
2,38,5,315.0,140.0
1,39,5,312.0,190.0
1,45,5,941.0,75.0
2,39,4,753.0,90.0
1,53,7,712.0,80.0
2,46,4,753.0,100.0
1,51,7,23.0,270.0
1,29,7,262.0,150.0
1,42,7,314.0,250.0
2,42,5,262.0,200.0
1,36,7,311.0,250.0
1,29,6,183.0,180.0
1,35,7,164.0,314.0
2,47,4,512.0,80.0
2,22,5,512.0,130.0
1,40,7,513.0,450.0
2,34,7,311.0,180.0
1,65,4,912.0,70.0
1,54,6,733.0,500.0
2,26,5,271.0,85.0
2,25,7,315.0,120.0
2,32,6,182.0,200.0
1,30,7,313.0,140.0
1,33,7,220.0,280.0
1,56,4,712.0,160.0
2,48,4,930.0,120.0
2,26,7,120.0,232.0
2,21,6,271.0,108.0
1,39,6,132.0,280.0
1,50,4,262.0,200.0
2,46,4,930.0,80.0
1,46,7,733.0,286.0
2,37,5,315.0,126.0
1,37,5,733.0,247.0
1,69,5,912.0,80.0
1,45,4,721.0,200.0
2,44,3,753.0,85.0
1,26,6,512.0,130.0
2,25,6,311.0,120.0
1,34,6,312.0,260.0
2,30,7,521.0,150.0
1,61,3,714.0,70.0
1,32,8,135.0,230.0
2,45,7,262.0,120.0
1,66,5,912.0,93.0
2,57,3,714.0,66.0
1,34,6,422.0,184.0
2,54,4,941.0,80.0
1,42,7,315.0,500.0
1,34,7,321.0,200.0
1,77,5,432.0,20.0
1,48,7,753.0,260.0
2,42,7,323.0,200.0
1,43,7,315.0,660.0
1,28,7,156.0,300.0
1,26,8,282.0,150.0
2,64,3,911.0,100.0
1,37,5,314.0,320.0
1,34,7,156.0,600.0
1,37,6,315.0,450.0
2,37,5,315.0,154.0
1,65,3,941.0,180.0
1,51,4,741.0,150.0
2,51,4,911.0,80.0
1,42,5,316.0,200.0
1,48,4,712.0,250.0
2,43,4,743.0,30.0
1,20,7,415.0,34.0
2,47,7,315.0,120.0
2,70,3,911.0,50.0
1,50,4,941.0,70.0
2,44,3,743.0,60.0
2,48,4,821.0,30.0
1,58,3,721.0,135.0
2,52,3,911.0,120.0
2,42,5,512.0,150.0
2,39,5,915.0,60.0
1,47,3,826.0,80.0
1,37,5,441.0,270.0
1,50,3,512.0,100.0
2,36,5,315.0,174.0
1,47,5,311.0,240.0
2,44,5,753.0,100.0
2,50,4,930.0,150.0
1,24,5,415.0,84.0
1,57,5,712.0,200.0
1,32,5,941.0,150.0
1,46,5,713.0,180.0
2,50,4,753.0,80.0
2,26,7,252.0,215.0
2,65,2,911.0,90.0
1,32,5,712.0,200.0
1,62,4,714.0,80.0
1,32,7,231.0,250.0
2,60,3,411.0,77.0
1,32,9,132.0,300.0
1,30,5,262.0,500.0
1,64,5,912.0,97.0
1,28,5,521.0,120.0
1,31,5,422.0,150.0
1,39,5,183.0,227.0
1,35,7,311.0,258.0
1,41,7,311.0,250.0
2,40,6,322.0,85.0
2,55,3,911.0,67.0
1,31,7,311.0,300.0
2,42,5,512.0,40.0
1,60,3,911.0,130.0
2,56,3,911.0,140.0
1,27,7,829.0,160.0
2,69,3,911.0,40.0
1,36,7,182.0,200.0
2,33,7,153.0,270.0
1,65,3,912.0,85.0
1,39,5,422.0,120.0
2,37,5,832.0,95.0
2,34,7,311.0,100.0
1,46,4,753.0,170.0
2,42,4,753.0,120.0
1,42,5,821.0,200.0
2,39,4,754.0,80.0
1,36,6,732.0,250.0
2,32,7,312.0,180.0
2,30,7,152.0,220.0
1,53,7,312.0,300.0
1,82,7,173.0,180.0
1,53,4,942.0,80.0
1,33,6,822.0,300.0
2,27,5,321.0,80.0
1,57,5,842.0,130.0
2,49,4,911.0,130.0
2,29,7,311.0,120.0
2,28,5,314.0,150.0
2,27,6,154.0,110.0
1,59,7,23.0,400.0
1,50,4,712.0,160.0
2,49,3,422.0,100.0
1,26,7,165.0,160.0
1,49,4,941.0,120.0
2,41,3,911.0,60.0
1,45,3,183.0,250.0
2,43,5,714.0,60.0
2,53,7,152.0,350.0
2,41,5,930.0,45.0
2,37,6,252.0,170.0
1,41,9,132.0,420.0
2,38,7,312.0,250.0
1,45,5,733.0,240.0
2,46,5,930.0,40.0
1,37,5,262.0,160.0
2,38,5,915.0,100.0
2,47,5,911.0,110.0
1,52,5,842.0,220.0
1,53,7,152.0,450.0
1,52,5,315.0,280.0
1,51,6,23.0,390.0
1,32,6,311.0,400.0
1,69,3,131.0,100.0
2,64,3,911.0,80.0
2,25,5,242.0,120.0
2,36,5,237.0,100.0
2,28,6,315.0,180.0
1,39,7,313.0,280.0
2,53,4,421.0,130.0
2,25,6,133.0,192.0
1,41,5,913.0,120.0
2,32,6,322.0,180.0
1,71,5,842.0,130.0
1,59,5,262.0,420.0
2,22,6,521.0,100.0
1,53,7,161.0,430.0
1,25,7,182.0,36.0
2,52,6,411.0,100.0
1,54,8,752.0,400.0
1,27,7,131.0,185.0
2,24,6,321.0,160.0
1,60,5,30.0,200.0
1,31,6,421.0,250.0
1,52,5,832.0,420.0
2,22,5,323.0,170.0
2,53,8,322.0,265.0
1,48,6,829.0,165.0
1,49,5,313.0,250.0
2,46,7,318.0,100.0
1,46,5,842.0,262.0
1,59,7,22.0,650.0
1,39,8,312.0,330.0
2,35,7,120.0,230.0
1,45,6,262.0,250.0
1,62,5,912.0,83.0
2,54,5,512.0,100.0
1,52,4,915.0,140.0
2,51,3,753.0,130.0
1,24,6,512.0,110.0
2,22,6,316.0,140.0
1,37,5,311.0,250.0
1,35,8,751.0,100.0
2,34,5,315.0,80.0
1,43,5,262.0,190.0
1,52,7,314.0,165.0
2,73,3,911.0,48.0
2,44,5,311.0,90.0
1,48,7,23.0,630.0
2,47,5,911.0,130.0
1,29,5,733.0,150.0
1,57,5,311.0,140.0
2,42,5,262.0,100.0
2,25,7,156.0,80.0
2,21,6,183.0,110.0
1,48,2,911.0,90.0
1,47,5,842.0,200.0
2,48,5,422.0,120.0
1,44,4,941.0,105.0
2,39,4,911.0,80.0
1,63,5,842.0,150.0
1,65,2,713.0,70.0
1,52,7,713.0,120.0
1,41,6,23.0,450.0
1,42,7,511.0,317.0
1,52,5,721.0,350.0
1,52,7,161.0,360.0
1,53,5,313.0,320.0
1,67,7,911.0,35.0
1,39,7,220.0,350.0
1,42,7,315.0,291.0
2,33,5,751.0,120.0
1,41,7,315.0,500.0
1,40,5,825.0,150.0
2,35,5,512.0,150.0
1,27,6,183.0,150.0
1,29,5,511.0,170.0
2,48,5,511.0,90.0
1,39,7,311.0,198.0
1,38,5,713.0,280.0
2,41,5,911.0,128.0
1,34,7,262.0,197.0
2,24,7,414.0,120.0
1,42,5,753.0,100.0
2,41,5,422.0,150.0
1,28,5,262.0,300.0
1,41,5,422.0,240.0
1,41,5,842.0,197.0
2,39,5,412.0,130.0
2,53,3,911.0,70.0
2,39,5,421.0,246.0
1,40,5,713.0,180.0
1,44,5,312.0,150.0
2,46,4,911.0,50.0
1,38,8,156.0,450.0
1,56,4,311.0,290.0
1,40,5,441.0,293.0
1,40,7,733.0,198.0
2,59,3,911.0,80.0
1,52,3,613.0,60.0
2,48,3,422.0,110.0
1,28,6,282.0,100.0
1,47,5,912.0,120.0
2,29,6,183.0,178.0
1,26,7,131.0,148.0
2,60,5,421.0,80.0
1,34,6,220.0,150.0
2,32,7,156.0,100.0
1,72,5,912.0,90.0
1,31,8,120.0,278.0
2,54,5,311.0,208.0
1,36,9,151.0,300.0
2,59,4,911.0,60.0
2,55,4,911.0,130.0
2,47,4,826.0,140.0
1,47,5,842.0,120.0
2,42,4,911.0,150.0
2,21,5,241.0,90.0
1,49,5,23.0,243.0
1,53,5,321.0,100.0
2,56,4,421.0,150.0
1,53,3,712.0,50.0
1,49,5,753.0,159.0
2,52,4,753.0,130.0
1,38,7,316.0,250.0
2,67,2,911.0,120.0
1,52,4,421.0,150.0
2,29,7,311.0,150.0
1,39,7,262.0,650.0
2,37,8,143.0,225.0
1,40,8,182.0,477.0
1,51,5,713.0,245.0
2,49,4,421.0,70.0
2,24,6,315.0,119.0
2,66,2,911.0,60.0
2,43,5,743.0,65.0
1,67,4,911.0,50.0
1,30,6,731.0,120.0
1,33,5,311.0,256.0
1,30,7,312.0,160.0
1,65,4,512.0,100.0
1,37,4,842.0,180.0
2,35,5,315.0,130.0
1,44,5,312.0,119.0
2,43,5,220.0,119.0
2,51,7,513.0,120.0
1,52,7,311.0,400.0
2,46,7,315.0,225.0
2,32,6,252.0,120.0
1,27,6,282.0,150.0
1,52,4,753.0,100.0
2,51,4,512.0,50.0
2,29,7,156.0,100.0
1,57,3,712.0,40.0
2,56,3,911.0,40.0
2,39,5,512.0,197.0
1,38,4,311.0,214.0
1,58,7,711.0,243.0
1,40,5,731.0,250.0
1,53,5,318.0,240.0
2,23,5,315.0,109.0
1,48,5,317.0,160.0
2,41,5,930.0,30.0
1,50,4,713.0,70.0
2,21,5,315.0,120.0
1,66,3,912.0,80.0
1,33,6,263.0,149.0
1,36,8,112.0,330.0
1,30,7,311.0,180.0
2,28,7,317.0,130.0
1,46,7,315.0,536.0
1,64,4,842.0,50.0
1,36,5,316.0,119.0
2,34,5,512.0,120.0
1,32,6,315.0,242.0
2,30,7,314.0,233.0
1,40,7,24.0,390.0
1,38,6,842.0,150.0
2,33,7,164.0,400.0
1,39,5,441.0,290.0
1,44,6,262.0,500.0
2,40,6,415.0,100.0
1,56,6,311.0,198.0
2,49,5,911.0,100.0
1,37,7,714.0,420.0
1,54,5,712.0,250.0
1,24,6,721.0,150.0
1,53,7,316.0,300.0
2,46,6,512.0,120.0
1,53,4,920.0,72.0
2,26,6,315.0,200.0
1,42,5,712.0,230.0
2,29,6,241.0,130.0
1,38,4,941.0,140.0
1,62,5,912.0,95.0
1,42,8,23.0,650.0
2,39,7,235.0,50.0
2,58,5,832.0,70.0
2,46,4,512.0,110.0
2,55,5,322.0,100.0
2,37,7,152.0,270.0
2,46,-1,911.0,80.0
2,40,5,422.0,110.0
1,53,7,23.0,700.0
2,23,7,282.0,100.0
2,25,7,312.0,150.0
1,46,7,164.0,480.0
1,54,8,21.0,600.0
1,43,7,316.0,600.0
1,54,5,313.0,440.0
1,30,6,242.0,180.0
1,32,5,262.0,150.0
2,22,5,421.0,35.0
1,20,5,512.0,140.0
1,36,7,262.0,300.0
1,50,4,912.0,100.0
1,53,5,816.0,188.0
2,48,5,512.0,56.0
2,24,6,315.0,130.0
1,50,7,315.0,600.0
1,35,7,311.0,470.0
2,36,5,323.0,96.0
1,37,5,823.0,220.0
1,35,5,941.0,200.0
2,38,7,314.0,300.0
1,41,9,132.0,370.0
2,34,7,311.0,170.0
1,40,5,941.0,100.0
1,63,4,912.0,80.0
2,35,6,314.0,200.0
1,30,7,184.0,350.0
1,45,5,183.0,300.0
2,43,4,753.0,130.0
1,36,5,316.0,360.0
1,33,5,821.0,250.0
1,44,7,829.0,220.0
2,44,6,220.0,260.0
2,36,7,313.0,200.0
1,61,7,24.0,115.0
2,58,4,411.0,80.0
1,42,7,313.0,330.0
1,52,8,153.0,370.0
2,49,5,512.0,44.0
1,51,5,712.0,100.0
2,63,2,911.0,58.0
1,50,3,914.0,330.0
1,34,7,184.0,215.0
2,33,8,311.0,245.0
1,34,5,262.0,150.0
2,43,5,422.0,70.0
2,47,7,751.0,70.0
1,51,5,184.0,200.0
2,40,5,184.0,130.0
1,39,7,322.0,370.0
2,34,7,156.0,80.0
1,51,3,721.0,100.0
1,51,5,713.0,180.0
1,40,5,913.0,200.0
1,44,7,321.0,200.0
2,43,5,521.0,150.0
1,43,5,711.0,140.0
2,46,5,753.0,60.0
2,36,6,512.0,120.0
1,27,4,913.0,100.0
2,75,2,914.0,31.0
1,57,5,829.0,140.0
2,53,4,911.0,70.0
2,28,7,120.0,170.0
1,31,8,132.0,400.0
2,27,8,312.0,160.0
1,57,6,912.0,120.0
2,51,5,911.0,127.0
1,55,7,842.0,160.0
1,46,5,823.0,200.0
2,43,5,829.0,80.0
1,41,7,233.0,250.0
1,49,7,312.0,460.0
2,19,6,415.0,33.0
1,38,7,262.0,350.0
1,59,5,816.0,140.0
1,31,6,733.0,250.0
1,37,8,132.0,350.0
1,61,3,912.0,90.0
1,37,5,530.0,200.0
2,56,4,714.0,70.0
1,31,5,733.0,150.0
2,51,3,714.0,100.0
1,27,7,312.0,117.0
1,24,8,262.0,135.0
1,39,4,753.0,150.0
1,50,4,842.0,180.0
2,46,4,911.0,150.0
1,66,4,912.0,98.0
2,60,4,411.0,70.0
1,32,6,421.0,170.0
1,47,5,721.0,190.0
2,38,5,271.0,135.0
2,27,5,315.0,90.0
1,42,5,713.0,200.0
2,37,5,512.0,80.0
2,37,6,315.0,120.0
2,35,7,316.0,320.0
1,34,7,313.0,217.0
1,62,3,912.0,90.0
1,39,5,842.0,270.0
1,30,6,262.0,200.0
2,72,3,930.0,50.0
1,65,5,713.0,350.0
1,37,6,913.0,180.0
2,46,8,311.0,350.0
1,45,8,161.0,500.0
1,43,6,311.0,164.0
2,42,5,323.0,92.0
1,39,5,161.0,307.0
1,40,5,318.0,200.0
1,41,7,311.0,450.0
2,39,5,315.0,180.0
1,47,5,823.0,200.0
1,35,5,913.0,200.0
1,53,3,721.0,130.0
1,23,5,721.0,90.0
2,37,5,753.0,100.0
1,62,4,941.0,96.0
1,54,5,712.0,150.0
2,52,4,911.0,100.0
1,25,6,511.0,150.0
1,48,5,731.0,100.0
2,46,5,317.0,80.0
1,40,7,263.0,380.0
2,53,4,930.0,70.0
2,28,7,154.0,76.0
2,29,6,143.0,130.0
2,65,3,911.0,30.0
2,47,4,512.0,90.0
1,35,5,829.0,273.0
2,52,5,411.0,100.0
2,26,6,315.0,150.0
2,25,6,317.0,70.0
1,50,4,712.0,190.0
1,34,7,262.0,250.0
2,32,7,252.0,130.0
1,44,5,713.0,100.0
2,43,4,421.0,60.0
2,46,4,317.0,30.0
1,59,5,912.0,100.0
1,51,5,713.0,200.0
2,43,5,832.0,80.0
1,51,5,825.0,240.0
2,51,4,421.0,60.0
1,44,7,825.0,300.0
1,49,3,714.0,100.0
2,47,3,714.0,50.0
2,25,6,317.0,120.0
1,61,7,152.0,420.0
2,28,6,311.0,150.0
2,41,8,152.0,322.0
1,43,9,151.0,362.0
1,51,6,912.0,100.0
1,52,4,714.0,150.0
2,47,4,930.0,60.0
2,37,6,311.0,60.0
2,66,2,914.0,30.0
2,38,5,832.0,50.0
1,47,8,316.0,230.0
2,20,6,512.0,26.0
1,39,5,712.0,200.0
2,29,7,314.0,190.0
1,42,4,421.0,130.0
2,45,5,315.0,130.0
1,32,7,314.0,200.0
1,37,7,513.0,480.0
1,36,7,251.0,235.0
1,39,5,941.0,180.0
2,48,5,512.0,120.0
1,35,6,120.0,220.0
1,34,7,315.0,385.0
1,49,5,941.0,170.0
2,41,5,911.0,70.0
1,59,7,132.0,400.0
2,30,6,271.0,15.0
2,28,6,120.0,160.0
1,53,4,753.0,150.0
2,25,6,422.0,60.0
1,42,5,262.0,120.0
2,28,7,152.0,300.0
1,36,7,131.0,310.0
2,34,7,131.0,175.0
2,40,5,422.0,90.0
1,45,5,913.0,100.0
2,44,4,512.0,80.0
1,42,7,292.0,300.0
2,31,5,314.0,170.0
2,27,7,252.0,100.0
1,39,7,120.0,291.0
1,36,7,262.0,380.0
1,42,5,752.0,100.0
1,25,5,135.0,80.0
1,41,7,156.0,250.0
1,55,7,132.0,750.0
2,25,7,311.0,233.0
2,21,6,315.0,150.0
2,26,6,184.0,100.0
1,23,5,913.0,160.0
1,35,5,316.0,240.0
1,33,7,311.0,250.0
1,36,7,236.0,624.0
2,44,7,315.0,150.0
1,50,7,314.0,360.0
1,49,7,733.0,463.0
2,42,4,911.0,95.0
1,34,6,165.0,220.0
1,40,5,842.0,262.0
2,31,5,323.0,150.0
1,27,5,282.0,100.0
2,53,5,511.0,80.0
1,32,7,165.0,300.0
1,59,9,151.0,75.0
2,46,9,151.0,113.0
1,39,7,184.0,30.0
1,43,4,733.0,150.0
2,34,6,311.0,166.0
1,68,5,311.0,100.0
1,55,3,712.0,150.0
2,51,4,915.0,60.0
2,25,7,212.0,125.0
2,35,6,315.0,210.0
2,52,5,241.0,350.0
1,31,7,316.0,200.0
2,35,7,292.0,150.0
2,49,3,911.0,60.0
1,32,7,261.0,400.0
2,30,7,291.0,291.0
1,47,4,912.0,115.0
1,25,5,412.0,110.0
2,23,7,156.0,140.0
1,42,8,141.0,850.0
2,40,9,161.0,350.0
2,44,7,315.0,40.0
1,35,6,312.0,290.0
1,49,7,164.0,673.0
2,47,7,262.0,100.0
1,38,5,316.0,329.0
1,39,5,421.0,230.0
2,37,5,422.0,45.0
1,49,7,262.0,460.0
1,44,5,822.0,180.0
2,42,5,162.0,150.0
1,59,7,912.0,200.0
1,38,7,311.0,583.0
1,61,5,511.0,130.0
2,33,5,311.0,193.0
1,39,8,156.0,100.0
2,37,6,143.0,180.0
1,60,7,316.0,120.0
1,33,7,182.0,150.0
2,29,7,172.0,150.0
2,49,7,272.0,130.0
2,25,7,120.0,180.0
1,58,4,912.0,120.0
2,31,5,322.0,100.0
2,25,8,233.0,150.0
2,23,7,312.0,150.0
1,49,9,151.0,500.0
1,47,3,941.0,90.0
1,55,3,912.0,120.0
1,43,7,152.0,300.0
2,36,7,271.0,150.0
1,49,4,911.0,100.0
2,51,4,911.0,93.0
1,30,7,131.0,190.0
1,58,5,842.0,150.0
2,48,5,911.0,77.0
1,25,6,220.0,120.0
1,49,9,151.0,530.0
1,30,6,713.0,200.0
1,27,6,237.0,180.0
1,34,6,120.0,243.0
2,36,6,271.0,100.0
1,37,7,311.0,200.0
1,36,6,913.0,150.0
1,33,7,183.0,250.0
1,31,6,733.0,150.0
2,33,5,183.0,90.0
1,47,8,152.0,390.0
2,44,7,313.0,280.0
1,38,5,721.0,200.0
1,56,4,721.0,200.0
2,52,3,829.0,70.0
1,29,6,832.0,130.0
2,26,7,271.0,130.0
1,40,7,315.0,359.0
2,39,7,512.0,125.0
1,40,7,262.0,416.0
1,40,5,712.0,160.0
2,33,7,120.0,350.0
1,36,5,714.0,140.0
1,39,5,831.0,437.0
2,30,5,271.0,118.0
1,28,7,513.0,200.0
1,41,7,131.0,350.0
1,31,6,511.0,118.0
1,29,6,315.0,225.0
1,40,8,120.0,700.0
2,44,5,751.0,85.0
1,48,7,161.0,500.0
2,45,5,315.0,65.0
1,46,8,316.0,400.0
1,41,6,315.0,306.0
2,36,5,262.0,100.0
1,61,7,23.0,800.0
2,58,7,322.0,420.0
1,56,9,151.0,600.0
1,37,5,753.0,210.0
1,43,7,315.0,400.0
2,29,7,262.0,150.0
2,28,8,313.0,270.0
1,27,5,412.0,150.0
2,24,5,143.0,120.0
1,51,8,252.0,600.0
1,38,7,262.0,415.0
1,63,7,912.0,100.0
2,57,5,513.0,40.0
1,29,7,912.0,100.0
1,27,7,316.0,155.0
1,56,7,231.0,100.0
2,50,4,753.0,100.0
1,26,6,120.0,180.0
2,24,6,183.0,150.0
1,61,5,941.0,60.0
1,29,6,316.0,150.0
2,28,8,141.0,350.0
1,31,7,312.0,250.0
2,53,5,911.0,100.0
2,61,3,911.0,50.0
1,35,7,262.0,200.0
2,36,8,314.0,280.0
2,56,7,271.0,120.0
1,27,7,312.0,212.0
1,25,7,741.0,260.0
1,67,8,313.0,800.0
1,33,7,263.0,280.0
1,31,7,312.0,200.0
1,40,5,842.0,358.0
2,38,5,930.0,70.0
2,55,5,911.0,150.0
1,30,5,930.0,64.0
1,61,5,712.0,240.0
1,33,7,512.0,150.0
1,27,5,832.0,110.0
1,53,9,22.0,550.0
1,41,7,262.0,150.0
2,38,5,753.0,100.0
1,68,4,232.0,-1.0
2,39,5,422.0,70.0
2,60,5,411.0,120.0
2,27,6,316.0,165.0
1,41,5,713.0,40.0
1,54,6,23.0,150.0
2,51,5,913.0,150.0
1,56,5,311.0,180.0
1,30,7,120.0,280.0
2,28,6,311.0,200.0
2,61,3,911.0,80.0
1,35,9,132.0,300.0
2,37,5,315.0,20.0
1,66,7,912.0,84.0
2,32,7,313.0,119.0
1,36,7,732.0,376.0
2,52,7,156.0,80.0
2,26,6,322.0,120.0
2,32,5,511.0,155.0
1,24,6,512.0,150.0
1,50,5,829.0,350.0
1,46,5,444.0,380.0
1,43,5,712.0,200.0
1,64,3,713.0,175.0
1,49,3,721.0,100.0
2,46,3,829.0,65.0
2,21,5,322.0,122.0
1,37,5,842.0,230.0
1,43,7,714.0,240.0
2,37,5,832.0,70.0
1,38,7,132.0,400.0
1,25,6,262.0,137.0
2,58,3,411.0,50.0
2,34,7,316.0,500.0
1,62,9,151.0,500.0
2,55,3,751.0,90.0
1,48,7,152.0,400.0
1,61,3,842.0,190.0
2,34,7,23.0,460.0
2,48,5,421.0,110.0
1,58,4,311.0,150.0
1,28,7,262.0,100.0
1,54,7,313.0,450.0
1,54,7,153.0,420.0
2,47,8,153.0,380.0
2,31,6,143.0,185.0
1,27,5,262.0,149.0
2,33,6,521.0,120.0
1,70,5,912.0,93.0
1,47,7,151.0,60.0
1,40,5,712.0,230.0
2,39,5,321.0,80.0
1,59,8,23.0,500.0
1,27,7,131.0,145.0
2,61,5,911.0,40.0
1,37,6,262.0,200.0
1,58,7,132.0,300.0
1,55,8,311.0,250.0
1,33,7,220.0,250.0
2,32,7,152.0,230.0
2,46,4,911.0,60.0
1,49,7,431.0,400.0
1,53,5,912.0,86.0
2,29,7,315.0,280.0
1,44,7,262.0,100.0
2,39,7,271.0,130.0
1,53,8,272.0,120.0
1,26,7,183.0,15.0
1,46,7,829.0,380.0
2,35,5,422.0,120.0
1,42,7,131.0,358.0
1,41,4,913.0,120.0
1,51,5,842.0,250.0
2,24,7,315.0,180.0
2,39,5,318.0,121.0
1,36,7,262.0,100.0
1,33,6,220.0,200.0
1,71,3,912.0,75.0
1,35,6,262.0,150.0
2,54,4,911.0,50.0
2,57,3,421.0,100.0
1,32,5,292.0,230.0
2,43,6,30.0,315.0
1,26,5,183.0,119.0
1,44,5,721.0,230.0
1,37,9,151.0,360.0
2,36,7,242.0,179.0
2,33,7,263.0,150.0
1,34,7,733.0,250.0
1,46,7,161.0,390.0
2,40,5,832.0,90.0
2,58,4,711.0,165.0
2,35,5,315.0,150.0
1,34,5,842.0,200.0
1,45,7,292.0,198.0
1,49,5,912.0,127.0
2,42,5,411.0,70.0
2,50,4,512.0,95.0
1,42,5,262.0,350.0
1,42,7,311.0,426.0
