p020101,p020107,p020110,p020350,p021642
1,33,5,314.0,70.0
1,52,5,313.0,170.0
2,50,5,513.0,200.0
2,25,7,156.0,100.0
2,23,6,513.0,100.0
2,23,6,165.0,80.0
1,46,5,261.0,300.0
1,50,7,261.0,150.0
1,50,4,842.0,60.0
1,33,5,914.0,55.0
2,28,5,156.0,80.0
1,35,4,752.0,150.0
2,24,5,512.0,80.0
1,36,3,753.0,70.0
1,33,3,753.0,50.0
1,49,4,842.0,80.0
2,48,4,421.0,100.0
2,20,5,422.0,42.0
2,50,3,911.0,80.0
1,51,4,914.0,100.0
2,47,3,913.0,30.0
2,23,7,315.0,80.0
2,21,5,322.0,40.0
1,33,5,842.0,117.0
1,45,7,152.0,140.0
2,41,6,411.0,80.0
2,35,7,252.0,30.0
1,28,6,132.0,100.0
1,47,5,311.0,90.0
2,43,5,411.0,85.0
1,23,5,-1.0,150.0
1,39,5,714.0,75.0
2,37,5,411.0,50.0
1,54,7,842.0,110.0
1,33,5,712.0,170.0
1,23,5,713.0,32.0
2,27,5,753.0,70.0
2,33,5,411.0,40.0
1,52,7,826.0,110.0
1,31,6,-1.0,45.0
2,49,3,751.0,65.0
2,18,5,829.0,83.0
1,48,5,913.0,90.0
2,20,5,315.0,60.0
1,33,7,262.0,350.0
1,57,8,23.0,230.0
1,49,5,712.0,60.0
2,43,2,753.0,55.0
1,50,5,842.0,120.0
2,48,4,753.0,60.0
1,36,7,441.0,150.0
1,51,3,712.0,120.0
2,45,4,422.0,50.0
2,20,7,530.0,130.0
2,20,7,530.0,130.0
1,43,5,444.0,105.0
1,33,4,713.0,80.0
1,57,3,712.0,100.0
1,31,4,235.0,100.0
2,30,5,422.0,70.0
1,46,5,262.0,80.0
2,19,5,314.0,68.0
1,45,3,913.0,100.0
1,19,7,252.0,35.0
2,56,3,513.0,50.0
1,61,3,912.0,52.0
1,28,7,120.0,100.0
1,56,4,913.0,70.0
1,73,7,30.0,227.0
1,64,3,912.0,60.0
1,33,7,23.0,190.0
2,29,7,311.0,160.0
1,67,4,311.0,70.0
1,46,8,132.0,300.0
1,60,5,314.0,100.0
2,59,5,421.0,50.0
1,19,5,421.0,53.0
1,54,3,912.0,55.0
2,52,3,911.0,40.0
1,25,5,941.0,90.0
1,34,5,512.0,140.0
2,34,5,512.0,39.0
1,35,5,753.0,80.0
1,37,5,753.0,180.0
1,45,7,712.0,50.0
2,34,5,262.0,130.0
1,28,7,318.0,36.0
2,26,7,314.0,115.0
2,54,3,911.0,75.0
1,27,7,261.0,100.0
2,39,4,513.0,78.0
1,32,7,513.0,140.0
2,26,7,252.0,100.0
1,57,4,912.0,80.0
1,37,5,829.0,120.0
1,42,5,311.0,125.0
1,46,6,733.0,270.0
2,48,4,513.0,60.0
1,34,7,262.0,100.0
2,51,3,421.0,55.0
1,48,4,712.0,130.0
2,40,4,753.0,70.0
1,31,6,132.0,110.0
1,42,4,262.0,150.0
1,38,7,829.0,140.0
1,42,4,731.0,120.0
1,29,5,-1.0,100.0
2,26,7,120.0,70.0
1,37,4,721.0,93.0
2,36,3,753.0,60.0
2,33,4,753.0,85.0
1,53,3,714.0,98.0
2,24,6,318.0,65.0
1,22,5,-1.0,90.0
1,35,4,713.0,99.0
1,24,7,316.0,110.0
1,38,3,713.0,100.0
2,49,3,512.0,79.0
1,26,5,512.0,80.0
1,50,4,512.0,100.0
2,46,4,421.0,52.0
1,24,5,421.0,85.0
1,34,7,23.0,200.0
1,27,6,913.0,70.0
1,40,7,262.0,250.0
1,35,7,315.0,180.0
1,29,5,314.0,120.0
2,57,4,911.0,50.0
1,34,6,253.0,85.0
1,29,6,315.0,200.0
1,57,3,941.0,150.0
1,43,4,741.0,140.0
2,43,4,911.0,15.0
2,27,5,753.0,60.0
1,40,4,712.0,100.0
2,35,4,753.0,30.0
2,59,3,513.0,90.0
2,62,3,911.0,57.0
1,42,4,914.0,50.0
2,37,4,911.0,60.0
1,54,7,30.0,150.0
2,46,5,317.0,55.0
2,19,7,252.0,20.0
2,29,5,143.0,80.0
1,26,5,512.0,200.0
1,60,5,713.0,50.0
1,65,5,842.0,115.0
2,36,3,753.0,60.0
1,24,5,733.0,80.0
1,50,3,941.0,50.0
2,44,3,911.0,60.0
2,22,7,315.0,15.0
2,20,5,311.0,100.0
1,32,5,312.0,90.0
2,31,3,-1.0,80.0
1,39,3,-1.0,35.0
1,29,5,441.0,115.0
2,28,5,315.0,105.0
1,39,5,311.0,110.0
1,43,5,826.0,170.0
2,42,4,753.0,100.0
1,23,5,713.0,90.0
1,31,4,753.0,140.0
1,49,5,712.0,100.0
2,47,4,753.0,100.0
1,24,5,941.0,60.0
2,37,5,753.0,60.0
2,41,3,421.0,60.0
2,31,5,422.0,40.0
1,38,5,713.0,120.0
2,42,4,753.0,60.0
1,34,4,913.0,70.0
2,44,4,911.0,80.0
1,28,5,913.0,80.0
2,57,2,914.0,38.0
1,37,5,913.0,120.0
2,41,5,422.0,40.0
2,32,5,322.0,70.0
1,33,5,753.0,40.0
2,33,5,753.0,15.0
1,52,7,151.0,500.0
1,24,5,753.0,110.0
1,54,4,714.0,150.0
2,67,4,513.0,50.0
2,51,4,422.0,80.0
2,26,5,182.0,100.0
1,30,8,132.0,120.0
1,23,5,422.0,80.0
1,52,5,712.0,140.0
2,47,3,512.0,120.0
1,24,5,421.0,80.0
2,22,5,422.0,24.0
1,31,5,183.0,130.0
2,29,7,220.0,120.0
1,33,7,312.0,107.0
1,24,5,942.0,50.0
2,21,5,143.0,60.0
1,52,3,911.0,100.0
2,48,3,911.0,50.0
2,61,3,911.0,30.0
2,25,7,153.0,100.0
1,57,4,912.0,80.0
1,57,3,912.0,85.0
2,51,3,513.0,100.0
1,30,5,826.0,80.0
1,27,5,826.0,70.0
2,25,5,512.0,70.0
1,51,4,941.0,180.0
2,49,4,422.0,70.0
2,29,5,513.0,80.0
2,26,7,182.0,90.0
1,54,3,912.0,100.0
1,34,5,821.0,60.0
1,57,4,823.0,100.0
2,53,3,823.0,80.0
1,28,6,732.0,120.0
2,26,6,292.0,80.0
1,45,7,312.0,138.0
1,45,4,942.0,80.0
1,49,5,842.0,85.0
2,41,4,911.0,66.0
2,21,7,318.0,76.0
2,20,5,422.0,45.0
1,55,4,912.0,100.0
1,23,5,183.0,80.0
1,37,3,183.0,70.0
2,42,5,513.0,130.0
1,55,8,156.0,180.0
2,45,7,152.0,180.0
1,63,7,152.0,150.0
2,29,6,161.0,80.0
2,63,4,911.0,40.0
2,30,7,312.0,180.0
1,29,5,512.0,92.0
1,37,5,733.0,160.0
2,38,5,930.0,15.0
1,40,5,711.0,90.0
2,30,5,930.0,38.0
1,30,7,312.0,200.0
2,24,7,252.0,120.0
2,39,5,513.0,145.0
1,44,5,913.0,120.0
1,45,7,152.0,200.0
2,40,7,915.0,100.0
1,36,7,156.0,200.0
2,26,5,315.0,95.0
2,44,3,911.0,37.0
1,33,6,242.0,120.0
1,24,6,311.0,125.0
2,25,7,-1.0,70.0
1,61,3,131.0,240.0
2,24,6,521.0,60.0
1,37,5,316.0,120.0
1,30,5,311.0,160.0
2,20,6,292.0,100.0
2,23,5,512.0,70.0
1,31,7,313.0,130.0
1,58,3,941.0,90.0
2,57,3,911.0,46.0
2,42,6,152.0,180.0
2,38,5,513.0,50.0
1,26,5,751.0,40.0
2,24,6,322.0,70.0
1,63,5,842.0,45.0
1,32,5,713.0,75.0
1,51,5,511.0,320.0
1,45,7,161.0,250.0
1,47,7,312.0,250.0
2,43,5,311.0,170.0
1,51,4,742.0,120.0
2,23,5,323.0,57.0
1,52,5,30.0,220.0
1,23,6,421.0,30.0
1,26,5,912.0,100.0
1,30,5,316.0,130.0
1,44,5,832.0,150.0
1,31,7,315.0,250.0
2,29,6,315.0,80.0
2,45,8,322.0,150.0
1,40,6,829.0,120.0
1,41,5,313.0,150.0
1,38,5,842.0,140.0
1,33,5,713.0,150.0
1,51,7,22.0,200.0
1,31,8,312.0,170.0
1,28,5,311.0,150.0
1,35,5,262.0,100.0
1,41,6,315.0,207.0
1,69,4,829.0,150.0
1,37,6,262.0,170.0
1,44,4,826.0,100.0
2,39,3,421.0,80.0
1,66,7,829.0,100.0
1,47,3,913.0,120.0
1,29,5,262.0,85.0
2,26,5,315.0,90.0
1,35,5,262.0,130.0
1,55,5,842.0,150.0
1,24,6,713.0,80.0
2,38,5,513.0,150.0
1,40,7,23.0,200.0
2,39,5,911.0,50.0
1,19,6,120.0,60.0
2,19,5,512.0,65.0
1,49,5,311.0,55.0
1,37,5,842.0,60.0
1,44,5,262.0,200.0
1,40,2,911.0,70.0
1,36,4,941.0,50.0
1,55,5,512.0,100.0
2,47,4,411.0,60.0
1,29,5,980.0,110.0
1,24,5,980.0,85.0
1,44,7,713.0,100.0
1,51,7,441.0,200.0
1,33,6,312.0,200.0
1,34,7,312.0,180.0
1,44,5,318.0,210.0
1,36,6,312.0,150.0
1,44,7,161.0,130.0
2,41,5,512.0,70.0
1,45,5,313.0,100.0
2,42,5,825.0,80.0
1,59,7,914.0,50.0
1,39,7,312.0,150.0
1,31,7,315.0,200.0
1,41,7,23.0,150.0
1,44,5,441.0,150.0
1,34,7,315.0,180.0
1,39,5,712.0,100.0
2,29,7,156.0,80.0
1,33,9,113.0,240.0
1,59,5,753.0,150.0
1,32,5,825.0,100.0
1,29,5,232.0,145.0
1,26,5,733.0,120.0
2,25,5,512.0,150.0
2,40,5,511.0,75.0
1,31,7,232.0,98.0
1,30,5,713.0,150.0
2,25,5,-1.0,60.0
1,39,7,183.0,170.0
2,33,5,741.0,50.0
1,24,7,-1.0,20.0
1,44,5,522.0,100.0
2,40,4,753.0,80.0
1,54,5,313.0,80.0
2,27,6,252.0,95.0
2,52,5,145.0,90.0
2,31,7,252.0,195.0
2,28,7,252.0,85.0
1,45,7,441.0,195.0
2,53,5,-1.0,10.0
2,42,5,315.0,195.0
2,40,5,422.0,70.0
1,34,5,753.0,200.0
1,57,3,941.0,70.0
2,24,5,315.0,68.0
2,24,7,315.0,85.0
2,24,6,323.0,70.0
1,55,5,713.0,140.0
1,20,5,421.0,42.0
1,59,5,713.0,90.0
1,29,7,131.0,100.0
2,27,6,154.0,70.0
1,32,7,312.0,140.0
2,28,6,183.0,97.0
1,33,5,842.0,120.0
2,45,3,914.0,44.0
1,38,5,842.0,145.0
2,31,5,421.0,100.0
1,32,5,511.0,70.0
1,36,5,23.0,150.0
2,38,4,513.0,97.0
1,30,8,156.0,97.0
1,48,4,311.0,95.0
1,19,5,415.0,40.0
1,32,7,942.0,90.0
1,69,3,816.0,40.0
1,52,5,825.0,50.0
1,44,3,613.0,110.0
2,48,5,421.0,96.0
2,21,6,183.0,70.0
1,37,5,613.0,96.0
2,46,5,311.0,120.0
2,22,6,431.0,150.0
2,51,4,911.0,90.0
2,47,4,911.0,120.0
2,19,5,-1.0,60.0
1,42,5,713.0,170.0
1,40,5,712.0,200.0
2,39,4,826.0,60.0
2,19,5,-1.0,65.0
1,41,5,733.0,160.0
1,30,7,311.0,90.0
2,59,2,911.0,40.0
2,56,3,712.0,69.0
2,27,7,251.0,98.0
1,24,5,311.0,53.0
1,34,8,156.0,250.0
1,32,7,182.0,360.0
1,33,7,311.0,300.0
1,43,5,713.0,240.0
2,41,4,832.0,60.0
2,35,5,930.0,30.0
1,59,4,712.0,100.0
2,56,3,411.0,20.0
1,45,3,842.0,75.0
1,61,5,912.0,58.0
1,50,5,415.0,160.0
1,33,8,132.0,180.0
1,57,4,712.0,120.0
1,29,4,825.0,120.0
2,43,7,513.0,50.0
2,38,7,145.0,99.0
2,49,3,421.0,56.0
2,24,6,183.0,70.0
2,23,5,315.0,72.0
1,44,4,753.0,100.0
2,21,5,315.0,108.0
2,22,5,234.0,100.0
2,31,5,315.0,70.0
2,30,4,183.0,70.0
1,32,5,825.0,100.0
1,40,4,941.0,80.0
2,61,3,911.0,49.0
1,50,7,711.0,250.0
1,58,5,941.0,100.0
1,27,5,235.0,40.0
1,32,5,843.0,99.0
1,45,5,318.0,100.0
2,40,3,832.0,75.0
1,40,5,512.0,80.0
1,31,7,312.0,100.0
2,26,7,183.0,120.0
1,32,7,311.0,100.0
2,31,7,182.0,150.0
2,46,4,513.0,100.0
2,20,5,315.0,60.0
1,42,7,316.0,190.0
2,39,6,512.0,160.0
1,38,7,315.0,300.0
1,56,4,313.0,120.0
1,24,6,315.0,100.0
1,32,7,316.0,120.0
1,30,6,842.0,130.0
2,26,7,141.0,120.0
2,25,7,315.0,150.0
1,28,6,220.0,110.0
1,31,5,441.0,150.0
1,49,3,733.0,80.0
1,36,6,262.0,150.0
1,48,6,135.0,180.0
2,41,5,911.0,56.0
1,29,7,714.0,200.0
1,46,5,712.0,150.0
2,42,8,151.0,100.0
1,37,5,913.0,110.0
2,33,4,743.0,15.0
2,38,6,512.0,80.0
1,45,4,941.0,70.0
2,41,4,832.0,80.0
2,18,5,315.0,60.0
1,41,5,311.0,125.0
2,38,5,513.0,150.0
1,54,5,912.0,86.0
2,50,4,911.0,80.0
1,24,5,311.0,80.0
2,54,2,911.0,25.0
1,34,6,30.0,150.0
1,52,5,912.0,50.0
2,30,5,512.0,40.0
1,45,7,23.0,180.0
2,39,5,513.0,200.0
1,35,7,316.0,230.0
1,38,7,262.0,200.0
1,46,5,313.0,160.0
2,20,7,422.0,50.0
1,24,5,512.0,100.0
1,26,5,713.0,90.0
1,50,3,712.0,60.0
2,45,3,911.0,12.0
1,68,5,733.0,115.0
1,43,5,829.0,120.0
1,36,5,316.0,150.0
1,45,5,816.0,125.0
2,40,5,512.0,-1.0
1,42,7,315.0,250.0
1,44,8,182.0,500.0
2,40,8,151.0,300.0
1,30,5,262.0,130.0
1,29,5,823.0,120.0
2,30,7,314.0,180.0
2,26,7,322.0,50.0
2,27,5,314.0,90.0
2,26,5,314.0,80.0
2,35,4,316.0,-1.0
1,53,5,237.0,83.0
1,27,6,314.0,70.0
1,35,5,183.0,161.0
1,57,3,941.0,100.0
1,57,4,-1.0,100.0
1,28,5,-1.0,85.0
1,34,7,313.0,120.0
2,27,7,252.0,61.0
1,52,7,131.0,250.0
2,40,9,141.0,200.0
1,44,8,153.0,237.0
2,41,5,512.0,69.0
1,43,5,512.0,100.0
1,36,5,-1.0,68.0
2,23,5,311.0,65.0
1,43,5,712.0,150.0
2,55,2,914.0,17.0
1,60,8,173.0,200.0
2,32,7,-1.0,140.0
2,33,5,252.0,20.0
1,31,7,315.0,105.0
1,28,7,311.0,80.0
1,61,7,23.0,250.0
1,29,8,131.0,115.0
1,38,7,30.0,220.0
2,39,5,315.0,180.0
1,34,7,220.0,250.0
2,30,7,220.0,200.0
2,59,5,911.0,40.0
1,30,5,842.0,90.0
1,27,5,913.0,20.0
1,32,5,913.0,100.0
1,24,5,743.0,79.0
2,22,7,-1.0,75.0
1,57,4,942.0,90.0
2,51,2,237.0,70.0
1,30,7,23.0,96.0
1,36,7,321.0,85.0
1,30,5,753.0,85.0
1,35,5,712.0,145.0
1,60,7,23.0,110.0
1,38,7,511.0,110.0
2,62,4,911.0,50.0
1,40,6,822.0,100.0
1,49,4,813.0,110.0
2,45,4,911.0,42.0
2,20,7,-1.0,-1.0
1,31,5,512.0,50.0
2,19,7,156.0,20.0
1,49,6,912.0,40.0
2,43,5,911.0,70.0
1,47,7,712.0,140.0
1,53,5,912.0,89.0
2,46,5,741.0,46.0
1,33,7,135.0,130.0
1,40,5,827.0,170.0
1,41,5,312.0,170.0
1,30,7,311.0,143.0
1,51,5,912.0,60.0
2,26,7,271.0,78.0
1,61,3,912.0,51.0
2,29,7,252.0,119.0
1,53,3,912.0,60.0
2,27,5,292.0,70.0
1,51,5,712.0,35.0
2,48,4,911.0,70.0
1,23,5,-1.0,78.0
1,43,3,842.0,119.0
2,43,3,422.0,60.0
1,31,4,753.0,100.0
2,31,5,753.0,67.0
1,29,5,316.0,130.0
1,66,3,914.0,24.0
2,62,2,911.0,40.0
1,58,4,912.0,60.0
2,52,4,411.0,20.0
1,30,7,-1.0,125.0
2,26,6,156.0,50.0
1,32,7,-1.0,130.0
1,29,5,742.0,153.0
2,29,6,317.0,55.0
1,29,7,315.0,190.0
1,24,6,-1.0,75.0
1,53,4,915.0,71.0
1,54,3,823.0,100.0
2,25,6,317.0,40.0
2,22,7,311.0,60.0
2,28,6,143.0,147.0
2,47,5,511.0,69.0
2,27,5,513.0,30.0
2,64,3,930.0,40.0
1,32,6,262.0,148.0
2,44,4,753.0,50.0
2,19,5,311.0,54.0
1,39,8,315.0,230.0
1,29,6,733.0,98.0
2,38,7,311.0,190.0
1,37,8,161.0,250.0
1,35,6,311.0,150.0
2,34,5,315.0,70.0
1,31,5,161.0,140.0
1,33,5,311.0,220.0
2,31,5,292.0,80.0
1,39,4,721.0,184.0
2,35,4,829.0,40.0
1,45,3,721.0,70.0
2,29,5,832.0,6.0
2,48,4,831.0,55.0
1,46,5,712.0,100.0
2,44,4,262.0,18.0
1,40,5,731.0,98.0
2,38,5,421.0,26.0
2,57,3,911.0,50.0
1,56,5,441.0,250.0
2,45,4,826.0,55.0
1,52,5,441.0,250.0
2,21,6,311.0,70.0
2,57,3,-1.0,40.0
2,39,4,832.0,15.0
1,27,5,829.0,70.0
1,33,5,821.0,79.0
2,44,5,411.0,100.0
2,41,4,930.0,25.0
2,62,2,915.0,53.0
1,35,4,-1.0,84.0
1,26,7,311.0,70.0
2,24,7,311.0,80.0
1,36,5,713.0,20.0
2,35,4,832.0,20.0
2,38,4,915.0,53.0
1,51,5,912.0,60.0
1,56,3,914.0,105.0
2,23,5,311.0,89.0
1,31,5,941.0,75.0
1,65,4,914.0,17.0
2,62,3,411.0,10.0
2,27,7,317.0,53.0
2,35,5,832.0,40.0
1,43,5,825.0,100.0
1,41,3,842.0,150.0
1,53,7,152.0,210.0
2,20,5,311.0,60.0
2,33,8,152.0,140.0
1,35,9,151.0,190.0
1,34,7,131.0,50.0
1,43,6,316.0,180.0
1,44,4,714.0,100.0
2,29,6,411.0,60.0
2,58,2,914.0,44.0
1,32,5,312.0,170.0
2,24,7,317.0,120.0
2,22,6,120.0,90.0
1,42,5,422.0,170.0
1,31,5,315.0,150.0
1,38,7,262.0,170.0
1,39,8,512.0,130.0
2,35,7,315.0,2.0
1,53,4,721.0,140.0
1,51,5,941.0,50.0
1,56,5,713.0,125.0
1,28,5,220.0,95.0
2,23,5,311.0,85.0
2,24,7,512.0,70.0
1,34,4,753.0,100.0
1,37,6,312.0,150.0
2,50,5,512.0,80.0
2,51,3,411.0,80.0
1,29,7,272.0,30.0
2,24,7,156.0,80.0
2,30,5,832.0,65.0
2,20,5,315.0,65.0
1,24,5,-1.0,80.0
1,36,4,941.0,28.0
1,60,4,821.0,118.0
1,27,6,120.0,68.0
2,21,5,512.0,60.0
1,26,7,315.0,95.0
2,49,5,412.0,80.0
1,27,5,-1.0,80.0
1,51,7,132.0,210.0
2,22,5,251.0,53.0
1,45,4,753.0,60.0
2,35,4,422.0,60.0
1,34,5,311.0,100.0
1,28,7,131.0,110.0
2,26,7,131.0,75.0
1,47,8,151.0,260.0
1,39,5,721.0,112.0
1,37,5,913.0,100.0
2,36,4,911.0,30.0
1,34,7,292.0,100.0
2,33,6,271.0,65.0
1,24,6,184.0,40.0
2,25,5,316.0,98.0
2,23,5,315.0,98.0
1,40,5,132.0,135.0
2,42,2,911.0,55.0
1,31,7,120.0,95.0
1,34,5,752.0,80.0
2,49,5,513.0,52.0
1,37,5,733.0,120.0
1,32,7,131.0,200.0
1,47,7,232.0,320.0
2,35,7,183.0,145.0
1,41,7,733.0,180.0
1,47,4,512.0,100.0
2,34,4,753.0,43.0
1,26,6,165.0,100.0
1,32,5,826.0,60.0
1,51,8,151.0,35.0
2,25,7,182.0,20.0
2,38,8,156.0,140.0
1,31,5,184.0,90.0
2,61,4,911.0,40.0
2,26,6,311.0,65.0
1,57,5,253.0,86.0
2,52,3,421.0,50.0
1,74,7,131.0,200.0
1,27,7,182.0,100.0
1,25,6,913.0,70.0
1,25,7,120.0,130.0
1,47,3,712.0,80.0
2,27,6,315.0,77.0
1,30,7,311.0,110.0
1,54,3,912.0,80.0
2,27,7,292.0,60.0
1,33,7,262.0,96.0
1,54,7,315.0,200.0
2,22,7,291.0,100.0
1,35,8,151.0,220.0
2,31,7,314.0,160.0
2,32,7,292.0,170.0
1,33,7,315.0,230.0
2,32,7,143.0,200.0
2,26,7,314.0,100.0
1,30,8,261.0,200.0
1,43,5,712.0,100.0
2,40,5,421.0,50.0
2,49,5,753.0,50.0
1,25,5,315.0,72.0
2,24,7,251.0,50.0
2,22,6,315.0,60.0
1,41,7,164.0,150.0
1,31,5,911.0,170.0
1,36,5,822.0,170.0
1,51,7,912.0,100.0
2,29,6,143.0,100.0
1,53,5,511.0,100.0
2,45,3,421.0,90.0
1,27,7,156.0,65.0
2,25,5,311.0,100.0
1,22,7,252.0,40.0
1,31,8,252.0,123.0
2,29,6,143.0,110.0
1,50,4,912.0,75.0
2,23,5,315.0,70.0
2,20,5,281.0,40.0
1,31,5,282.0,150.0
1,46,5,315.0,350.0
2,28,5,312.0,80.0
1,41,9,151.0,300.0
2,35,8,182.0,116.0
1,28,6,315.0,90.0
2,38,3,512.0,48.0
2,68,3,-1.0,40.0
1,61,4,753.0,50.0
1,34,7,165.0,180.0
1,35,7,152.0,170.0
2,23,7,252.0,25.0
1,30,7,132.0,120.0
2,28,7,252.0,57.0
1,26,6,120.0,110.0
1,31,5,713.0,120.0
1,47,5,317.0,80.0
2,45,5,-1.0,10.0
2,41,5,512.0,45.0
2,52,2,911.0,65.0
1,28,5,751.0,60.0
1,43,5,312.0,160.0
2,39,4,829.0,50.0
1,41,4,753.0,100.0
2,27,5,753.0,80.0
2,43,4,911.0,63.0
1,52,7,161.0,100.0
1,51,3,313.0,100.0
1,50,5,842.0,120.0
2,40,5,911.0,55.0
2,73,2,914.0,20.0
1,25,6,314.0,70.0
1,19,5,422.0,50.0
1,26,6,120.0,100.0
2,28,6,154.0,65.0
1,30,7,-1.0,130.0
1,25,7,512.0,65.0
2,31,5,422.0,150.0
1,31,5,721.0,130.0
1,25,5,721.0,90.0
1,28,5,714.0,98.0
2,25,5,315.0,60.0
1,39,8,152.0,200.0
2,36,7,313.0,180.0
1,30,5,721.0,90.0
1,48,4,-1.0,150.0
2,44,3,829.0,50.0
1,32,7,315.0,150.0
2,31,7,262.0,60.0
1,32,7,262.0,180.0
1,66,7,712.0,150.0
1,32,5,712.0,150.0
2,25,7,120.0,130.0
1,31,5,831.0,140.0
2,24,5,311.0,67.0
1,33,7,131.0,135.0
1,32,8,132.0,300.0
1,40,7,161.0,248.0
1,38,8,316.0,140.0
1,33,6,829.0,120.0
1,32,7,316.0,150.0
1,34,5,421.0,130.0
1,53,7,23.0,400.0
2,23,7,312.0,70.0
1,28,7,311.0,140.0
1,48,9,151.0,400.0
1,61,7,23.0,380.0
2,32,6,-1.0,100.0
1,35,6,-1.0,190.0
1,44,5,842.0,62.0
2,41,5,832.0,60.0
1,45,4,753.0,50.0
1,44,7,262.0,320.0
1,43,8,252.0,380.0
2,28,8,231.0,130.0
2,26,7,141.0,120.0
1,39,6,262.0,140.0
1,30,7,262.0,150.0
2,30,7,744.0,140.0
2,39,5,911.0,100.0
2,27,8,156.0,80.0
2,25,7,513.0,100.0
1,21,7,913.0,70.0
2,42,4,512.0,80.0
1,39,5,441.0,180.0
2,35,5,753.0,50.0
1,53,5,712.0,100.0
2,19,5,311.0,45.0
2,41,5,753.0,40.0
2,42,4,911.0,60.0
2,45,5,422.0,90.0
1,20,5,262.0,90.0
1,18,4,415.0,45.0
2,53,3,911.0,51.0
2,28,5,312.0,90.0
1,26,4,415.0,50.0
1,44,7,184.0,500.0
1,29,5,-1.0,170.0
1,33,7,262.0,120.0
2,42,3,914.0,40.0
2,49,3,913.0,120.0
2,51,5,314.0,80.0
1,38,5,316.0,176.0
1,34,8,220.0,300.0
1,31,7,232.0,130.0
1,67,2,911.0,65.0
2,28,8,314.0,110.0
1,62,7,912.0,50.0
1,29,7,831.0,90.0
2,41,5,315.0,40.0
1,50,7,511.0,350.0
1,47,7,262.0,300.0
2,46,8,252.0,100.0
1,59,8,313.0,400.0
2,31,7,317.0,100.0
1,48,5,316.0,130.0
1,25,7,415.0,60.0
2,71,2,911.0,24.0
1,19,5,415.0,50.0
1,45,8,22.0,250.0
1,46,8,183.0,400.0
2,45,9,151.0,300.0
1,37,5,842.0,130.0
2,67,3,911.0,46.0
1,21,5,422.0,40.0
2,19,6,317.0,20.0
1,25,7,512.0,100.0
1,47,7,261.0,310.0
2,46,5,241.0,90.0
1,46,5,237.0,150.0
2,43,5,513.0,50.0
1,30,7,415.0,110.0
