code,v02,v03,v04,v05,v06,v07,v08,v09,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26
311,,,,,,,,,2.13,,,,-21.95,-57.50,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,-25.00,,,,,,,,,,,,,,,,,,,,,
311,,,,,40.00,-28.57,-40.00,,,,,,,,,,,,,,,,,,
311,,,,,-2.00,-4.76,42.86,0.00,25.00,,,,,,,,,,,,,,,,
311,,,,,40.00,0.00,14.29,-17.50,27.27,4.76,-31.82,43.33,,,,,,,,,,,,,
311,,,,,300.00,,,,,,,,,,,,,,,,,,,,
311,,,,,0.00,25.00,4.00,53.85,25.00,-20.00,45.00,-48.28,,,,,,,,,,,,,
311,,,,,,,,,,-34.78,100.00,,,,,,,,,,,,,,
311,,,,,0.00,,,,14.29,6.25,-2.94,3.03,17.65,-10.00,,,,,,,,,,,
311,,,,,-13.33,,,,,,,,,,,,,,,,0.00,,,,
311,,,,,,22.86,-14.53,2.04,32.00,-49.49,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,19.05,10.00,36.36,6.67,-25.00,,,,,,
311,,,,,,,,,,28.57,4.44,-8.51,11.40,-3.97,-6.52,16.28,-4.00,,,0.00,0.00,0.00,,,
311,,,,,,0.00,14.29,0.00,-12.50,,,,,,,,,,,-50.00,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,-6.25,-2.00,36.05,12.50,-33.33,-16.67,0.00,20.00,0.00,-1.00,,,,,,,,,
311,,,,,,,-58.50,,,,,,,,,,,,,,,,,,
311,,,,,,,87.50,0.00,5.56,-1.58,-3.74,44.44,23.08,-21.88,3.60,,,,,,,,,,
311,,,,,,,30.43,20.00,,,,,,,,,,,,,,,,,
311,,,,,,,,-43.33,,,,,,,,0.00,15.56,25.00,,,,,,,
311,,,,,,,,-3.75,1.30,37.18,2.80,-9.09,15.00,13.04,-15.38,-4.55,9.52,-4.35,3.64,-4.39,0.00,7.34,0.85,21.19,171.33
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,20.00,8.33,-23.08,50.00,0.00,33.33,,,,,,,,,,,,
311,,,,,,,,0.00,,,-2.27,16.28,-6.00,6.38,0.00,-20.00,75.00,-14.29,-16.67,12.00,7.14,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,11.11,0.00,78.00,-3.37,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,-33.33,-30.00,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,2.62,,,,,
311,,,,,,,,,,21.50,,,-13.33,26.92,-39.39,50.00,0.00,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,16.67,37.14,8.33,7.69,7.14,20.00,-13.89,12.90,14.29,-6.25,,,3.75,-1.20,-4.88,6.79
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,-8.33,,,,,,,,,,,,,,
311,,,,,,,,,,,-6.98,-5.00,,,,,,,,,,,,,
311,,,,,,,,,,,42.86,0.00,0.00,0.00,10.00,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,3.33,-9.68,17.86,-3.03,,,,,,,0.00,-33.33,33.33,88.75,0.00
311,,,,,,,,,,,,-35.00,0.00,0.00,100.00,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,-18.75,-16.77,
311,,,,,,,,,,,,0.00,0.00,25.00,-8.40,0.44,8.70,2.00,-21.57,75.00,-25.71,1.92,3.77,17.27,
311,,,,,,,,,,,,,,-14.29,-40.00,38.89,,,,,,,,,
311,,,,,,,,,,,,53.33,8.70,-4.00,-25.83,,,,,,,,,,
311,,,,,,,,,,,,,-5.00,10.53,-14.29,22.22,0.00,0.00,59.09,-34.29,,,,,
311,,,,,,,,,,,,,-2.00,,,,,,,,,,,,
311,,,,,,,,,,,,,-4.00,-16.67,25.00,0.00,-20.00,0.00,25.00,0.00,0.00,0.00,34.80,,
311,,,,,,,,,,,,,0.00,-8.33,27.27,3.57,24.14,,,,,,,,
311,,,,,,,,,,,,,5.26,15.00,8.70,4.00,-3.85,0.00,0.00,140.00,,,,,
311,,,,,,,,,,,,,,,40.00,-42.86,,,,,14.29,,,,
311,,,,,,,,,,,,,,,-10.53,,,,,,,,,,
311,,,,,,,,,,,,,,,1.01,,,,,,,,,,
311,,,,,,,,,,,,,,,,41.13,,,,-33.33,37.50,31.82,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,0.00,-16.67,,,,,,,,
311,,,,,,,,,,,,,,,,-13.33,15.38,0.00,33.33,35.00,,,,,
311,,,,,,,,,,,,,,,,,,,,,-14.89,,,,
311,,,,,,,,,,,,,,,,,25.00,-20.00,50.00,16.67,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,-14.29,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,-43.33,47.06,,,244.62,,
311,,,,,,,,,,,,,,,,,,,18.18,-3.85,4.00,7.69,13.21,-11.67,
311,,,,,,,,,,,,,,,,,,,-44.44,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,-70.37,231.25,43.40
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,-62.50,,,,,
311,,,,,,,,,,,,,,,,,,,,0.00,14.29,-37.50,,,
311,,,,,,,,,,,,,,,,,,,,0.00,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,-40.00,
311,,,,,,,,,,,,,,,,,,,,,-42.50,73.91,,,
311,,,,,,,,,,,,,,,,,,,,,120.00,,,,
311,,,,,,,,,,,,,,,,,,,,,13.64,-20.00,0.00,-5.00,
311,,,,,,,,,,,,,,,,,,,,,-33.33,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,22.22,9.09,-5.00,22.81
311,,,,,,,,,,,,,,,,,,,,,,11.11,-13.33,3.85,
311,,,,,,,,,,,,,,,,,,,,,,0.00,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,0.00,4.24,-9.88
311,,,,,,,,,,,,,,,,,,,,,,,,-40.00,
311,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,-20.00
311,,,,,,,,,,,,,,,,,,,,,,,,,-5.00
120,61.82,34.83,-16.67,-20.00,,,,,,,,,,,,,,,,,,,,,
120,,,,16.67,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,-36.36,,,,,,,,,,,,,,,,,,,,,,,,
120,-18.18,11.11,,,,,5.26,,,,,,,,,,,,,,,,,,
120,-20.83,57.89,33.33,25.00,20.00,0.00,-16.67,40.00,-16.86,,,,,,,,,,,,,,,,
120,,,8.00,,,,,,,,,,,,,,,,,,,,,,
120,52.94,,,,,,,-45.65,250.00,-42.86,50.00,,,,,,,,,,,,,,
120,-35.48,50.00,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,0.00,20.00,21.67,23.29,-5.56,,,,,,,,,,,,,,,,,
120,,,,-20.00,137.50,-26.32,42.86,,,,,,,,,,,,,,,,,,
120,-7.41,-50.00,,,,,,,,,,,,,,,,,,,,,,,
120,-3.45,,,,,,,,,,,,,50.00,116.67,-61.54,60.00,50.00,-8.33,9.09,13.33,10.29,,,
120,,,,,,2.86,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,10.00,-45.45,,,,,
120,-58.00,40.95,68.92,-40.00,66.67,,,,,,,,,,,,-23.33,-13.04,,,,,,,
120,3.09,50.00,,,,,,,,,,,,,,,,,,,,,,,
120,1.43,-36.62,177.78,-8.00,-39.13,64.29,56.52,,,,,,,,,,,,,,,,,,
120,0.00,,,-3.33,31.03,5.26,,,,,,,,,,,,,,,,,,,
120,,100.00,-29.50,,,,,,,,,,,,,,,,,,,,,,
120,,4.00,15.38,0.00,16.67,20.00,-4.76,7.50,,,,,,,,,,,,,,,,,
120,,2.00,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,120.00,,,,,,,,,,,,,,,,,,,,,,
120,,,,,9.09,14.17,,,,,,,,,,,,,,,,,,,
120,,,10.34,43.75,,,,,,,,,,,,,,,,,,,,,
120,,,,14.94,20.00,,,,,,,,,,,,,,,,,,,,
120,,,,33.33,,,,,,,,,,,10.00,-9.09,5.00,4.76,0.00,13.64,0.00,0.00,,,
120,,,,0.00,0.00,50.00,,,,,,,,,,,,,,,,,,,
120,,,,,18.18,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,33.33,,,,,,,,,,,,,,,,,,,,
120,,,,,-10.85,,,,,,,,,,,,,,,,5.56,18.42,11.11,-28.00,27.78
120,,,,,-34.29,,,84.62,-29.17,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,20.00,18.06,41.18,16.67,14.29,0.00,-50.00,,,,,,,,,,,,,
120,,,,,,,,,,,,,,6.67,3.12,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,13.64,8.00,11.11,0.00,6.67,0.00,3.12
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,36.99,-11.00,12.36,,,,,,,,,,,,,,,,,
120,,,,,,-13.00,-0.38,-11.54,21.74,28.57,,,,,,,,,,,,,,,
120,,,,,,,,,,,40.00,,,,,,,,,,,,,,
120,,,,,,,7.14,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,7.91,,,,,,,,,,,,,,,
120,,,,,,,66.67,25.00,,,,,,,,,,,,,,,,,
120,,,,,,,0.00,,,,,-20.00,25.00,,,,,,,,,,,,
120,,,,,,,53.85,25.00,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,16.67,16.57,2.94,-4.76,0.00,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,8.75,3.45,0.00,10.56,20.60,-3.33,13.79,9.85,32.41,-8.85,-5.71,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,27.78,,,
120,,,,,,,,,,,,,14.29,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,-15.22,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,0.00,0.63,-21.33,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,22.22,,,50.00,-26.67,18.18
120,,,,,,,,,-33.33,125.00,,,,,,,,,,,,,,,
120,,,,,,,,,5.36,1.69,-50.00,,,,,,,,,,,,,,
120,,,,,,,,,,-48.32,,,,-23.33,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,20.00,-11.67
120,,,,,,,,,,,48.80,-78.49,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,-52.03,143.08,,,,,,,,,-5.71,,,,
120,,,,,,,,,,,-57.65,129.17,-9.09,33.33,0.00,12.50,6.67,-2.08,0.00,-4.26,2.22,-13.04,,,0.00
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,0.00,,,,,,,,,,,,,
120,,,,,,,,,,,,,-52.00,175.00,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,-22.86,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,-12.00,-31.82,,,
120,,,,,,,,,,,,,,11.11,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,73.91
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,-50.00,,,-20.00,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,8.00,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,0.00,-37.50,,,,,,
120,,,,,,,,,,,,,,,,0.00,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,65.00
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,-10.00,20.00,1.85,-36.36,34.29,17.02,12.73
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,-48.57,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,-42.86,,,,
120,,,,,,,,,,,,,,,,,,,,,50.00,,,,
120,,,,,,,,,,,,,,,,,,,,,20.00,25.00,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,-53.33,,,,
120,,,,,,,,,,,,,,,,,,,,,,,36.36,,
120,,,,,,,,,,,,,,,,,,,,,,-48.57,,,
120,,,,,,,,,,,,,,,,,,,,,,-60.00,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,-10.00
120,,,,,,,,,,,,,,,,,,,,,,,78.79,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,100.00,-25.00
120,,,,,,,,,,,,,,,,,,,,,,,,100.00,
120,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,28.81
120,,,,,,,,,,,,,,,,,,,,,,,,,40.00
143,0.00,0.00,10.00,81.82,25.00,,,,,,,,,,,,,,,,,,,,
143,-11.11,25.00,,,,,,,,,,,,,,,,,,,,,,,
143,0.00,-12.50,14.29,,,,,,,,,,,,,,,,,,,,,,
143,-20.00,33.33,,,,,,,,,,,,,,,,,,,,,,,
143,24.58,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,-16.67,75.00,10.86,8.25,-3.81,3.96,4.76,-0.91,27.06,-0.36,-4.35,-5.30,-20.00,0.00,15.00,,,,,,,
143,0.00,,,,,,,,,,,,39.39,-6.52,30.23,-36.07,,,,,,,,,
143,17.65,,,,,,,,,,,,,,,,,,,,,,,,
143,0.00,28.57,-44.44,,,,,,,,,,,,,,,,,,,,,,
143,,,,5.33,1.27,,,,,,,,,,,,,,,,,,,,
143,0.00,,,,11.11,-3.75,,,,,,,,,,,,,,,,,,,
143,-7.14,-23.08,,,,,,,,,,,,,,,,,,,,,,,
143,8.33,20.00,-14.10,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,28.57,44.44,,,,,,,,,,,,,,,,,,,,,
143,9.09,50.00,,,,,,,,,,,,,,,,,,,,,,,
143,-3.51,0.00,-9.09,,,,,,,,,,,,,,,,,,,,,,
143,,41.18,-41.67,,,,,,,,,,,,,,,,,,,,,,
143,,,,18.18,15.38,,,,,,,,,6.67,,,,,,,,,,,
143,,-11.11,-6.25,,,,,,,,,,,,,,,,,,,,,,
143,,30.00,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,0.00,7.14,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,122.22,0.00,-20.00,12.50,-40.00,38.89,0.00,13.33,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,28.21,-8.00,11.96,6.80,18.18,15.38,-13.33,53.85,-10.00,11.11,30.00,-23.08,0.00,-22.50,9.68,,,,,,
143,,,,,17.65,-3.50,29.53,0.00,0.00,32.00,,,,,,,,,,,,,-33.33,,
143,,,,,14.29,,,,,,18.52,37.50,,,,,,,,,,,,,
143,,,,,,24.00,-3.23,-12.50,,,,,,,-28.00,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,5.45,,,,,,,,,,,,,,,,,,
143,,,,,,,,5.26,-19.64,11.11,-20.00,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,50.00,,,,,,,,
143,,,,,,,,-16.67,20.00,,,,,,,,,,,,,,,,
143,,,,,,,,,,25.00,0.00,20.00,20.00,-4.17,15.94,-20.00,25.00,25.00,-28.00,31.39,16.28,-12.73,-16.67,17.50,-75.53
143,,,,,,,,,,5.00,4.76,0.00,-9.09,-15.00,17.65,0.00,0.00,0.00,70.00,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,-29.41,0.00,16.67,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,-5.71,-9.09,12.50,11.11,-6.67,,,,,,,,,
143,,,,,,,,,,,,,100.00,,,,,,,,,,,,
143,,,,,,,,,,,,,25.00,0.00,0.00,0.00,0.00,20.00,-10.00,,,,,,100.00
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,-13.64,,,,,,,
143,,,,,,,,,,,,,10.00,4.55,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,-3.85,0.00,,,
143,,,,,,,,,,,,,,,,,,,,-16.00,,,,,
143,,,,,,,,,,,,,,,,0.00,,,4.76,4.55,0.00,4.35,,,
143,,,,,,,,,,,,,,,,-25.00,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,-25.00,46.67,,,-22.22,-14.29,27.78,10.00,2.77,0.00
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,-15.00,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,3.70,-28.57,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,-31.82,,,,,,
143,,,,,,,,,,,,,,,,,,,-16.67,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,60.00,
143,,,,,,,,,,,,,,,,,,,,25.00,0.00,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,66.67
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,48.00,8.11
143,,,,,,,,,,,,,,,,,,,,,,,,-34.18,
143,,,,,,,,,,,,,,,,,,,,,,,,,-28.89
132,82.35,-16.13,15.38,13.33,17.65,-2.50,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,39.53,,,,,,,
132,57.89,-26.67,81.82,25.00,24.00,-3.23,-36.67,13.16,36.74,-14.97,0.00,0.00,4.00,0.00,-13.46,-11.11,25.00,0.00,0.00,,,,,,
132,-0.83,66.67,10.00,13.64,-4.00,,,,,,,,,,,,,,,,,,,,
132,-10.00,,,,,34.48,2.56,0.00,,,0.00,11.11,20.00,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,-4.55,9.52,4.35,4.17,8.00,-7.41,20.00,11.67,19.40,-10.00,11.11,-10.00,-2.78,5.71,8.11,-25.00,,,,,,,,,
132,-32.50,11.11,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,13.33,,,0.00,-6.67,,,28.00,,,,,,,,,,
132,11.11,0.00,,,,,,,,,,,,,,,,,,,,,,,
132,23.08,4.17,40.00,,,,,,,,,,,,,,,,,,,,,,
132,-11.11,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,8.57,5.26,-12.50,42.86,-4.00
132,-12.79,-6.67,64.29,8.70,,,,,,,,,,,,,,,,,,,,,
132,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,
132,-16.98,37.73,,,,,,,,,,,,,,,-0.80,29.03,,,,,,,
132,1.43,64.32,,,,,,,,,,,,,,,,,-23.26,,,,,,
132,37.78,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,14.29,7.50,18.60,-31.37,,,,,,,,,,,,,,,,,
132,13.64,20.00,16.67,0.00,14.29,12.50,2.22,-8.70,26.19,-9.43,-37.50,33.33,-25.00,66.67,0.00,70.00,-64.71,,,,,,,,
132,20.00,,,,,,,-25.00,0.00,33.33,0.00,100.00,0.00,10.00,-9.09,0.00,12.50,-33.33,0.00,,,,,,
132,28.57,55.56,,,-14.29,,,,,,,,,,,,,,,,,,,,
132,166.67,,,,,,,,,,,,,,,,,,,,,,,,
132,,,7.69,,,,-7.41,0.00,58.80,-31.99,25.93,17.65,-12.50,,,,,,,,,,,,
132,5.26,29.00,,,,,,,,,,,,,,,,,,-7.14,,,,,
132,,,,,66.67,,,,,,,,,,,,,,,,,,,,
132,,-6.25,,,,,,,,,,,,,,,,,,,,,,,
132,,,,41.67,17.65,70.00,-17.65,3.57,-10.34,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,-5.06,-53.33,,,,,,,,,,,,,-3.03,9.38,14.29,5.00,2.38,39.53,-13.33,5.77,3.64,1.75
132,,,,,,,,,,,,29.63,,,,,,,,,,,,,
132,,32.35,11.11,,,,-58.18,17.39,51.85,12.20,-43.70,,,,,,,,,,,,,,
132,,-10.53,17.65,80.00,-50.00,,,,,,,,,,,,,,,,,,,,
132,,,0.00,6.67,25.00,,,,,,,,,,,,,,,,,,,,
132,,,-13.04,50.00,,,,,66.67,-40.00,60.00,,,-6.00,17.87,0.00,-2.53,,,,,0.00,0.00,0.00,
132,,,,,,,,,,-57.26,,,,,,,,,,,,,,,
132,,,14.29,12.50,,,,,,,,,,,,,,,,,,,,,
132,,,,49.00,34.23,,,,,,,,,,,,,,,,,,,,
132,,,,,15.38,-3.33,29.31,46.67,,,,,,,,,,,,,,,,,
132,,,,,1.85,,,,,,,,,,,,,,,,,,,,
132,,,,,,,81.82,,,,,,,,,,,,,,,,,,
132,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,
132,,,,,100.00,,,,,,,,,,,,,,,,,,,,
132,,,,,,2.40,,,,,,,,,,,,,,,,,,,
132,,,,,,-10.00,40.74,768.42,-89.39,0.00,-20.00,,,,,,,,,,,,,,
132,,,,,,,,-1.21,22.45,38.33,4.58,26.73,-9.09,40.00,-14.29,-2.83,8.06,-4.76,16.67,-42.86,100.00,0.00,5.00,9.52,0.00
132,,,,,,0.00,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,50.00,59.11,,,,,,,,,,,,,,0.00,56.25,-28.00,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,8.03,1.35,10.00,-3.03,9.38,,,,,,,,,,,,,,
132,,,,,,,-14.29,,,,,,,,,,,,,,,,,,
132,,,,,,,,20.00,,,,,,,,,,,,,,,,,
132,,,,,,,,20.19,,,,,,,,,,,,,,,,,
132,,,,,,,,49.70,-20.00,25.00,-20.00,25.00,8.00,0.00,29.63,,,,,,,,,,
132,,,,,,,,2.78,4.05,18.96,-45.41,,,,,,,,,,,,,,
132,,,,,,,,,15.38,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,33.33,-5.00,0.00,5.26,0.00,5.00,,,,,,,,,,
132,,,,,,,,,,33.33,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,66.67,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,-7.14,,,,,,,,,,,
132,,,,,,,,,,,,,,,16.67,18.57,0.00,-21.69,23.08,3.75,-30.12,37.93,37.50,,
132,,,,,,,,,,,,83.33,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,60.00,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,60.00,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,100.00,,,,,,
132,,,,,,,,,,,,,,,60.43,,,,,,,,,,
132,,,,,,,,,,,,,,,,,40.48,-41.69,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,66.67,-12.50,,,
132,,,,,,,,,,,,,,,30.00,-23.08,0.00,10.00,,,-16.67,0.00,0.00,0.00,20.00
132,,,,,,,,,,,,,,,,87.50,,,,,,,,,
132,,,,,,,,,,,,,,,,15.21,,,,,,,,,
132,,,,,,,,,,,,,,,,,0.00,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,52.17,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,-29.53,,,,,,,-2.93,3.02
132,,,,,,,,,,,,,,,,,50.00,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,7.50,,,,,
132,,,,,,,,,,,,,,,,,,20.00,,,,7.14,,,
132,,,,,,,,,,,,,,,,,,,,,-27.78,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,-40.48,20.00,,,,,,
132,,,,,,,,,,,,,,,,,,100.00,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,43.33,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,-7.75,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,3.33,,,
132,,,,,,,,,,,,,,,,,,,,-6.25,,,,,
132,,,,,,,,,,,,,,,,,,,,,-15.68,,,,
